province,cons_no,cons_code,ballot_no,candidate_name,party,resign
บึงกาฬ,1,บึงกาฬ.01,7,นายบุญฮง ภูแช่มโชติ,ประชาธิปไตยใหม่,
บึงกาฬ,1,บึงกาฬ.01,8,นายรชนิศ นามวงค์,รวมไทยสร้างชาติ,
บึงกาฬ,2,บึงกาฬ.02,1,นายพรชัย ลมงาม,ประชาไทย,
บึงกาฬ,2,บึงกาฬ.02,2,นางสาวมลฤดี จันทร์แดง,เพื่อไทย,
บึงกาฬ,2,บึงกาฬ.02,3,นายสุริยา แป้นสุขา,ภูมิใจไทย,
บึงกาฬ,2,บึงกาฬ.02,4,นายปังทอง สีม่วง,ปวงชนไทย,
บึงกาฬ,2,บึงกาฬ.02,5,นายราชภูมิ ภูยี่หวา,ประชาชน,
บึงกาฬ,2,บึงกาฬ.02,6,นางอรอุมา บุญศิริ,กล้าธรรม,
บึงกาฬ,2,บึงกาฬ.02,7,นายวินัย ติยะบุตร,ประชาธิปัตย์,
บึงกาฬ,2,บึงกาฬ.02,8,นายเทพปัญชา ทุมโยมา,ไทยก้าวใหม่,
บึงกาฬ,2,บึงกาฬ.02,9,นางจิรารักษ์ ห้องจำปา,รวมไทยสร้างชาติ,
บึงกาฬ,2,บึงกาฬ.02,10,นายสุนทร ปัญญาสิทธิ์,ประชาธิปไตยใหม่,
บึงกาฬ,2,บึงกาฬ.02,11,นายวัฒนชัย ติธรรม,พลังประชารัฐ,
บึงกาฬ,3,บึงกาฬ.03,1,นายวิโรจน์ สาระวงศ์,ภูมิใจไทย,
บึงกาฬ,3,บึงกาฬ.03,2,นายพิทักษ์ สุระพร,ปวงชนไทย,
บึงกาฬ,3,บึงกาฬ.03,3,นายนพดล สินธิสุทธิ์,กล้าธรรม,
บึงกาฬ,3,บึงกาฬ.03,4,นางสาวเพ็ญพิชชา ติยะบุตร,ประชาธิปัตย์,
บึงกาฬ,3,บึงกาฬ.03,5,นายนิพนธ์ คนขยัน,เพื่อไทย,
บึงกาฬ,3,บึงกาฬ.03,6,นายณัฐพงษ์ ป้องปิ่น,ประชาชน,
บึงกาฬ,3,บึงกาฬ.03,7,นายสมดี ผาอาจ,ประชาธิปไตยใหม่,
บึงกาฬ,3,บึงกาฬ.03,8,ร้อยตำรวจเอก สุดใจ ผดาเวช,รวมไทยสร้างชาติ,
บุรีรัมย์,1,บุรีรัมย์.01,1,นายภาคภูมิ โภคทรัพย์,ประชาธิปัตย์,
บุรีรัมย์,1,บุรีรัมย์.01,2,นายพีรภัทร ทองธีรสกุล,เพื่อไทย,
บุรีรัมย์,1,บุรีรัมย์.01,3,นายธนายุทธ ยืนยั่ง,ประชาชน,
บุรีรัมย์,1,บุรีรัมย์.01,4,นางสุทธิลักษณ์ ยายิรัมย์,รวมไทยสร้างชาติ,
บุรีรัมย์,1,บุรีรัมย์.01,5,นายสนอง เทพอักษรณรงค์,ภูมิใจไทย,
บุรีรัมย์,1,บุรีรัมย์.01,6,นายวิเชียร ลานทอง,ประชากรไทย,
บุรีรัมย์,1,บุรีรัมย์.01,7,นายนาท ฉัพพรรณธนกูร,กล้าธรรม,
บุรีรัมย์,1,บุรีรัมย์.01,8,นายอิทธิพัทธ์ ภักดีเนติพันธุ์,เศรษฐกิจ,
บุรีรัมย์,2,บุรีรัมย์.02,1,นายปัญจะ จำลองชาติ,ประชากรไทย,
บุรีรัมย์,2,บุรีรัมย์.02,2,นายวิทธิลักษณ์ จันทร์ธนสมบัติ,ประชาชน,
บุรีรัมย์,2,บุรีรัมย์.02,3,นายปรัญชญา ตรีกาญจนา,เพื่อไทย,
บุรีรัมย์,2,บุรีรัมย์.02,4,นายมนัสชัย โพธิ์แก้ว,ปวงชนไทย,
บุรีรัมย์,2,บุรีรัมย์.02,5,นางสาวณัฐธิดา เล็กอุดากร,ภูมิใจไทย,
บุรีรัมย์,2,บุรีรัมย์.02,6,นายสัญชัย ทะนานทอง,ประชาธิปัตย์,
บุรีรัมย์,2,บุรีรัมย์.02,7,นายตี๋ แก้วสีจันทร์,รวมไทยสร้างชาติ,
บุรีรัมย์,2,บุรีรัมย์.02,8,นางสาวรุ้งไพลิน ปิ่นอนันต์สกุล,กล้าธรรม,
บุรีรัมย์,2,บุรีรัมย์.02,9,นายกาจ ทุมสิทธิ์,เศรษฐกิจ,
บุรีรัมย์,3,บุรีรัมย์.03,1,นายอดิพงษ์ ฐิติพิทยา,ภูมิใจไทย,
บุรีรัมย์,3,บุรีรัมย์.03,2,นายสุประดิษฐ์ แสนทวีสุข,รวมไทยสร้างชาติ,
บุรีรัมย์,3,บุรีรัมย์.03,3,นางสาวชุติมา นับถือสุข,ประชากรไทย,
บุรีรัมย์,3,บุรีรัมย์.03,4,นายพลวรรธน์ คำพันธ์,ปวงชนไทย,
บุรีรัมย์,3,บุรีรัมย์.03,5,นายทรงพล ทะรารัมย์,เพื่อไทย,
บุรีรัมย์,3,บุรีรัมย์.03,6,นายณัฐพงค์ เรืองชาย,ประชาชน,
บุรีรัมย์,3,บุรีรัมย์.03,7,นายพิสุทธิ์ ยายิรัมย์,กล้าธรรม,
บุรีรัมย์,3,บุรีรัมย์.03,8,นายวีระยุทธ พะโรงรัมย์,ประชาธิปัตย์,
บุรีรัมย์,4,บุรีรัมย์.04,1,นายธีรวุฒิ ทับทิมหิน,ประชาธิปัตย์,
บุรีรัมย์,4,บุรีรัมย์.04,2,นายวรพจน์ วิบูลย์วิริยะสกุล,ประชาชน,
บุรีรัมย์,4,บุรีรัมย์.04,3,นายชนกันต์ ทิมาตฤกะ,ภูมิใจไทย,
บุรีรัมย์,4,บุรีรัมย์.04,4,นายกฤษฎา ชูตาลัด,รวมไทยสร้างชาติ,
บุรีรัมย์,4,บุรีรัมย์.04,5,นายพรรษศรณ์ สาครเสถียร,เพื่อไทย,
บุรีรัมย์,4,บุรีรัมย์.04,6,นางสาวรุ่งฤดี จะโชนรัมย์,กล้าธรรม,
บุรีรัมย์,4,บุรีรัมย์.04,7,นายสมชาย สุเรรัมย์,เศรษฐกิจ,
บุรีรัมย์,5,บุรีรัมย์.05,1,นายใหม่ สุขะเดชะ,เพื่อไทย,
บุรีรัมย์,5,บุรีรัมย์.05,2,นางประนอม อุทัยแสน,รวมไทยสร้างชาติ,
บุรีรัมย์,5,บุรีรัมย์.05,3,นางพชรพรรณ ลิ้มโฆษิต,ประชาธิปัตย์,
บุรีรัมย์,5,บุรีรัมย์.05,4,นายธนากร สัมมาสาโก,ประชาชน,
บุรีรัมย์,5,บุรีรัมย์.05,5,นายสุรศักดิ์ เลี้ยงผ่องพันธุ์,ไทยสร้างไทย,
บุรีรัมย์,5,บุรีรัมย์.05,6,นายโสภณ ซารัมย์,ภูมิใจไทย,
บุรีรัมย์,5,บุรีรัมย์.05,7,นายณภัทร์ษธร กล้วยประโคน,ประชากรไทย,
บุรีรัมย์,5,บุรีรัมย์.05,8,นายสมคิด สินไธสง,กล้าธรรม,
บุรีรัมย์,5,บุรีรัมย์.05,9,นางสาวนก รักพินิจ,เศรษฐกิจ,
บุรีรัมย์,6,บุรีรัมย์.06,1,นายประยูร เพ็งจันทร์,เพื่อไทย,
บุรีรัมย์,6,บุรีรัมย์.06,2,นายนันทภพ ทองนุ่น,ประชาชน,
บุรีรัมย์,6,บุรีรัมย์.06,3,นายพงษ์นรินทร์ ลิ้มโฆษิต,ประชาธิปัตย์,
บุรีรัมย์,6,บุรีรัมย์.06,4,นายศักดิ์ ซารัมย์,ภูมิใจไทย,
บุรีรัมย์,6,บุรีรัมย์.06,5,ร้อยตำรวจโท สมพงษ์ พันธุ์ศรี,ปวงชนไทย,
บุรีรัมย์,6,บุรีรัมย์.06,6,นางสาวจุฑามาศ รักพินิจ,รวมไทยสร้างชาติ,
บุรีรัมย์,6,บุรีรัมย์.06,7,นายภูวดล ศรีหามาตย์,กล้าธรรม,
บุรีรัมย์,6,บุรีรัมย์.06,8,นายอภิชัย สิริสุข,ไทยสร้างไทย,
บุรีรัมย์,6,บุรีรัมย์.06,9,นายสนม อุ่นสำโรง,ประชากรไทย,
บุรีรัมย์,6,บุรีรัมย์.06,10,นายชัยชนะ กิ่งหว้ากลาง,เศรษฐกิจ,
บุรีรัมย์,7,บุรีรัมย์.07,1,นายณัฏฐชัย สวัสดี,ประชาชน,
บุรีรัมย์,7,บุรีรัมย์.07,2,นางสาวณโมรี ฉกรรจ์ศิลป์,ประชาธิปัตย์,
บุรีรัมย์,7,บุรีรัมย์.07,3,นายพรรณธนู วรรณกางซ้าย,เพื่อไทย,
บุรีรัมย์,7,บุรีรัมย์.07,4,นายคำก่าย กองพร,รวมไทยสร้างชาติ,
บุรีรัมย์,7,บุรีรัมย์.07,5,นายพรชัย ศรีสุริยันโยธิน,ภูมิใจไทย,
บุรีรัมย์,7,บุรีรัมย์.07,6,นายบุญเพ็ง สุรักษ์,ปวงชนไทย,
บุรีรัมย์,7,บุรีรัมย์.07,7,นายวุฒิชัย สุขพรรณดอน,กล้าธรรม,
บุรีรัมย์,7,บุรีรัมย์.07,8,นายธีรยุทธ อินทรกำแหง,เศรษฐกิจ,
บุรีรัมย์,7,บุรีรัมย์.07,9,นายสมพงษ์ แช่มรัมย์,ประชากรไทย,
บุรีรัมย์,8,บุรีรัมย์.08,1,นายเพชร สุพพัตกุล,ประชาชน,
บุรีรัมย์,8,บุรีรัมย์.08,2,นายธนาศักดิ์ เฉลิมสิทธิวงศา,รวมไทยสร้างชาติ,
บุรีรัมย์,8,บุรีรัมย์.08,3,ร้อยตำรวจเอก บุญเฮียง ชัยสิทธิ์,ปวงชนไทย,
บุรีรัมย์,8,บุรีรัมย์.08,4,นายพัสกร หัสดิน,เศรษฐกิจ,
บุรีรัมย์,8,บุรีรัมย์.08,5,นายไตรเทพ งามกมล,ภูมิใจไทย,
บุรีรัมย์,8,บุรีรัมย์.08,6,นายบุญทรง ลึกลาภ,ประชาธิปัตย์,
บุรีรัมย์,8,บุรีรัมย์.08,7,นายวินัย จีนโน,เพื่อไทย,
บุรีรัมย์,8,บุรีรัมย์.08,8,นายสุรศักดิ์ เพชรสว่าง,กล้าธรรม,
บุรีรัมย์,8,บุรีรัมย์.08,9,นางธนวันต์ ทองคำ,ประชากรไทย,
บุรีรัมย์,8,บุรีรัมย์.08,10,นายสุระ แก้วอนันต์,ประชาธิปไตยใหม่,
บุรีรัมย์,9,บุรีรัมย์.09,1,นายชุมนุม ยงสืบชาติ,เศรษฐกิจ,
บุรีรัมย์,9,บุรีรัมย์.09,2,นายธีรวัฒน์ ลมุดกูล,ประชาธิปัตย์,
บุรีรัมย์,9,บุรีรัมย์.09,3,นายเสกสรร สุริยา,ประชาชน,
บุรีรัมย์,9,บุรีรัมย์.09,4,นายพลวิวัฒน์ แก้วพลงาม,ปวงชนไทย,
บุรีรัมย์,9,บุรีรัมย์.09,5,นายรุ่งโรจน์ ทองศรี,ภูมิใจไทย,
บุรีรัมย์,9,บุรีรัมย์.09,6,นายต่อพงษ์ จีนใจน้ำ,เพื่อไทย,
บุรีรัมย์,9,บุรีรัมย์.09,7,นายสมชาย พรมวัง,ประชากรไทย,
บุรีรัมย์,9,บุรีรัมย์.09,8,นายพรศักดิ์ แดงทรัพย์,กล้าธรรม,
บุรีรัมย์,9,บุรีรัมย์.09,9,นายแสวง สีหามาตย์,รวมไทยสร้างชาติ,
บุรีรัมย์,10,บุรีรัมย์.10,1,นายจำรัส เวียงสงค์,เพื่อไทย,
บุรีรัมย์,10,บุรีรัมย์.10,2,นายจักรกฤษณ์ ทองศรี,ภูมิใจไทย,
บุรีรัมย์,10,บุรีรัมย์.10,3,นายภูมิสิทธิ์ มาประจง,ประชาธิปัตย์,
บุรีรัมย์,10,บุรีรัมย์.10,4,นางณัฏฐนันท์ ถาวรีย์สีแดด,ปวงชนไทย,
บุรีรัมย์,10,บุรีรัมย์.10,5,นายชูชัย พลวัน,รวมไทยสร้างชาติ,
บุรีรัมย์,10,บุรีรัมย์.10,6,พันเอก ปรมะ เรืองสูงเนิน,เศรษฐกิจ,
บุรีรัมย์,10,บุรีรัมย์.10,7,นายณัฐพงศ์ แสนโคตร,ประชาชน,
บุรีรัมย์,10,บุรีรัมย์.10,8,นายอิทธิศักดิ์ ปาทาน,กล้าธรรม,
บุรีรัมย์,10,บุรีรัมย์.10,9,นายวันทา สมร่าง,ประชากรไทย,
ปทุมธานี,1,ปทุมธานี.01,1,นายคิว อรุโณรส,ประชาธิปัตย์,
ปทุมธานี,1,ปทุมธานี.01,2,นายนพพร ขาวขำ,กล้าธรรม,
ปทุมธานี,1,ปทุมธานี.01,3,นายสุรพงษ์ อึ้งอัมพรวิไล,เพื่อไทย,
ปทุมธานี,1,ปทุมธานี.01,4,นายเจษฎา ดนตรีเสนาะ,ประชาชน,
ปทุมธานี,1,ปทุมธานี.01,5,นายวิชายุทธ์ พึ่งสายธนโชติ,เศรษฐกิจ,
ปทุมธานี,1,ปทุมธานี.01,6,นางสาวสาวิตรี กองรัตน์,รวมไทยสร้างชาติ,
ปทุมธานี,1,ปทุมธานี.01,7,นายสุรศักดิ์ สุรทัตโชค,ภูมิใจไทย,
ปทุมธานี,1,ปทุมธานี.01,8,นายเทพพิทักษ์ กุลมงคลชัยศรี,พลังประชารัฐ,
ปทุมธานี,2,ปทุมธานี.02,1,นายศุภชัย นพขำ,เพื่อไทย,
ปทุมธานี,2,ปทุมธานี.02,2,นายวรชิต จันทร์แบบ,ประชาชน,
ปทุมธานี,2,ปทุมธานี.02,3,นายสมัย รามัญอุดม,พลังประชารัฐ,
ปทุมธานี,2,ปทุมธานี.02,4,นายวิชัย แก้วทอง,รวมไทยสร้างชาติ,
ปทุมธานี,2,ปทุมธานี.02,5,นายปราโมทย์ อัศวมานะศักดิ์,ประชาธิปัตย์,
ปทุมธานี,2,ปทุมธานี.02,6,นางสาวปิยาภรณ์ ไตลังคะ,รักชาติ,
ปทุมธานี,2,ปทุมธานี.02,7,นางสาวชิดชนก พวงเพ็ชร์,ภูมิใจไทย,
ปทุมธานี,2,ปทุมธานี.02,8,นายนิวัฒน์ บุปผามาโล,เศรษฐกิจ,
ปทุมธานี,2,ปทุมธานี.02,9,นายชัยอนันต์ สิริเบญสานนท์,กล้าธรรม,
ปทุมธานี,3,ปทุมธานี.03,1,นายณฤทธิ์ นาควงษม์,ประชาธิปัตย์,
ปทุมธานี,3,ปทุมธานี.03,2,นายอธิวัฒน์ ภูริศรี,ไทยก้าวใหม่,
ปทุมธานี,3,ปทุมธานี.03,3,นายคุณานนท์ ชูประเสริฐ,ภูมิใจไทย,
ปทุมธานี,3,ปทุมธานี.03,4,นางสาวคุณามัย เมธาอดิศัย,ประชาธิปไตยใหม่,ไม่รับสมัคร
ปทุมธานี,3,ปทุมธานี.03,5,นายชัยพร จันทนา,รวมไทยสร้างชาติ,
ปทุมธานี,3,ปทุมธานี.03,6,นายอนุสรณ์ อัตพุฒ,พลังประชารัฐ,
ปทุมธานี,3,ปทุมธานี.03,7,นายเอกศักดิ์ หอมชื่น,ประชาชน,
ปทุมธานี,3,ปทุมธานี.03,8,นายภัทรพล ฐิติภวัตสกุล,เพื่อไทย,
ปทุมธานี,3,ปทุมธานี.03,9,นายศักดิ์ปรินทร์ เกษมธนพัฒน์,เศรษฐกิจ,
ปทุมธานี,4,ปทุมธานี.04,1,นายสกล สุนทรวาณิชย์กิจ,ประชาชน,
ปทุมธานี,4,ปทุมธานี.04,2,นางสาวหงสรัชต์ ภูริสิทธิสีห์,ประชาธิปัตย์,
ปทุมธานี,4,ปทุมธานี.04,3,นายจำเริญ ปิ่นภู่,รวมไทยสร้างชาติ,
ปทุมธานี,4,ปทุมธานี.04,4,นายสุทิน นพขำ,เพื่อไทย,
ปทุมธานี,4,ปทุมธานี.04,5,นายสุกฤษฏิ์ ดุลยกนิษฐ,รักชาติ,
ปทุมธานี,4,ปทุมธานี.04,6,นายจำลอง เงินยวง,ภูมิใจไทย,
ปทุมธานี,4,ปทุมธานี.04,7,นายชยุต สินพูนภักดิ์,กล้าธรรม,
ปทุมธานี,4,ปทุมธานี.04,8,นายสดใส โรจนวิชัย,เศรษฐกิจ,
ปทุมธานี,4,ปทุมธานี.04,9,นางประเสริฐศรี ฮ้อแสงชัย,พลังประชารัฐ,
ปทุมธานี,5,ปทุมธานี.05,1,นายอดิศร แจ้งจันทร์,ไทยก้าวใหม่,
ปทุมธานี,5,ปทุมธานี.05,2,นายภานุวัฒน์ ณ ระนอง,เพื่อไทย,
ปทุมธานี,5,ปทุมธานี.05,3,นายเชตวัน เตือประโคน,ประชาชน,
ปทุมธานี,5,ปทุมธานี.05,4,นายเทพนิมิตร จิตรนคร,รักชาติ,
ปทุมธานี,5,ปทุมธานี.05,5,นายพันธุ์เทพ พัฒนณรงค์กรณ์,ประชาธิปัตย์,
ปทุมธานี,5,ปทุมธานี.05,6,นายชาญชัย ฉายบุ,เศรษฐกิจ,
ปทุมธานี,5,ปทุมธานี.05,7,นายสุรเดช กองรัตน์,รวมไทยสร้างชาติ,
ปทุมธานี,5,ปทุมธานี.05,8,นางสาวอัยรินทร์ พันธุ์ฤทธิ์,กล้าธรรม,
ปทุมธานี,5,ปทุมธานี.05,9,นายศุภลักษณ์ สายยงค์,ประชาธิปไตยใหม่,
ปทุมธานี,5,ปทุมธานี.05,10,นายชัยยันต์ ผลสุวรรณ์,ภูมิใจไทย,
ปทุมธานี,5,ปทุมธานี.05,11,นายผดุง หน่องพงษ์,พลังประชารัฐ,
ปทุมธานี,5,ปทุมธานี.05,12,นายปราโมทย์ เทียนทอง,รวมพลังประชาชน,ไม่รับสมัคร
ปทุมธานี,6,ปทุมธานี.06,1,นายบุญเลิศ สงบจิตร์,รวมไทยสร้างชาติ,
ปทุมธานี,6,ปทุมธานี.06,2,นายภรภัทร มานิตเมธากิจ,พลังประชารัฐ,
ปทุมธานี,6,ปทุมธานี.06,3,นายอธิวัฒน์ สอนเนย,เพื่อไทย,
ปทุมธานี,6,ปทุมธานี.06,4,นางสาวพัชร์ชิสา พชิระธารีรัตน์,กล้าธรรม,
ปทุมธานี,6,ปทุมธานี.06,5,นางสาววิภาวดี ชนะชัย,ไทยก้าวใหม่,
ปทุมธานี,6,ปทุมธานี.06,6,ว่าที่ร้อยตรี เกียรติศักดิ์ คงเขียว,ประชาธิปัตย์,
ปทุมธานี,6,ปทุมธานี.06,7,นายวรากร เครือทองศรี,ภูมิใจไทย,
ปทุมธานี,6,ปทุมธานี.06,8,นายธนภัทร ตระกูลภูชัย,ประชาชน,
ปทุมธานี,6,ปทุมธานี.06,9,นายสรวีย์ ศุภปณิตา,เศรษฐกิจ,
ปทุมธานี,6,ปทุมธานี.06,10,นายพลวัฒน์ จันทะเอ,เสรีรวมไทย,
ปทุมธานี,7,ปทุมธานี.07,1,นางสาวศวิตา แสนสวาท,รักชาติ,
ปทุมธานี,7,ปทุมธานี.07,2,นางสิริกัญญา เสาะแสวง,พลังประชารัฐ,
ปทุมธานี,7,ปทุมธานี.07,3,นางสาวปัญจรัศม์ ภคภณธนวัจน์,รวมไทยสร้างชาติ,
ปทุมธานี,7,ปทุมธานี.07,4,นายพิษณุ พลธี,ภูมิใจไทย,
ปทุมธานี,7,ปทุมธานี.07,5,นางสาวดวงดารา นภาคเวช,ประชาธิปัตย์,
ปทุมธานี,7,ปทุมธานี.07,6,นายบุญเริ่ม อรชุน,เพื่อไทย,
ปทุมธานี,7,ปทุมธานี.07,7,นางสาวธันยนันท์ ไพบูลย์สุข,ประชาชน,
ปทุมธานี,7,ปทุมธานี.07,8,ว่าที่ร้อยเอก ปัญญา ชัยรัตนพานิช,เศรษฐกิจ,
ปทุมธานี,7,ปทุมธานี.07,9,นายเอกธนัช เจริญรูป,ไทยก้าวใหม่,
ปทุมธานี,8,ปทุมธานี.08,1,นายปรีชา ชื่นชนกพิบูล,พลังประชารัฐ,
ปทุมธานี,8,ปทุมธานี.08,2,นายปิยพล อัครกิติพัฒน์,รวมไทยสร้างชาติ,
ปทุมธานี,8,ปทุมธานี.08,3,นางสาวพรพิมล ธรรมสาร,ภูมิใจไทย,
ปทุมธานี,8,ปทุมธานี.08,4,นายยงยุทธ มั่นบุปผชาติ,เพื่อไทย,
ปทุมธานี,8,ปทุมธานี.08,5,นางสาวนารีรัตน์ แสนสวาท,รักชาติ,
ปทุมธานี,8,ปทุมธานี.08,6,นายประสิทธิ์ ปัทมผดุงศักดิ์,ประชาชน,
ปทุมธานี,8,ปทุมธานี.08,7,นางสาวณัฏฐ์พิชา ปธาชญ์เทียนทอง,ประชาธิปไตยใหม่,
ปทุมธานี,8,ปทุมธานี.08,8,นายพนพ เกษามา,ประชาธิปัตย์,
ประจวบคีรีขันธ์,1,ประจวบคีรีขันธ์.01,1,นายไชยวัฒน์ วงศ์วรรณ,ประชาธิปัตย์,
ประจวบคีรีขันธ์,1,ประจวบคีรีขันธ์.01,2,นายสรานนท์ ใยบำรุง,ไทยก้าวใหม่,
ประจวบคีรีขันธ์,1,ประจวบคีรีขันธ์.01,3,นายสังคม แดงโชติ,ภูมิใจไทย,
ประจวบคีรีขันธ์,1,ประจวบคีรีขันธ์.01,4,นายธิตินัย ตั้งบูรพาจิตร์,กล้าธรรม,
ประจวบคีรีขันธ์,1,ประจวบคีรีขันธ์.01,5,นายมรกต โอ่เอี่ยม,ประชาชน,
ประจวบคีรีขันธ์,1,ประจวบคีรีขันธ์.01,6,นายอุดร โพธิ์พ่วง,เพื่อไทย,
ประจวบคีรีขันธ์,2,ประจวบคีรีขันธ์.02,1,นายจักพันธ์ ปิยพรไพบูลย์,กล้าธรรม,
ประจวบคีรีขันธ์,2,ประจวบคีรีขันธ์.02,2,นายศิรพันธ์ กมลปราโมทย์,โอกาสใหม่,
ประจวบคีรีขันธ์,2,ประจวบคีรีขันธ์.02,3,นายอำนวย สุดกระแสร์,ภูมิใจไทย,
ประจวบคีรีขันธ์,2,ประจวบคีรีขันธ์.02,4,นายกฤษณะ พุกดำ,เพื่อไทย,
ประจวบคีรีขันธ์,2,ประจวบคีรีขันธ์.02,5,นางสาวมิ่งขวัญ น่วมทอง,ไทยก้าวใหม่,
ประจวบคีรีขันธ์,2,ประจวบคีรีขันธ์.02,6,นายจรูญ เจริญศักดิ์,มิติใหม่,
ประจวบคีรีขันธ์,2,ประจวบคีรีขันธ์.02,7,นางสาวนักษา กาญจนคีรีรัตน์,ประชาชน,
ประจวบคีรีขันธ์,2,ประจวบคีรีขันธ์.02,8,นายสายันต์ รักเมือง,ไทยสร้างไทย,
ประจวบคีรีขันธ์,2,ประจวบคีรีขันธ์.02,9,นายเอกธิปป์ ตนประเสริฐ,ประชาธิปัตย์,
ประจวบคีรีขันธ์,3,ประจวบคีรีขันธ์.03,1,นายปณิธาน ประจวบเหมาะ,ไทยสร้างไทย,
ประจวบคีรีขันธ์,3,ประจวบคีรีขันธ์.03,2,นายประมวล พงศ์ถาวราเดช,กล้าธรรม,
ประจวบคีรีขันธ์,3,ประจวบคีรีขันธ์.03,3,นายศุภวิท กำเนิดแสง,เพื่อไทย,
ประจวบคีรีขันธ์,3,ประจวบคีรีขันธ์.03,4,พันตำรวจเอก เอกราช หุ่นงาม,ไทยก้าวใหม่,
ประจวบคีรีขันธ์,3,ประจวบคีรีขันธ์.03,5,นายนิติ ปลั่งศรีสกุล,ประชาธิปัตย์,
ประจวบคีรีขันธ์,3,ประจวบคีรีขันธ์.03,6,นางสาววรรณอนงค์ หาญพงษ์ธรรม,ประชาชน,
ประจวบคีรีขันธ์,3,ประจวบคีรีขันธ์.03,7,นายพงษ์พันธ์ เผ่าประทาน,ภูมิใจไทย,
ปราจีนบุรี,1,ปราจีนบุรี.01,1,นายอำนาจ วิลาวัลย์,ภูมิใจไทย,
ปราจีนบุรี,1,ปราจีนบุรี.01,2,นายชนกานต์ ศรีเอียด,ประชาชน,
ปราจีนบุรี,1,ปราจีนบุรี.01,3,พันตำรวจเอก สมศักดิ์ นารอด,โอกาสใหม่,
ปราจีนบุรี,1,ปราจีนบุรี.01,4,นายจิตร์จา สังข์สี,เพื่อไทย,
ปราจีนบุรี,1,ปราจีนบุรี.01,5,นายไพทูรย์ นาคหิรัญ,กล้าธรรม,
ปราจีนบุรี,1,ปราจีนบุรี.01,6,นางพรจรัส สงวนศิลป,ประชาธิปัตย์,
ปราจีนบุรี,1,ปราจีนบุรี.01,7,นางสาวนิภาพร บุญช่วยนางเดี่ยว,ไทยภักดี,
ปราจีนบุรี,2,ปราจีนบุรี.02,1,นางสาวพรทิพย์พา ฤทธิ์ประเสริฐ,ประชาธิปัตย์,
ปราจีนบุรี,2,ปราจีนบุรี.02,2,นางสาวศิริรัตน์ ศิริรักษ์,ประชาชน,
ปราจีนบุรี,2,ปราจีนบุรี.02,3,นายชยุต ภุมมะกาญจนะ,ภูมิใจไทย,
ปราจีนบุรี,2,ปราจีนบุรี.02,4,นายกันพิเชฐษ์ มลิเกตุ,ไทยภักดี,
ปราจีนบุรี,2,ปราจีนบุรี.02,5,นายสมเกียรติ คำดำ,เพื่อไทย,
ปราจีนบุรี,2,ปราจีนบุรี.02,6,นายสุรศักดิ์ หร่ำเดช,เสรีรวมไทย,
ปราจีนบุรี,3,ปราจีนบุรี.03,1,นายคงกฤช หงษ์วิไล,เพื่อไทย,
ปราจีนบุรี,3,ปราจีนบุรี.03,2,นายสฤษดิ์ บุตรเนียร,ภูมิใจไทย,
ปราจีนบุรี,3,ปราจีนบุรี.03,3,นายสุนทร คมคาย,ประชาชน,
ปราจีนบุรี,3,ปราจีนบุรี.03,4,พันจ่าอากาศเอก เอนก พรมที,ประชาธิปัตย์,
ปราจีนบุรี,3,ปราจีนบุรี.03,5,นางสาวธนัญภัทร์ ชัญเจริญทรัพย์,ไทยภักดี,
ปัตตานี,1,ปัตตานี.01,1,นายไวชิต อุดมวนิช,ประชาชน,
ปัตตานี,1,ปัตตานี.01,2,นายชารีฟุดดีน สารีมิง,ประชาธิปัตย์,
ปัตตานี,1,ปัตตานี.01,3,นางสาวเพชรดาว โต๊ะมีนา,กล้าธรรม,
ปัตตานี,1,ปัตตานี.01,4,นายมานต์ เบ็ญนา,รวมไทยสร้างชาติ,
ปัตตานี,1,ปัตตานี.01,5,นายบาฮารุดดีน ยูโซะ,ภูมิใจไทย,
ปัตตานี,1,ปัตตานี.01,6,ผศ. วรวิทย์ บารู,ประชาชาติ,
ปัตตานี,1,ปัตตานี.01,7,นายสมบูรณ์ สีแก้ว,เพื่อไทย,
ปัตตานี,2,ปัตตานี.02,1,นายอรุณ เบ็ญจลักษณ์,ประชาชาติ,
ปัตตานี,2,ปัตตานี.02,2,นายคอซีย์ มามุ,ภูมิใจไทย,
ปัตตานี,2,ปัตตานี.02,3,นายอับดุลบาซิม อาบู,กล้าธรรม,
ปัตตานี,2,ปัตตานี.02,4,นายอับดุลเราะมัน สายาดะ,ประชาชน,
ปัตตานี,2,ปัตตานี.02,5,นายเจะนิ สะนิ,ประชาธิปัตย์,
ปัตตานี,2,ปัตตานี.02,6,นายอับดุลการิม ยูโซะ,เพื่อไทย,
ปัตตานี,3,ปัตตานี.03,1,นายมูฮำหมัดอามิน กอเดร์,เพื่อไทย,
ปัตตานี,3,ปัตตานี.03,2,นายซาตา อาแวกือจิ,ประชาธิปัตย์,
ปัตตานี,3,ปัตตานี.03,3,นายพิมาน แม้นมินทร์,ประชาชน,
ปัตตานี,3,ปัตตานี.03,4,นายบูรฮันธ์ สะเม๊าะ,ภูมิใจไทย,
ปัตตานี,3,ปัตตานี.03,5,นายมะรูดิง ยาโงะ,กล้าธรรม,
ปัตตานี,3,ปัตตานี.03,6,นายสมมุติ เบ็ญจลักษณ์,ประชาชาติ,
