province,cons_no,cons_code,ballot_no,candidate_name,party,resign
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,4,นายกิตติพล รวยฟูพันธ์,เพื่อไทย,
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,5,นายอมรศักดิ์ สินเหลือ,ไทยสร้างไทย,
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,6,นายธรรมนูญ เหียบขุนทด,พลังประชารัฐ,
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,7,นางสาวแอนศิริ วลัยกนก,ประชาชน,
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,8,นายณัฐดนัย หลำแสงกุล,กล้าธรรม,
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,9,นางสาวญาตาวี เซ็นเชาวนิช,พลวัต,
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,10,นายบุญรุ่ง เต๋งจงดี,โอกาสใหม่,
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,11,นายวิชิต วราศิริกุล,อนาคตไทย,
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,12,นางสาวปราณี ธรรมนิยม,รวมไทยสร้างชาติ,
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,13,นางสาวเนตรสกาว ชาหอม,ไทยก้าวใหม่,
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,14,นายเดชพนต์ ชลธาร,วิชชั่นใหม่,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,1,นายพงษ์สรณัฐ ทองลี,ประชาชน,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,2,นางสดใส โอมหานนท์,ปวงชนไทย,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,3,นางสาวนิศาชล ชาหอม,พลวัต,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,4,นายธวัชชัย ทองสิมา,ไทยสร้างไทย,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,5,นายชัยณรงค์ ธีรการุณวงศ์,รวมไทยสร้างชาติ,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,6,นายสาโรจน์ ซึ้งไพศาลกุล,ประชาธิปัตย์,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,7,นายศรัณยสัณฑ์ วีรกุลสุนทร,เพื่อไทย,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,8,นายวิเชียร กันทาทรัพย์,ไทยก้าวใหม่,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,9,นายเสฐียรพงษ์ สำแดงสุข,กล้าธรรม,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,10,นายโชติพิพัฒน์ เตชะโสภณมณี,ภูมิใจไทย,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,11,พลตรี สุชิน บุญญานันต์,เศรษฐกิจ,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,12,นางภัควรินทร์ อติธัญญารัศมิ์,ประชาธิปไตยใหม่,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,13,นางธัญยรัตน์ วโรอัครวัฒน์,ไทยพิทักษ์ธรรม,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,14,นายณัฐกร มั่นจิตต์,โอกาสใหม่,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,1,นายสากล ม่วงศิริ,เพื่อไทย,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,2,นางสาวมลฑาทิพย์ ทิพยธนาพัฒน์,ประชาธิปัตย์,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,3,นายอัศวิน คูร์พิพัฒน์,โอกาสใหม่,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,4,นายมณูเทพย์ ทองปน,กล้าธรรม,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,5,นายศิลปชัย บุญราย,ภูมิใจไทย,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,6,นายกิตติคุณ เตชะพกาพงษ์,ปวงชนไทย,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,7,นายนฤพล เลิศปัญญาโรจน์,ประชาชน,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,8,นายเบสท์ วงศ์ไพโรจน์กุล,ไทยสร้างไทย,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,9,นายทรงยศ บุญบำรุงชัย,รวมไทยสร้างชาติ,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,10,นายสามารถ คุ้มทรงธรรม,ไทยก้าวใหม่,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,11,นายกัณน์พัฒศ์ ศักดิ์ธนบดี,เศรษฐกิจ,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,12,นางสาวสิริพรโชค พฤทธเมธวิสุทธิ์,เพื่อบ้านเมือง,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,1,นางสาวมัญดา อัฐจินดา,ภูมิใจไทย,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,2,นายสุวัฒน์ ม่วงศิริ,เพื่อไทย,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,3,นางสาวชลณัฏฐ์ โกยกุล,ประชาชน,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,4,นางสาวธัญญ์ภรณ์ สุจารีรัตน์,เศรษฐกิจ,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,5,นายจักรทิพย์ วงษ์งามสวย,รวมไทยสร้างชาติ,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,6,นางสาวนัจภัค กรเกษม,กล้าธรรม,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,7,นางสาวทิพย์รัมภา วิธูชุลีโชติ,ไทยก้าวใหม่,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,8,นางสาวณฤษร พฤฒิวโรดม,ไทยสร้างไทย,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,9,นายปิ่น แจ้งชะไว,รักชาติ,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,10,นายพร้อมพล ธรรมจินดา,ประชาธิปัตย์,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,11,นายรวินท์ ชอบใช้,โอกาสใหม่,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,12,นายไพฑูรย์ ลิขิตบรรจง,ปวงชนไทย,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,13,นายพรเทพ ประเสริฐสุรกุล,เพื่อบ้านเมือง,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,1,นางสาวอรพรรณ วัจนะเสถียรกุล,กล้าธรรม,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,2,นายยุทธนา โตอาจ,โอกาสใหม่,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,3,นางสาวทิสรัตน์ เลาหพล,ประชาชน,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,4,นายกฤชนนท์ อัยยปัญญา,เพื่อไทย,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,5,นางสาวธัณยาการย์ เตชะพัฒน์สิริ,ภูมิใจไทย,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,6,นายธรรมราช อาษาสุวรรณ,เศรษฐกิจ,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,7,นายพีร์ โรจนดารา,ไทยสร้างไทย,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,8,นางสาวศิริขวัญ นิลกรรณ์,ประชาธิปัตย์,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,9,นายณรงค์ชัย ธารณา,รวมไทยสร้างชาติ,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,10,นายธนิสสร กาสาวพานิชย์,รักชาติ,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,11,นายธนาวุฒิ รัศมีฉาย,พลวัต,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,12,นางสาวอรญา อุษณะอำไพพงษ์,ประชาธิปไตยใหม่,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,13,นายกิตติศักดิ์โยธิน ธรรมวัตร,วิชชั่นใหม่,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,14,นายฐานวัฒน์ สถิตโอฬารโรจน์,ไทยก้าวใหม่,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,15,นายธนพล ศรีสุด,ปวงชนไทย,
กรุงเทพมหานคร,29,กรุงเทพมหานคร.29,16,นายพัฒนภาส ลิ่วมโนคุณ,พลังประชารัฐ,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,1,นายเอกรัฐ อิทธิไกวัล,กล้าธรรม,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,2,นายอำพล ขำวิลัย,ภูมิใจไทย,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,3,นายกิตติพัทธ์ เตชะพกาพงษ์,ปวงชนไทย,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,4,นายกวิน ชาตะวนิช,รวมไทยสร้างชาติ,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,5,นางสาวพิชชาภา ทองดียิ่ง,ไทยสร้างไทย,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,6,นางสาวศรัณย์รัชต์ อัศววงศ์ธาดา,เป็นธรรม,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,7,นางสาวภูชิตา แก้วมโนรมย์,พลวัต,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,8,นายไพบูลย์ เกิดโสภา,โอกาสใหม่,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,9,นายปภพพล เติมธีรกิจ,ไทยก้าวใหม่,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,10,นางสาวอรชพร คงวุฒิปัญญา,เพื่อไทย,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,11,นายธนูชยานันท์ ปั้นบริสุทธิ์,เสรีรวมไทย,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,12,นายคณพล พงศ์พิทยา,ประชาธิปัตย์,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,13,นางสาวชมกมล วงศ์ชุติโรจน์,รักชาติ,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,14,นายรัชชานนท์ พูนรัตน์,พลังประชารัฐ,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,15,นายธัญธร ธนินวัฒนาธร,ประชาชน,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,16,ว่าที่ร้อยตรี ทรงธรรม ทรงศิริเดชบดี,ประชาธิปไตยใหม่,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,17,นายอภิชาติ สุริโย,ไทยภักดี,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,18,นายวรพงษ์ วณิชอุชโชติ,เศรษฐกิจ,
กรุงเทพมหานคร,30,กรุงเทพมหานคร.30,19,นายวงศ์ปกรณ์ เกษมพงศ์จรัส,เพื่อบ้านเมือง,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,1,นายอำนาจ ภิญโญรัตนโยธี,ทางเลือกใหม่,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,2,นายธนพล ชื่นพาณิชยกุล,ภูมิใจไทย,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,3,นางสาวฐาปนี โปร่งรัศมี,ไทยก้าวใหม่,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,4,พลตำรวจโท อัตชัย ดวงอัมพร,ไทยชนะ,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,5,นายวันปิติ สิงหโกวินท์,พลวัต,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,6,นายประเวช แสวงสุข,เพื่อไทย,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,7,นายสุพิศาล ภักดีนฤนาถ,ไทยธรรม,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,8,นายสรวิศ วัฒนะโชติ,รวมไทยสร้างชาติ,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,9,พันโท สาธิต หงษ์ทอง,เศรษฐกิจ,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,10,พันตำรวจโทหญิง รักตาภา วงษ์ยอด,กล้าธรรม,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,11,พลตรี เกียรติคุณ ขำศิริ,ไทยสร้างไทย,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,12,นายอนุสรณ์ ธรรมใจ,ประชาชน,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,13,พันตำรวจเอก ทศพล โชติคุตร์,ประชาธิปัตย์,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,14,นายชูชาติ ยิ้มงาม,โอกาสใหม่,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,15,นายศิรเมศร์ สุขกุลวรเศรษฐ์,รักชาติ,
กรุงเทพมหานคร,31,กรุงเทพมหานคร.31,16,นายเจษฎา แย้มสวย,วิชชั่นใหม่,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,1,นางสาวศุภิกา พัฒน์ธนันภู,ภูมิใจไทย,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,2,นางสาวเสาวณีย์ คงวุฒิปัญญา,เพื่อไทย,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,3,นายวงศธร โชคภัทรชัยกิจ,เศรษฐกิจ,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,4,นายธิติพัทธ์ นรวิทย์โชติกุล,เสรีรวมไทย,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,5,นางสาวขวัญญดาภรณ์ เชี่ยววิทย์,โอกาสใหม่,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,6,นางสาววาสนา ชาหอม,พลวัต,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,7,นายแทนรัก ศาตะมาน,ไทยสร้างไทย,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,8,นางสาวไปรพร แสงจันทร์,ไทยก้าวใหม่,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,9,นางสาวกัญญาวีร์ จารุสัมพันธ์กนก,รวมไทยสร้างชาติ,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,10,นายวิละ อุดม,ทางเลือกใหม่,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,11,นายปารเมศ เอี่ยมศิลา,กล้าธรรม,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,12,นายอนุรักษ์ ปวงคำ,รักชาติ,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,13,นางสาวนิธิสนี กลิ่นพันธหิรัญ,พลังประชารัฐ,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,14,นายวิสวัส ทองธีรภาพ,ประชาธิปัตย์,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,15,นางสาวปวิตรา จิตตกิจ,ประชาชน,
กรุงเทพมหานคร,32,กรุงเทพมหานคร.32,16,นายภูรินันท์ พุทธมา,เพื่อบ้านเมือง,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,1,นายสุไพรพล เพ็ญแข,เพื่อไทย,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,2,นางสาวบุณณดา สุปิยพันธุ์,ไทยก้าวใหม่,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,3,นายอมรเทพ หวังแก้ว,ไทยสร้างไทย,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,4,นายสุริยะ เรืองพุ่ม,พลวัต,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,5,นายณพมิตร อภิษฎารัตน์,โอกาสใหม่,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,6,นายมานัส อรุณวิราม,เศรษฐกิจ,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,7,นายธราธรณ์ อรสุขศรี,วิชชั่นใหม่,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,8,นายเจตน์สฤษฎิ์ เลิศธนสาร,ประชาธิปัตย์,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,9,นายกฤษณ์ สุริยผล,กล้าธรรม,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,10,นายอรรทิตย์ฌาณ คูหาเรืองรอง,ภูมิใจไทย,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,11,นายเท่าพิภพ ลิ้มจิตรกร,ประชาชน,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,12,นายอนันตเดช ธนวิภารัตน์,เสรีรวมไทย,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,13,นายธนกร คงอุดม,รวมไทยสร้างชาติ,
กรุงเทพมหานคร,33,กรุงเทพมหานคร.33,14,นายอภิชาติ ศุภพันธ์,เพื่อบ้านเมือง,
กาญจนบุรี,1,กาญจนบุรี.01,1,พันตำรวจโท กิตติพิชญ์ จันทร์สมบูรณ์,ภูมิใจไทย,
กาญจนบุรี,1,กาญจนบุรี.01,2,นายบุญฤทธิ์ ธรรมศร,กล้าธรรม,
กาญจนบุรี,1,กาญจนบุรี.01,3,นายธนกร ทองใบ,เสรีรวมไทย,
กาญจนบุรี,1,กาญจนบุรี.01,4,นายอนุกูล แพรไพศาล,ประชาธิปัตย์,
กาญจนบุรี,1,กาญจนบุรี.01,5,นายอัครนันท์ กัณณ์กิตตินันท์,เพื่อไทย,
กาญจนบุรี,1,กาญจนบุรี.01,6,นายภูวนาถ รัศมีฤกษ์เศรษฐ์,ประชาชน,
กาญจนบุรี,1,กาญจนบุรี.01,7,นายแดนสรวง กลิ่นสุคนธ์,เศรษฐกิจ,
กาญจนบุรี,1,กาญจนบุรี.01,8,นายกำธร สร้อยพรรณา,รวมไทยสร้างชาติ,
กาญจนบุรี,1,กาญจนบุรี.01,9,สิบเอก ธวัช จูอินทร์,ปวงชนไทย,
กาญจนบุรี,1,กาญจนบุรี.01,10,นายธัชกฤช หอละเอียด,พลังเพื่อไทย,
กาญจนบุรี,2,กาญจนบุรี.02,1,นายสถาพร วัยวัฒนะ,เศรษฐกิจ,
กาญจนบุรี,2,กาญจนบุรี.02,2,นายชูเกียรติ จีนาภักดิ์,ภูมิใจไทย,
กาญจนบุรี,2,กาญจนบุรี.02,3,นายชาติชาย ศักดิ์อิสระพงศ์,รวมไทยสร้างชาติ,
กาญจนบุรี,2,กาญจนบุรี.02,4,นายชูศักดิ์ แม้นทิม,เพื่อไทย,
กาญจนบุรี,2,กาญจนบุรี.02,5,นายฉัตรพันธ์ เดชกิจสุนทร,กล้าธรรม,
กาญจนบุรี,2,กาญจนบุรี.02,6,นายกนิษฐ์ วิเศษสิงห์,ประชาชน,
กาญจนบุรี,2,กาญจนบุรี.02,7,นายสุกวี แสงเป่า,ประชาธิปัตย์,
กาญจนบุรี,2,กาญจนบุรี.02,8,นายจิตรกร ว่องประเสริฐ,พลังประชารัฐ,
กาญจนบุรี,2,กาญจนบุรี.02,9,นายชาติชาย เทือกเทียน,ปวงชนไทย,
กาญจนบุรี,3,กาญจนบุรี.03,1,นายชาติชาย บัวซ้อน,ประชาธิปัตย์,
กาญจนบุรี,3,กาญจนบุรี.03,2,นายชุมพล แสงวรรณ,ประชาชน,
กาญจนบุรี,3,กาญจนบุรี.03,3,นางสุมณฑา แก่นอาสา,พลวัต,
กาญจนบุรี,3,กาญจนบุรี.03,4,นางสาวพลอย ธนิกุล,เพื่อไทย,
กาญจนบุรี,3,กาญจนบุรี.03,5,นายยศวัฒน์ มาไพศาลสิน,ภูมิใจไทย,
กาญจนบุรี,3,กาญจนบุรี.03,6,นางสาววราพร เตชาวัฒนวิศาล,เศรษฐกิจ,
กาญจนบุรี,4,กาญจนบุรี.04,1,นางสาววิสุดา วิเชียรศิลป์,ภูมิใจไทย,
กาญจนบุรี,4,กาญจนบุรี.04,2,พลเอก ชินวัฒน์ แม้นเดช,เพื่อไทย,
กาญจนบุรี,4,กาญจนบุรี.04,3,ว่าที่ร้อยตรีหญิง มานิตา ทิมหอม,พลวัต,
กาญจนบุรี,4,กาญจนบุรี.04,4,นายเดชสกล จึงประวัติ,ประชาชน,
กาญจนบุรี,4,กาญจนบุรี.04,5,ว่าที่พันตรี พงษ์เพชร ปรีดิวิสุทธิ์,ประชาธิปัตย์,
กาญจนบุรี,4,กาญจนบุรี.04,6,นายนิล เชื้อทอง,ปวงชนไทย,
กาญจนบุรี,4,กาญจนบุรี.04,7,นายอำพล อินประเสริฐ,เพื่อบ้านเมือง,
กาญจนบุรี,5,กาญจนบุรี.05,1,นางสาวเพชรมณี โตเอี่ยม,ประชาชน,
กาญจนบุรี,5,กาญจนบุรี.05,2,นายพนม โพธิ์แก้ว,เพื่อไทย,
กาญจนบุรี,5,กาญจนบุรี.05,3,นายศักดิ์ดา วิเชียรศิลป์,ภูมิใจไทย,
กาญจนบุรี,5,กาญจนบุรี.05,4,นายกิตติพงศ์ ศรีกิตติกาญจน์,เศรษฐกิจ,
กาญจนบุรี,5,กาญจนบุรี.05,5,นายไสว บัวบาน,ประชาธิปัตย์,
กาญจนบุรี,5,กาญจนบุรี.05,6,นายอุตดม สง่างาม,ไทยทรัพย์ทวี,
กาญจนบุรี,5,กาญจนบุรี.05,7,นายวันชัย สินประเสริฐ,พลังประชารัฐ,
กาฬสินธุ์,1,กาฬสินธุ์.01,1,นายพีระพันธุ์ ดวงประทุม,ประชาชน,
กาฬสินธุ์,1,กาฬสินธุ์.01,2,นายจักรินทร์ พิมรินทร์,รวมไทยสร้างชาติ,
กาฬสินธุ์,1,กาฬสินธุ์.01,3,นางสาวปฐมาภรณ์ มงคลสินธุ์,ประชาธิปัตย์,
กาฬสินธุ์,1,กาฬสินธุ์.01,4,นายประดิษฐ์ ฉัตรจรัสกูล,กล้าธรรม,
กาฬสินธุ์,1,กาฬสินธุ์.01,5,นายเทิดแผ่นดินทอง ธารชัย,ภูมิใจไทย,
กาฬสินธุ์,1,กาฬสินธุ์.01,6,นายวิรัช พิมพะนิตย์,เพื่อไทย,
กาฬสินธุ์,1,กาฬสินธุ์.01,7,นายปภัทร เฮงไพบูลย์,พลังประชารัฐ,
กาฬสินธุ์,1,กาฬสินธุ์.01,8,นายชัย คูสกุลรัตน์,เศรษฐกิจ,
กาฬสินธุ์,1,กาฬสินธุ์.01,9,นายยาโกรคาน ปาทาน,ทางเลือกใหม่,
กาฬสินธุ์,1,กาฬสินธุ์.01,10,นายไสว เกื้ออนันต์,ประชากรไทย,
กาฬสินธุ์,1,กาฬสินธุ์.01,11,นางสาวสาวิตรี ไชยสัตย์,เพื่อบ้านเมือง,
กาฬสินธุ์,2,กาฬสินธุ์.02,1,นายอรรถวัฒน์ มณีพันธุ์,ประชาธิปัตย์,
กาฬสินธุ์,2,กาฬสินธุ์.02,2,นางสาวยศรินทร์ ทองเดือน,เศรษฐกิจ,
กาฬสินธุ์,2,กาฬสินธุ์.02,3,นายเกียรติศักดิ์ ตั้งรุ่งเรืองอยู่,ประชาชน,
กาฬสินธุ์,2,กาฬสินธุ์.02,4,นายอนิศ โอสถานุเคราะห์,ภูมิใจไทย,
กาฬสินธุ์,2,กาฬสินธุ์.02,5,นายพลากร พิมพะนิตย์,เพื่อไทย,
กาฬสินธุ์,2,กาฬสินธุ์.02,6,พันตำรวจเอก เรืองยศ ภูพานเพชร,กล้าธรรม,
กาฬสินธุ์,2,กาฬสินธุ์.02,7,นายจีรศักดิ์ ภูโคกหิน,รวมไทยสร้างชาติ,
กาฬสินธุ์,2,กาฬสินธุ์.02,8,นายจรวย ปู่หลุ่น,ประชาธิปไตยใหม่,
กาฬสินธุ์,2,กาฬสินธุ์.02,9,นายสุทิน คำนาดี,ทางเลือกใหม่,
กาฬสินธุ์,2,กาฬสินธุ์.02,10,นายชัยทัศน์ อัดโดดดร,พลังประชารัฐ,
กาฬสินธุ์,3,กาฬสินธุ์.03,1,นายเดชบดินทร์ พยุงแสนกุล,ภูมิใจไทย,
กาฬสินธุ์,3,กาฬสินธุ์.03,2,นางสาวศิรินันท์ ภูมิเหล่าแจ้ง,เพื่อไทย,
กาฬสินธุ์,3,กาฬสินธุ์.03,3,นายวีรภัทร ราชชมภู,ประชาชน,
กาฬสินธุ์,3,กาฬสินธุ์.03,4,นายจำลอง ภูนวนทา,กล้าธรรม,
กาฬสินธุ์,3,กาฬสินธุ์.03,5,นางบงกช ผิวคำ,รวมไทยสร้างชาติ,
กาฬสินธุ์,3,กาฬสินธุ์.03,6,นายศุภสิทธิ์ เฮงไพบูลย์,พลังประชารัฐ,
กาฬสินธุ์,3,กาฬสินธุ์.03,7,นายณพงษ์ชัย เชี่ยวรุ่งโรจน์,ทางเลือกใหม่,
กาฬสินธุ์,3,กาฬสินธุ์.03,8,นายปราการ อุตส่าห์,เศรษฐกิจ,
กาฬสินธุ์,3,กาฬสินธุ์.03,9,นายสัมพันธ์ ภูแป้ง,ประชาธิปัตย์,
กาฬสินธุ์,3,กาฬสินธุ์.03,10,นางคำพันธ์ เม็นไธสงค์,ประชาธิปไตยใหม่,
กาฬสินธุ์,3,กาฬสินธุ์.03,11,นางสาวจินตนา ภูหญ้าแพรด,ไทยก้าวใหม่,
กาฬสินธุ์,3,กาฬสินธุ์.03,12,นางสาวรุ่งรุจี สารครศรี,เพื่อบ้านเมือง,
กาฬสินธุ์,4,กาฬสินธุ์.04,1,นายสุระชัย ไชยทองศรี,รวมไทยสร้างชาติ,
กาฬสินธุ์,4,กาฬสินธุ์.04,2,นายอภิยุทธ ณ กาฬสินธุ์,ประชาชน,
กาฬสินธุ์,4,กาฬสินธุ์.04,3,นายวิรัตน์ ภูต้องใจ,ภูมิใจไทย,
กาฬสินธุ์,4,กาฬสินธุ์.04,4,นายณัฐวัชต์ พิมพะนิตย์,เพื่อไทย,
กาฬสินธุ์,4,กาฬสินธุ์.04,5,นายชอบเรียน วงศ์ศิริ,ประชาธิปัตย์,
กาฬสินธุ์,4,กาฬสินธุ์.04,6,นายวิศรุต พัฒนชัย,ทางเลือกใหม่,
กาฬสินธุ์,4,กาฬสินธุ์.04,7,นายทองพูล พลพุทธา,เศรษฐกิจ,
กาฬสินธุ์,4,กาฬสินธุ์.04,8,นางสาวประภา เฮงไพบูลย์,พลังประชารัฐ,
กาฬสินธุ์,4,กาฬสินธุ์.04,9,นายชนินทร์ คะอังกุ,กล้าธรรม,
กาฬสินธุ์,4,กาฬสินธุ์.04,10,นายชูถิ่น จำเริญเจือ,ประชากรไทย,
กาฬสินธุ์,4,กาฬสินธุ์.04,11,นางสาวธีรัตม์ ด้วยโชติ,ประชาธิปไตยใหม่,
กาฬสินธุ์,4,กาฬสินธุ์.04,12,นางสาววาสนา แสนบุญศิริ,เพื่อบ้านเมือง,
กาฬสินธุ์,5,กาฬสินธุ์.05,1,นายทินพล ศรีธเรศ,เพื่อไทย,
กาฬสินธุ์,5,กาฬสินธุ์.05,2,นายเริงชาติ ศรีขจรวงศ์,กล้าธรรม,
กาฬสินธุ์,5,กาฬสินธุ์.05,3,ร้อยตรี สินธร ไร่สงวน,ประชากรไทย,
กาฬสินธุ์,5,กาฬสินธุ์.05,4,นางวิไลพร นิพัฒน์,โอกาสใหม่,
กาฬสินธุ์,5,กาฬสินธุ์.05,5,นางสาวบุญญาภา นาชัยเวียง ปุณณนิฏฐา,ภูมิใจไทย,
กาฬสินธุ์,5,กาฬสินธุ์.05,6,นายทองหลอม ถิตย์สิทธิ์,รวมไทยสร้างชาติ,
กาฬสินธุ์,5,กาฬสินธุ์.05,7,นายสุวิทย์ นันอำไพ,ประชาธิปัตย์,
