province,prov_id,cons_no,zones,registered_voters,cons_turnout,cons_turnout_pct,cons_valid,cons_invalid,cons_blank,winner_name,winner_party,winner_votes,winner_pct,party_list_turnout,party_list_turnout_pct,party_list_valid,party_list_invalid,party_list_blank,top_party_list_party,top_party_list_votes,top_party_list_pct,ref_turnout,ref_turnout_pct,ref_valid,ref_invalid,ref_yes,ref_yes_pct,ref_no,ref_no_pct,ref_abstained
ฉะเชิงเทรา,CCO,4,"อำเภอบางปะกง, อำเภอบ้านโพธิ์ (ยกเว้นเกาะไร่ คลองประเวศ เทพราช บางกรูด), อำเภอแปลงยาว",151927,117546,77.37,107721,4360,5465,จ่าเอกยศสิงห์ เหลี่ยมเลิศ,กล้าธรรม,45411,42.16,117390,77.27,107026,6242,4122,ประชาชน,43219,40.38,118734,78.15,115889,2845,73552,63.47,31937,27.56,10400
ปราจีนบุรี,PRI,1,"อำเภอเมืองปราจีนบุรี, อำเภอบ้านสร้าง, อำเภอศรีมโหสถ",132597,89864,67.77,78565,3509,7790,นายอำนาจ วิลาวัลย์,ภูมิใจไทย,40077,51.01,90264,68.07,80760,4390,5114,ประชาชน,29525,36.56,88662,66.87,86696,1966,48948,56.46,28348,32.7,9400
ปราจีนบุรี,PRI,2,"อำเภอนาดี (ยกเว้นทุ่งโพธิ์ แก่งดินสอ), อำเภอประจันตคาม, อำเภอศรีมหาโพธิ",141803,101887,71.85,94564,3353,3970,นายชยุต ภุมมะกาญจนะ,ภูมิใจไทย,41694,44.09,101584,71.64,93228,4923,3433,ประชาชน,33840,36.3,103652,73.1,101262,2390,63706,62.91,28253,27.9,9303
ปราจีนบุรี,PRI,3,"อำเภอกบินทร์บุรี, อำเภอนาดี (เฉพาะทุ่งโพธิ์ แก่งดินสอ)",129130,86149,66.71,77567,4326,4256,นายสฤษดิ์ บุตรเนียร,ภูมิใจไทย,42918,55.33,85888,66.51,77514,4879,3495,ประชาชน,25513,32.91,87196,67.53,84862,2334,50110,59.05,26152,30.82,8600
นครนายก,NYK,1,"อำเภอเมืองนครนายก, อำเภอปากพลี",104054,73481,70.62,68423,2365,2693,นายปิยวัฒน์ กิตติธเนศวร,กล้าธรรม,30340,44.34,74049,71.16,66970,4249,2830,ประชาชน,19174,28.63,77669,74.64,75450,2219,41487,54.99,26134,34.64,7829
นครนายก,NYK,2,"อำเภอบ้านนา, อำเภอองครักษ์",108945,81538,74.84,75139,3041,3358,นายเกรียงไกร กิตติธเนศวร,ภูมิใจไทย,32672,43.48,81538,74.84,73884,4718,2936,ประชาชน,21893,29.63,81145,74.48,78887,2258,44840,56.84,25843,32.76,8204
สระแก้ว,SKW,1,"อำเภอเมืองสระแก้ว, อำเภอวังน้ำเย็น (เฉพาะทุ่งมหาเจริญ), อำเภอเขาฉกรรจ์",147502,93093,63.11,85502,3596,3995,นายบดี เทียนทอง,พลังประชารัฐ,53324,62.37,93286,63.24,84541,5716,3029,ประชาชน,23285,27.54,89345,60.57,86649,2696,48055,55.46,29891,34.5,8703
สระแก้ว,SKW,2,"อำเภอคลองหาด, อำเภอวังน้ำเย็น (ยกเว้นทุ่งมหาเจริญ), อำเภอวัฒนานคร (ยกเว้นช่องกุ่ม แซร์ออ), อำเภอวังสมบูรณ์",145146,87143,60.04,80109,3520,3514,นางสาวตรีนุช เทียนทอง,พลังประชารัฐ,56364,70.36,87242,60.11,79815,4621,2806,พลังประชารัฐ,21638,27.11,88006,60.63,85536,2470,46194,54.01,30321,35.45,9021
สระแก้ว,SKW,3,"อำเภอตาพระยา, อำเภอวัฒนานคร (เฉพาะช่องกุ่ม แซร์ออ), อำเภออรัญประเทศ, อำเภอโคกสูง",151047,95577,63.28,87118,4905,3554,นายสุรศักดิ์ ชิงนวรรณ์,กล้าธรรม,36075,41.41,95161,63.0,86214,5825,3122,ประชาชน,18652,21.63,93113,61.65,90233,2880,45605,50.54,35211,39.02,9417
นครราชสีมา,NMA,1,อำเภอเมืองนครราชสีมา (เฉพาะโพธิ์กลาง หนองไผ่ล้อม ในเมือง),128667,85005,66.07,76007,2167,6831,นายฉัตร สุภัทรวณิชย์,ประชาชน,30597,40.26,85116,66.15,78573,2491,4052,ประชาชน,31127,39.62,86050,66.88,84403,1647,50856,60.25,27213,32.24,6334
นครราชสีมา,NMA,2,อำเภอเมืองนครราชสีมา (เฉพาะโคกสูง มะเริง หนองระเวียง บ้านเกาะ บ้านโพธิ์ จอหอ หนองบัวศาลา ตลาด พะเนา หนองไข่น้ำ หัวทะเล),141222,95437,67.58,87403,2931,5103,นายวัชรพล โตมรศักดิ์,เพื่อไทย,37543,42.95,95490,67.62,87184,3960,4346,ประชาชน,35568,40.8,95793,67.83,93584,2209,58990,63.03,25942,27.72,8652
นครราชสีมา,NMA,3,"อำเภอเมืองนครราชสีมา (เฉพาะหนองจะบก หมื่นไวย พลกรัง บ้านใหม่ พุดซา ไชยมงคล สุรนารี สีมุม หนองกระทุ่ม โคกกรวด ปรุใหญ่), อำเภอโนนไทย (เฉพาะด่านจาก กำปัง สำโรง)",136549,97321,71.27,87895,3425,6001,นายศุทธสิทธิ์ พจน์ฐศักดิ์,ประชาชน,35910,40.86,97316,71.27,88973,4107,4236,ประชาชน,36362,40.87,93235,68.28,91127,2108,56411,61.9,26686,29.28,8030
นครราชสีมา,NMA,4,"อำเภอโนนไทย (ยกเว้นด่านจาก กำปัง สำโรง), อำเภอสูงเนิน, อำเภอขามทะเลสอ",131758,79563,60.39,71266,3412,4885,นางสาวณัฐจิรา อิ่มวิเศษ,เพื่อไทย,29438,41.31,77757,59.02,70454,3883,3420,ประชาชน,22910,32.52,85135,64.61,82964,2171,49523,59.69,24649,29.71,8792
นครราชสีมา,NMA,5,"อำเภอโนนสูง, อำเภอพิมาย (เฉพาะสัมฤทธิ์ กระเบื้องใหญ่ ท่าหลวง ชีวาน), อำเภอเฉลิมพระเกียรติ (เฉพาะช้างทอง ท่าช้าง)",133508,91146,68.27,83962,3689,3495,นายสมเกียรติ ตันดิลกตระกูล,เพื่อไทย,37213,44.32,91275,68.37,82455,5626,3194,ภูมิใจไทย,21291,25.82,86302,64.64,83444,2858,46605,55.85,27385,32.82,9454
นครราชสีมา,NMA,6,"อำเภอบัวใหญ่, อำเภอแก้งสนามนาง, อำเภอบัวลาย, อำเภอสีดา",133507,81885,61.33,78091,2021,1773,นางพัชราวรรณ ภิญโญ,เพื่อไทย,26753,34.26,81345,60.93,75175,4584,1586,เพื่อไทย,20277,26.97,76115,57.01,73881,2234,44285,59.94,23411,31.69,6185
นครราชสีมา,NMA,7,"อำเภอประทาย, อำเภอโนนแดง, อำเภอเมืองยาง, อำเภอลำทะเมนชัย",131810,72610,55.09,68289,2474,1847,นางสาวปิยะนุช ยินดีสุข,เพื่อไทย,37355,54.7,72506,55.01,66629,4207,1670,เพื่อไทย,22097,33.16,72271,54.83,70051,2220,41054,58.61,22993,32.82,6004
นครราชสีมา,NMA,8,"อำเภอพิมาย (ยกเว้นสัมฤทธิ์ กระเบื้องใหญ่ ท่าหลวง ชีวาน), อำเภอชุมพวง (ยกเว้นตลาดไทร โนนตูม)",133816,78356,58.56,70904,4488,2964,นายนิกร โสมกลาง,เพื่อไทย,48178,67.95,78403,58.59,71589,4210,2604,เพื่อไทย,23551,32.9,78035,58.32,75862,2173,42926,56.58,24580,32.4,8356
นครราชสีมา,NMA,9,"อำเภอจักราช, อำเภอห้วยแถลง, อำเภอชุมพวง (เฉพาะตลาดไทร โนนตูม)",135762,83262,61.33,79059,2651,1552,นายพลพีร์ สุวรรณฉวี,ภูมิใจไทย,37991,48.05,87229,64.25,80515,4843,1871,ภูมิใจไทย,24562,30.51,82841,61.02,80406,2435,44838,55.76,27450,34.14,8118
นครราชสีมา,NMA,10,"อำเภอครบุรี (ยกเว้นโคกกระชาย มาบตะโกเอน ลำเพียก ตะแบกบาน สระว่านพระยา), อำเภอโชคชัย, อำเภอเฉลิมพระเกียรติ (เฉพาะพระพุทธ หนองงูเหลือม หนองยาง)",138144,102879,74.47,95993,3772,3114,นายบุญจง วงศ์ไตรรัตน์,ภูมิใจไทย,40401,42.09,102445,74.16,92711,6222,3512,ภูมิใจไทย,26225,28.29,102327,74.07,98516,3811,53713,54.52,33574,34.08,11229
นครราชสีมา,NMA,11,"อำเภอครบุรี (เฉพาะโคกกระชาย มาบตะโกเอน ลำเพียก ตะแบกบาน สระว่านพระยา), อำเภอเสิงสาง, อำเภอหนองบุญมาก",132460,85265,64.37,77647,3689,3929,นายอาทิตย์ หวังศุภกิจโกศล,เพื่อไทย,49937,64.31,85423,64.49,77330,5001,3092,เพื่อไทย,25989,33.61,85473,64.53,83150,2323,48056,57.79,25261,30.38,9833
นครราชสีมา,NMA,12,"อำเภอปักธงชัย, อำเภอวังน้ำเขียว",132505,86213,65.06,78302,4225,3686,นายนรเสฎฐ์ ศิริโรจนกุล,เพื่อไทย,44512,56.85,90376,68.21,81422,5551,3403,ประชาชน,23421,28.76,85752,64.72,83190,2562,48789,58.65,25421,30.56,8980
นครราชสีมา,NMA,13,"อำเภอสีคิ้ว, อำเภอปากช่อง (เฉพาะวังกะทะ โป่งตาลอง คลองม่วง วังไทร)",130106,71744,55.14,60849,6106,4789,นายพชร จันทรรวงทอง,เพื่อไทย,26258,43.15,72017,55.35,64469,4332,3216,ประชาชน,21042,32.64,71432,54.9,69513,1919,42897,61.71,19296,27.76,7320
นครราชสีมา,NMA,14,อำเภอปากช่อง (ยกเว้นวังกะทะ โป่งตาลอง คลองม่วง วังไทร),130825,82123,62.77,71835,4731,5557,นายหนึ่ง ขัติยะนนท์,ประชาชน,29772,41.44,81926,62.62,74623,3537,3766,ประชาชน,30378,40.71,79842,61.03,78093,1749,49309,63.14,21169,27.11,7615
นครราชสีมา,NMA,15,"อำเภอด่านขุนทด, อำเภอเทพารักษ์, อำเภอพระทองคำ (เฉพาะมาบกราด ทัพรั้ง)",138615,89820,64.8,85822,2489,1509,นายรชตะ ด่านกุล,เพื่อไทย,34252,39.91,93049,67.13,85812,5270,1967,ประชาชน,22596,26.33,90202,65.07,87875,2327,55666,63.35,24762,28.18,7447
นครราชสีมา,NMA,16,"อำเภอคง, อำเภอบ้านเหลื่อม, อำเภอขามสะแกแสง, อำเภอพระทองคำ (ยกเว้นมาบกราด ทัพรั้ง)",136001,82925,60.97,77922,2785,2218,นายตติรัฐ รัตนเศรษฐ,ภูมิใจไทย,29821,38.27,82327,60.53,75477,4954,1896,ประชาชน,18939,25.09,78200,57.5,75834,2366,44661,58.89,24101,31.78,7072
บุรีรัมย์,BRM,4,"อำเภอสตึก, อำเภอบ้านด่าน (ยกเว้นปราสาท บ้านด่าน), อำเภอแคนดง",121519,71088,58.5,66230,3058,1800,นายชนกันต์ ทิมาตฤกะ,ภูมิใจไทย,49024,74.02,66046,54.35,61453,3538,1055,ภูมิใจไทย,32276,52.52,64824,53.34,62581,2243,32368,51.72,24259,38.76,5954
บุรีรัมย์,BRM,1,"อำเภอเมืองบุรีรัมย์ (ยกเว้นเสม็ด สวายจีก สองห้อง หลักเขต สะแกซำ เมืองฝาง อิสาณ), อำเภอบ้านด่าน (ยกเว้นวังเหนือ โนนขวาง)",125325,76770,61.26,70455,3400,2915,นายสนอง เทพอักษรณรงค์,ภูมิใจไทย,53235,75.56,76626,61.14,71524,3523,1579,ภูมิใจไทย,44304,61.94,76525,61.06,73966,2559,37161,50.24,29559,39.96,7246
บุรีรัมย์,BRM,2,"อำเภอเมืองบุรีรัมย์ (เฉพาะเสม็ด สวายจีก สองห้อง หลักเขต สะแกซำ เมืองฝาง อิสาณ), อำเภอประโคนชัย (เฉพาะไพศาล), อำเภอพลับพลาชัย (ยกเว้นโคกขมิ้น ป่าชัน), อำเภอชำนิ",127640,82670,64.77,75769,3510,3391,นางสาวณัฐธิดา เล็กอุดากร,ภูมิใจไทย,54410,71.81,82745,64.83,76908,4143,1694,ภูมิใจไทย,44114,57.36,68042,53.31,65735,2307,30755,46.79,28819,43.84,6161
บุรีรัมย์,BRM,3,"อำเภอกระสัง, อำเภอพลับพลาชัย (เฉพาะโคกขมิ้น ป่าชัน), อำเภอห้วยราช",125637,68118,54.22,63636,3142,1340,นายอดิพงษ์ ฐิติพิทยา,ภูมิใจไทย,51914,81.58,68032,54.15,63851,3345,836,ภูมิใจไทย,40973,64.17,67770,53.94,65574,2196,28354,43.24,32422,49.44,4798
บุรีรัมย์,BRM,5,"อำเภอคูเมือง (ยกเว้นพรสำราญ), อำเภอพุทไธสง, อำเภอนาโพธิ์, อำเภอบ้านใหม่ไชยพจน์",131438,77970,59.32,72573,2920,2477,นายโสภณ ซารัมย์,ภูมิใจไทย,50853,70.07,72251,54.97,67351,3602,1298,ภูมิใจไทย,36583,54.32,72902,55.46,70592,2310,36094,51.13,27985,39.64,6513
บุรีรัมย์,BRM,6,"อำเภอคูเมือง (เฉพาะพรสำราญ), อำเภอลำปลายมาศ, อำเภอหนองหงส์ (เฉพาะไทยสามัคคี เสาเดียว สระทอง)",130776,69506,53.15,64305,2667,2534,นายศักดิ์ ซารัมย์,ภูมิใจไทย,47010,73.1,69903,53.45,65237,3318,1348,ภูมิใจไทย,37725,57.83,70277,53.74,68381,1896,31867,46.6,30743,44.96,5771
บุรีรัมย์,BRM,7,"อำเภอหนองกี่, อำเภอปะคำ (ยกเว้นหูทำนบ ปะคำ), อำเภอหนองหงส์ (ยกเว้นไทยสามัคคี เสาเดียว สระทอง), อำเภอโนนสุวรรณ",123023,71117,57.81,66292,2802,2023,นายพรชัย ศรีสุริยันโยธิน,ภูมิใจไทย,42445,64.03,70555,57.35,65607,3656,1292,ภูมิใจไทย,33112,50.47,70399,57.22,68323,2076,36860,53.95,24553,35.94,6910
บุรีรัมย์,BRM,8,"อำเภอนางรอง, อำเภอปะคำ (เฉพาะหูทำนบ ปะคำ), อำเภอโนนดินแดง (เฉพาะโนนดินแดง), อำเภอเฉลิมพระเกียรติ (เฉพาะเจริญสุข ถาวร)",126975,79742,62.8,73395,3042,3305,นายไตรเทพ งามกมล,ภูมิใจไทย,49860,67.93,79642,62.72,73492,4018,2132,ภูมิใจไทย,36783,50.05,74887,58.98,72811,2076,37602,51.64,27355,37.57,7854
บุรีรัมย์,BRM,9,"อำเภอละหานทราย, อำเภอบ้านกรวด (ยกเว้นโนนเจริญ สายตะกู หินลาด เขาดินเหนือ), อำเภอโนนดินแดง (ยกเว้นโนนดินแดง), อำเภอเฉลิมพระเกียรติ (เฉพาะอีสานเขต ยายแย้มวัฒนา ตาเป๊ก)",127988,67032,52.37,62019,3038,1975,นายรุ่งโรจน์ ทองศรี,ภูมิใจไทย,50073,80.74,72515,56.66,66932,4071,1512,ภูมิใจไทย,37393,55.87,65883,51.48,63448,2435,28735,45.29,28018,44.16,6695
บุรีรัมย์,BRM,10,"อำเภอประโคนชัย (ยกเว้นไพศาล), อำเภอบ้านกรวด (เฉพาะโนนเจริญ สายตะกู หินลาด เขาดินเหนือ)",121301,65157,53.72,60525,2705,1927,นายจักรกฤษณ์ ทองศรี,ภูมิใจไทย,47751,78.89,65171,53.73,60481,3554,1136,ภูมิใจไทย,36620,60.55,65116,53.68,62538,2578,27341,43.72,28776,46.01,6421
สุรินทร์,SRN,1,"อำเภอเมืองสุรินทร์ (เฉพาะตาอ็อง สำโรง นอกเมือง คอโค สวาย เฉนียง เทนมีย์ นาบัว ตระแสง ในเมือง), อำเภอศีขรภูมิ (เฉพาะหนองเหล็ก ตรมไพร)",136098,88601,65.1,81068,3303,4230,นางสาวเบญญา มุ่งเจริญพร,ภูมิใจไทย,43547,53.72,88615,65.11,82136,3816,2663,ภูมิใจไทย,28433,34.62,81695,60.03,79553,2142,43349,54.49,29090,36.57,7114
สุรินทร์,SRN,2,"อำเภอเมืองสุรินทร์ (ยกเว้นตาอ็อง สำโรง นอกเมือง คอโค สวาย เฉนียง เทนมีย์ นาบัว ตระแสง ในเมือง), อำเภอศีขรภูมิ (เฉพาะจารพัต แตล ช่างปี่), อำเภอเขวาสินรินทร์",140119,89248,63.69,84087,2850,2311,นายณัฏฐพล จรัสรพีพงษ์,ภูมิใจไทย,50102,59.58,88080,62.86,81987,4404,1689,ภูมิใจไทย,30479,37.18,80644,57.55,78179,2465,43922,56.18,27222,34.82,7035
สุรินทร์,SRN,3,"อำเภอท่าตูม (ยกเว้นพรมเทพ โพนครก ทุ่งกุลา), อำเภอจอมพระ, อำเภอสนม (ยกเว้นหัวงัว)",137394,74602,54.3,70135,2455,2012,นางสาวผกามาศ เจริญพันธ์,ภูมิใจไทย,44112,62.9,74601,54.3,69500,3539,1562,ภูมิใจไทย,22158,31.88,72539,52.8,70313,2226,39935,56.8,24119,34.3,6259
สุรินทร์,SRN,4,"อำเภอชุมพลบุรี, อำเภอท่าตูม (เฉพาะพรมเทพ โพนครก ทุ่งกุลา), อำเภอรัตนบุรี (ยกเว้นเบิด ยางสว่าง)",139651,72193,51.7,68441,2121,1631,นางสาวสุรีย์ ธัมมาตร,ภูมิใจไทย,40070,58.55,71455,51.17,66844,3275,1336,ภูมิใจไทย,19958,29.86,72348,51.81,70400,1948,42220,59.97,22258,31.62,5922
สุรินทร์,SRN,5,"อำเภอรัตนบุรี (เฉพาะเบิด ยางสว่าง), อำเภอสนม (เฉพาะหัวงัว), อำเภอศีขรภูมิ (ยกเว้นจารพัต แตล หนองเหล็ก ช่างปี่ กุดหวาย ตรมไพร ผักไหม), อำเภอสำโรงทาบ, อำเภอโนนนารายณ์",135554,70625,52.1,67868,1949,808,นายภุชงค์ สุภัควรางกูร,ภูมิใจไทย,37432,55.15,69778,51.48,64847,4101,830,ภูมิใจไทย,18999,29.3,69343,51.16,67178,2165,39798,59.24,22350,33.27,5030
สุรินทร์,SRN,6,"อำเภอศีขรภูมิ (เฉพาะกุดหวาย ผักไหม), อำเภอสังขะ (ยกเว้นตาตุม เทพรักษา), อำเภอศรีณรงค์",134172,76662,57.14,71941,3007,1714,นายล้ำเลิศ พัวพัฒนโชติ,ภูมิใจไทย,48468,67.37,76481,57.0,71043,4132,1306,ภูมิใจไทย,24507,34.5,69489,51.79,67095,2394,35466,52.86,25671,38.26,5958
สุรินทร์,SRN,7,"อำเภอปราสาท (ยกเว้นโชคนาสาม), อำเภอลำดวน",136448,87156,63.87,80866,4081,2209,นายเรืองวิทย์ คูณวัฒนาพงษ์,ภูมิใจไทย,40998,50.7,87650,64.24,81693,4255,1702,ภูมิใจไทย,26665,32.64,82564,60.51,80116,2448,41415,51.69,30972,38.66,7729
สุรินทร์,SRN,8,"อำเภอปราสาท (เฉพาะโชคนาสาม), อำเภอกาบเชิง, อำเภอสังขะ (เฉพาะตาตุม เทพรักษา), อำเภอบัวเชด, อำเภอพนมดงรัก",136843,76667,56.03,71162,3934,1571,นางปทิดา ตันติรัตนานนท์,ภูมิใจไทย,49285,69.26,76342,55.79,70526,4308,1508,ภูมิใจไทย,24266,34.41,75984,55.53,73358,2626,37955,51.74,28112,38.32,7291
ศรีสะเกษ,SSK,1,"อำเภอเมืองศรีสะเกษ, อำเภอวังหิน (ยกเว้นดวนใหญ่ ศรีสำราญ วังหิน โพนยาง)",132927,82102,61.76,78704,1964,1434,นายสิริพงศ์ อังคสกุลเกียรติ,ภูมิใจไทย,44088,56.02,82175,61.82,77355,3296,1524,ภูมิใจไทย,24457,31.62,80003,60.19,77743,2260,47022,60.48,24207,31.14,6514
ศรีสะเกษ,SSK,2,"อำเภอกันทรารมย์, อำเภอโนนคูณ (เฉพาะบก โพธิ์), อำเภอน้ำเกลี้ยง",128729,73527,57.12,69985,2191,1351,นายศุภกิจ สีหาภาค,ภูมิใจไทย,32241,46.07,74213,57.65,69121,3758,1334,เพื่อไทย,22913,33.15,73995,57.48,71924,2071,44307,61.6,21342,29.67,6275
ศรีสะเกษ,SSK,3,"อำเภอกันทรลักษ์ (เฉพาะตระกาจ จานใหญ่ ภูเงิน กระแชง), อำเภอโนนคูณ (ยกเว้นบก โพธิ์), อำเภอศรีรัตนะ, อำเภอเบญจลักษ์",128000,78816,61.58,73521,3067,2228,นายธนา กิจไพบูลย์ชัย,ภูมิใจไทย,49781,67.71,78520,61.34,72087,4593,1840,ภูมิใจไทย,19489,27.04,73479,57.41,70898,2581,38961,54.95,25045,35.33,6892
ศรีสะเกษ,SSK,4,อำเภอกันทรลักษ์ (ยกเว้นตระกาจ จานใหญ่ ภูเงิน กระแชง),122479,72004,58.79,67792,2520,1692,นายชิตพล ไตรสรณกุล,ภูมิใจไทย,38705,57.09,71504,58.38,65873,4303,1328,ภูมิใจไทย,23975,36.4,72760,59.41,70181,2579,36142,51.5,27324,38.93,6715
ศรีสะเกษ,SSK,5,"อำเภอขุนหาญ, อำเภอภูสิงห์",127678,80717,63.22,75589,3280,1848,นางสาวจินณ์ตวรรณ ไตรสรณกุล,ภูมิใจไทย,37079,49.05,80393,62.97,74004,4824,1565,ภูมิใจไทย,22142,29.92,74259,58.16,71495,2764,39088,54.67,25187,35.23,7220
ศรีสะเกษ,SSK,6,"อำเภอขุขันธ์, อำเภอไพรบึง (เฉพาะสำโรงพลัน)",128761,70972,55.12,66877,2850,1245,นายคชศักดิ์ ศิริรัตน์มานะวงศ์,ภูมิใจไทย,26211,39.19,60564,47.04,55870,3930,764,เพื่อไทย,17564,31.44,64800,50.33,62664,2136,37914,60.5,19521,31.15,5229
ศรีสะเกษ,SSK,7,"อำเภอไพรบึง (ยกเว้นสำโรงพลัน), อำเภอปรางค์กู่, อำเภอวังหิน (ยกเว้นธาตุ บ่อแก้ว ทุ่งสว่าง บุสูง), อำเภอพยุห์",127528,71700,56.22,67063,3877,760,นางสาววิลดา อินฉัตร,เพื่อไทย,31868,47.52,71666,56.2,66966,3957,743,เพื่อไทย,28269,42.21,71579,56.13,69192,2387,44197,63.88,19394,28.03,5601
ศรีสะเกษ,SSK,8,"อำเภออุทุมพรพิสัย, อำเภอห้วยทับทัน, อำเภอเมืองจันทร์",133339,76063,57.04,71854,2679,1530,นายอาสพลธ์ สรรณ์ไตรภพ,ภูมิใจไทย,53218,74.06,75608,56.7,70406,3793,1409,ภูมิใจไทย,27366,38.87,75048,56.28,72187,2861,40942,56.72,24300,33.66,6945
ศรีสะเกษ,SSK,9,"อำเภอยางชุมน้อย, อำเภอราษีไศล, อำเภอบึงบูรพ์, อำเภอโพธิ์ศรีสุวรรณ, อำเภอศิลาลาด",139255,87028,62.5,82939,2521,1568,นายวิทวัส ไตรสรณกุล,ภูมิใจไทย,37040,44.66,86965,62.45,81836,3612,1517,เพื่อไทย,31194,38.12,79664,57.21,77642,2022,49652,63.95,21922,28.23,6068
อุบลราชธานี,UBN,1,อำเภอเมืองอุบลราชธานี (ยกเว้นหัวเรือ หนองขอน ไร่น้อย ขี้เหล็ก ปะอาว),132544,86407,65.19,76420,3834,6153,นายวรสิทธิ์ กัลป์ตินันท์,เพื่อไทย,29779,38.97,86822,65.5,80278,2930,3614,ประชาชน,27151,33.82,86507,65.27,84900,1607,52670,62.04,25067,29.53,7163
อุบลราชธานี,UBN,2,"อำเภอเมืองอุบลราชธานี (เฉพาะหัวเรือ หนองขอน ไร่น้อย ขี้เหล็ก ปะอาว), อำเภอเขื่องใน",136569,84801,62.09,80009,2147,2645,นายณรงค์ชัย วีระกุล,ไทรวมพลัง,33858,42.32,84555,61.91,78178,3868,2509,ไทรวมพลัง,15909,20.35,84935,62.19,82585,2350,45735,55.38,28403,34.39,8447
อุบลราชธานี,UBN,3,"อำเภอม่วงสามสิบ, อำเภอตาลสุม, อำเภอดอนมดแดง, อำเภอเหล่าเสือโก้ก",139753,87951,62.93,80774,3261,3916,นางพิมพกาญจน์ พลสมัคร,ไทรวมพลัง,41261,51.08,88265,63.16,81369,4197,2699,ประชาชน,17496,21.5,81364,58.22,79179,2185,42631,53.84,28061,35.44,8487
อุบลราชธานี,UBN,4,"อำเภอวารินชำราบ, อำเภอสำโรง (เฉพาะสำโรง โคกก่อง บอน)",150372,106067,70.54,94753,4933,6381,นางสาวกิตติ์ธัญญา วาจาดี,เพื่อไทย,35628,37.6,106088,70.55,97295,4797,3996,ประชาชน,31662,32.54,101239,67.33,98781,2458,62224,62.99,27463,27.8,9094
อุบลราชธานี,UBN,5,"อำเภอตระการพืชผล, อำเภอกุดข้าวปุ้น",131064,74566,56.89,69964,2665,1937,นายสุทธิชัย จรูญเนตร,ภูมิใจไทย,46827,66.93,74669,56.97,69300,3644,1725,ภูมิใจไทย,18130,26.16,75141,57.33,73231,1910,40204,54.9,26396,36.04,6631
อุบลราชธานี,UBN,6,"อำเภอเขมราฐ, อำเภอโพธิ์ไทร, อำเภอนาตาล",132041,80082,60.65,74580,3912,1590,นางสาวธัญธารีย์ สันตพันธุ์,เพื่อไทย,31887,42.76,80165,60.71,73729,4884,1552,เพื่อไทย,18746,25.43,74461,56.39,71708,2753,39822,55.53,25227,35.18,6659
อุบลราชธานี,UBN,7,"อำเภอศรีเมืองใหม่, อำเภอโขงเจียม, อำเภอพิบูลมังสาหาร (เฉพาะทรายมูล ระเว), อำเภอสิรินธร (ยกเว้นโนนก่อ)",131286,86153,65.62,82798,2418,937,นางสาวสุดารัตน์ พิทักษ์พรพัลลภ,ภูมิใจไทย,42705,51.58,85903,65.43,80601,4012,1290,เพื่อไทย,26602,33.0,80119,61.03,77500,2619,43838,56.57,26264,33.89,7398
อุบลราชธานี,UBN,8,"อำเภอพิบูลมังสาหาร (ยกเว้นทรายมูล ระเว), อำเภอนาเยีย, อำเภอสว่างวีระวงศ์",137335,78660,57.28,74464,2553,1643,นางสาวแนน บุณย์ธิดา สมชัย,ภูมิใจไทย,32711,43.93,80823,58.85,74701,4231,1891,ภูมิใจไทย,16959,22.7,82409,60.01,79662,2747,42569,53.44,29021,36.43,8072
อุบลราชธานี,UBN,9,"อำเภอนาจะหลวย, อำเภอบุณฑริก, อำเภอสิรินธร (เฉพาะโนนก่อ)",130180,74428,57.17,70003,3354,1071,นางจิตรวรรณ หวังศุภกิจโกศล,ไทรวมพลัง,39071,55.81,74493,57.22,68823,4456,1214,ไทรวมพลัง,18274,26.55,74007,56.85,71809,2198,40170,55.94,24986,34.8,6653
อุบลราชธานี,UBN,10,"อำเภอเดชอุดม (เฉพาะทุ่งเทิง), อำเภอน้ำยืน, อำเภอสำโรง (ยกเว้นสำโรง โคกก่อง บอน), อำเภอทุ่งศรีอุดม, อำเภอน้ำขุ่น",141283,84112,59.53,77104,4622,2386,นายสมศักดิ์ บุญประชม,ไทรวมพลัง,59424,77.07,84961,60.14,79339,4213,1409,ไทรวมพลัง,38510,48.54,78485,55.55,75933,2552,40343,53.13,27970,36.84,7620
อุบลราชธานี,UBN,11,อำเภอเดชอุดม (ยกเว้นทุ่งเทิง),135372,80392,59.39,74813,3056,2523,นางสาวตวงทิพย์ จินตะเวช,ภูมิใจไทย,54260,72.53,80957,59.8,74248,4442,2267,ประชาชน,17013,22.91,77533,57.27,75303,2230,40563,53.87,27458,36.46,7282
ยโสธร,YST,1,"อำเภอเมืองยโสธร, อำเภอทรายมูล, อำเภอคำเขื่อนแก้ว (เฉพาะทุ่งมน), อำเภอป่าติ้ว (เฉพาะกระจาย ศรีฐาน)",144704,100428,69.4,95665,2747,2016,นางสุภาพร สลับศรี,ภูมิใจไทย,46760,48.88,92326,63.8,86759,3785,1782,เพื่อไทย,32861,37.88,92510,63.93,89725,2785,57375,63.95,24516,27.32,7834
