province,prov_id,cons_no,zones,registered_voters,cons_turnout,cons_turnout_pct,cons_valid,cons_invalid,cons_blank,winner_name,winner_party,winner_votes,winner_pct,party_list_turnout,party_list_turnout_pct,party_list_valid,party_list_invalid,party_list_blank,top_party_list_party,top_party_list_votes,top_party_list_pct,ref_turnout,ref_turnout_pct,ref_valid,ref_invalid,ref_yes,ref_yes_pct,ref_no,ref_no_pct,ref_abstained
ปทุมธานี,PTE,6,"อำเภอลำลูกกา (เฉพาะบึงคำพร้อย ลาดสวาย), อำเภอธัญบุรี (เฉพาะบึงยี่โถ)",122393,83592,68.3,77289,1644,4659,นายธนภัทร ตระกูลภูชัย,ประชาชน,38628,49.98,82927,67.75,79007,1415,2505,ประชาชน,39883,50.48,85812,70.11,84844,968,59847,70.54,20523,24.19,4474
ปทุมธานี,PTE,7,"อำเภอคลองหลวง (ยกเว้นคลองสาม คลองหนึ่ง คลองสอง), อำเภอหนองเสือ (เฉพาะบึงบอน บึงชำอ้อ), อำเภอธัญบุรี (เฉพาะรังสิต ลำผักกูด)",121843,87221,71.58,81575,2068,3578,นายพิษณุ พลธี,ภูมิใจไทย,44519,54.57,87495,71.81,82177,2790,2528,ประชาชน,33644,40.94,87315,71.66,85658,1657,57688,67.35,21183,24.73,6787
ปทุมธานี,PTE,8,"อำเภอหนองเสือ (ยกเว้นบึงบอน บึงชำอ้อ), อำเภอลำลูกกา (ยกเว้นลาดสวาย คูคต), อำเภอธัญบุรี (เฉพาะบึงสนั่น บึงน้ำรักษ์)",122403,80495,65.76,73988,3095,3412,นางสาวพรพิมล ธรรมสาร,ภูมิใจไทย,36814,49.76,80956,66.14,75402,3088,2466,ประชาชน,28560,37.88,81031,66.2,79237,1794,50045,63.16,21954,27.71,7238
พระนครศรีอยุธยา,AYA,1,"อำเภอพระนครศรีอยุธยา, อำเภอบางบาล",140188,99087,70.68,90908,3338,4841,นายทรงพล สุขสมบูรณ์,ภูมิใจไทย,43361,47.7,98239,70.08,90094,4026,4119,ประชาชน,36315,40.31,102901,73.4,100437,2464,62333,62.06,29393,29.27,8711
พระนครศรีอยุธยา,AYA,2,"อำเภอท่าเรือ, อำเภอนครหลวง, อำเภอบางปะหัน, อำเภอมหาราช, อำเภอบ้านแพรก",128589,98074,76.27,90248,3371,4455,นายนพ ชีวานันท์,ภูมิใจไทย,51200,56.73,97628,75.92,88060,5460,4108,ประชาชน,30265,34.37,95586,74.33,92797,2789,55554,59.87,27302,29.42,9941
พระนครศรีอยุธยา,AYA,3,"อำเภอภาชี, อำเภอวังน้อย, อำเภออุทัย",136493,100194,73.41,93292,3436,3466,นางสาวพิมพฤดา ตันจรารักษ์,ภูมิใจไทย,54931,58.88,99961,73.24,92085,4544,3332,ประชาชน,36514,39.65,100185,73.4,97746,2439,63620,65.09,24926,25.5,9200
พระนครศรีอยุธยา,AYA,4,"อำเภอบางไทร, อำเภอบางปะอิน",139523,102574,73.52,96028,2797,3749,นายคงกฤช รามศักดิ์,ภูมิใจไทย,47001,48.95,101712,72.9,94598,3972,3142,ประชาชน,36678,38.77,99911,71.61,97581,2330,62394,63.94,26158,26.81,9029
พระนครศรีอยุธยา,AYA,5,"อำเภอผักไห่, อำเภอลาดบัวหลวง, อำเภอเสนา, อำเภอบางซ้าย",133055,98147,73.76,91327,4153,2667,นายปะดิธ สังขจาย,ภูมิใจไทย,44041,48.22,98233,73.83,90047,5331,2855,ประชาชน,27598,30.65,97328,73.15,94353,2975,58060,61.53,26462,28.05,9831
อ่างทอง,ATG,1,"อำเภอเมืองอ่างทอง, อำเภอป่าโมก, อำเภอวิเศษชัยชาญ (ยกเว้นสาวร้องไห้ ม่วงเตี้ย)",111666,80520,72.11,75023,2578,2919,นายภราดร ปริศนานันทกุล,ภูมิใจไทย,52703,70.25,80689,72.26,73747,4107,2835,ภูมิใจไทย,27461,37.24,79402,71.11,76843,2559,44347,57.71,24513,31.9,7983
อ่างทอง,ATG,2,"อำเภอไชโย, อำเภอโพธิ์ทอง, อำเภอแสวงหา, อำเภอวิเศษชัยชาญ (เฉพาะสาวร้องไห้ ม่วงเตี้ย), อำเภอสามโก้",112423,81967,72.91,75719,3152,3096,นายกรวีร์ ปริศนานันทกุล,ภูมิใจไทย,57385,75.79,79098,70.36,71535,5059,2504,ภูมิใจไทย,27537,38.49,79871,71.05,77148,2723,44164,57.25,24481,31.73,8503
ลพบุรี,LRI,1,"อำเภอโคกสำโรง, อำเภอเมืองลพบุรี (เฉพาะกกโก ถนนใหญ่ เขาสามยอด เขาพระงาม โคกตูม นิคมสร้างตนเอง)",151712,97232,64.09,88735,3424,5073,นายนรินทร์ คลังผา,ภูมิใจไทย,35960,40.53,97104,64.01,86778,6081,4245,ประชาชน,26305,30.31,98777,65.11,95258,3519,55114,57.86,30375,31.89,9769
ลพบุรี,LRI,2,"อำเภอเมืองลพบุรี (ยกเว้นกกโก ถนนใหญ่ เขาสามยอด เขาพระงาม โคกตูม นิคมสร้างตนเอง), อำเภอท่าวุ้ง",149672,110985,74.15,102847,3842,4296,นางสาวมัลลิกา จิระพันธุ์วาณิช,ภูมิใจไทย,55191,53.66,110846,74.06,100668,6120,4058,ประชาชน,30862,30.66,108214,72.3,104709,3505,59753,57.07,34138,32.6,10818
ลพบุรี,LRI,3,"อำเภอชัยบาดาล (เฉพาะชัยนารายณ์ ศิลาทิพย์ ห้วยหิน ม่วงค่อม มะกอกหวาน นิคมลำนารายณ์ บ้านใหม่สามัคคี), อำเภอบ้านหมี่, อำเภอสระโบสถ์, อำเภอโคกเจริญ, อำเภอหนองม่วง",145648,99817,68.53,93520,3661,2636,นางสาวกาญจนาพร จิระพันธุ์วาณิช,ภูมิใจไทย,46398,49.61,95328,65.45,86836,5958,2534,ภูมิใจไทย,21629,24.91,95657,65.68,92472,3185,54709,59.16,28630,30.96,9133
ลพบุรี,LRI,4,"อำเภอพัฒนานิคม, อำเภอชัยบาดาล (ยกเว้นชัยนารายณ์ ศิลาทิพย์ ห้วยหิน ม่วงค่อม มะกอกหวาน นิคมลำนารายณ์ บ้านใหม่สามัคคี), อำเภอท่าหลวง, อำเภอลำสนธิ",149394,109708,73.44,102196,4531,2981,นายวรวงศ์ วรปัญญา,เพื่อไทย,47865,46.84,110263,73.81,100130,6837,3296,ประชาชน,29661,29.62,106195,71.08,102672,3523,60799,59.22,31647,30.82,10226
สิงห์บุรี,SBR,1,"อำเภอเมืองสิงห์บุรี, อำเภอบางระจัน, อำเภอค่ายบางระจัน, อำเภอพรหมบุรี, อำเภอท่าช้าง, อำเภออินทร์บุรี",167173,120463,72.06,108486,5170,6807,นายโชติวุฒิ ธนาคมานุสรณ์,ภูมิใจไทย,61861,57.02,120546,72.11,108622,6676,5248,ประชาชน,34678,31.93,116868,69.91,113472,3396,61904,54.55,38794,34.19,12774
ชัยนาท,CNT,1,"อำเภอเมืองชัยนาท, อำเภอมโนรมย์, อำเภอวัดสิงห์ (ยกเว้นบ่อแร่ วังหมัน), อำเภอสรรพยา",131155,85157,64.93,72785,5224,7148,นายอนุชา นาคาศัย,เพื่อไทย,33605,46.17,85178,64.94,75681,5214,4283,ประชาชน,22957,30.33,85612,65.28,83057,2555,44818,53.96,28116,33.85,10123
ชัยนาท,CNT,2,"อำเภอวัดสิงห์ (เฉพาะบ่อแร่ วังหมัน), อำเภอสรรคบุรี, อำเภอหันคา, อำเภอหนองมะโมง, อำเภอเนินขาม",130424,90466,69.36,80425,4664,5377,นายมณเฑียร สงฆ์ประชา,ภูมิใจไทย,52108,64.79,90276,69.22,79866,6749,3661,ภูมิใจไทย,25116,31.45,85553,65.6,82164,3389,45909,55.87,25980,31.62,10275
สระบุรี,SRI,1,"อำเภอเมืองสระบุรี (ยกเว้นหนองโน), อำเภอแก่งคอย (เฉพาะห้วยแห้ง), อำเภอเฉลิมพระเกียรติ (เฉพาะเขาดินพัฒนา บ้านแก้ง ผึ้งรวง พุแค ห้วยบง หน้าพระลาน)",128124,91835,71.68,82105,3459,6271,นายขุนทอง แสนวิเศษ,ภูมิใจไทย,29968,36.5,91767,71.62,83461,4200,4106,ประชาชน,32507,38.95,88818,69.32,86563,2255,52258,60.37,26158,30.22,8147
สระบุรี,SRI,2,"อำเภอแก่งคอย (ยกเว้นห้วยแห้ง), อำเภอมวกเหล็ก, อำเภอวังม่วง",136691,98281,71.9,90532,4256,3493,นายอรรถพล วงษ์ประยูร,ภูมิใจไทย,34896,38.55,98696,72.2,89163,5896,3637,ประชาชน,30677,34.41,98095,71.76,95258,2837,59052,61.99,26885,28.22,9321
สระบุรี,SRI,3,"อำเภอเมืองสระบุรี (เฉพาะหนองโน), อำเภอหนองแค, อำเภอวิหารแดง, อำเภอหนองแซง",125851,65098,51.73,59919,2411,2768,นายวัชรพงศ์ คูวิจิตรสุวรรณ,ภูมิใจไทย,35796,59.74,66275,52.66,59824,3527,2924,ประชาชน,22743,38.02,72872,57.9,70950,1922,43831,61.78,19994,28.18,7125
สระบุรี,SRI,4,"อำเภอบ้านหมอ, อำเภอดอนพุด, อำเภอหนองโดน, อำเภอพระพุทธบาท, อำเภอเสาไห้",128318,94975,74.02,85330,4089,5556,นายองอาจ วงษ์ประยูร,กล้าธรรม,45409,53.22,94839,73.91,84249,5589,5001,ประชาชน,32443,38.51,93291,72.7,90558,2733,54334,60.0,26448,29.21,9776
ชลบุรี,CBI,1,อำเภอเมืองชลบุรี (เฉพาะหนองรี หนองข้างคอก เหมือง เสม็ด ห้วยกะปิ บ้านปึก อ่างศิลา แสนสุข),133544,98894,74.05,92439,2127,4328,นายสุชาติ ชมกลิ่น,ภูมิใจไทย,43703,47.28,98442,73.72,92687,2910,2845,ประชาชน,41689,44.98,111440,83.45,109613,1827,72384,66.04,30806,28.1,6423
ชลบุรี,CBI,2,อำเภอเมืองชลบุรี (เฉพาะนาป่า บ้านสวน บางทราย บางปลาสร้อย มะขามหย่ง บ้านโขด),113941,78872,69.22,73956,1776,3140,นางสาววรรณิดา นพสิทธิ์,ประชาชน,28143,38.05,78872,69.22,74280,2150,2442,ประชาชน,31912,42.96,76145,66.83,74772,1373,44433,59.42,25024,33.47,5315
ชลบุรี,CBI,3,"อำเภอเมืองชลบุรี (เฉพาะคลองตำหรุ สำนักบก ดอนหัวฬ่อ หนองไม้แดง), อำเภอบ้านบึง (ยกเว้นบ้านบึง คลองกิ่ว หนองอิรุณ หนองไผ่แก้ว), อำเภอพานทอง",127184,92645,72.84,84876,3120,4649,ร้อยตำรวจเอกสิทธิพัฒน์ ภาวสุทธิ์,ภูมิใจไทย,39906,47.02,92645,72.84,86453,3183,3009,ประชาชน,38208,44.2,92422,72.67,90348,2074,57943,64.13,24786,27.43,7619
ชลบุรี,CBI,4,"อำเภอบ้านบึง (ยกเว้นมาบไผ่ หนองซ้ำซาก หนองบอนแดง หนองชาก), อำเภอหนองใหญ่, อำเภอบ่อทอง",120269,83770,69.65,76139,3736,3895,นายจิรวุฒิ สิงห์โตทอง,ภูมิใจไทย,43072,56.57,83726,69.62,76211,4745,2770,ประชาชน,25507,33.47,86427,71.86,83769,2658,48664,58.09,27272,32.56,7833
ชลบุรี,CBI,5,"อำเภอพนัสนิคม, อำเภอเกาะจันทร์",134984,97667,72.35,89663,3471,4533,นายอนันต์ ปรีดาสุทธิจิตต์,ภูมิใจไทย,49881,55.63,94743,70.19,86568,4768,3407,ประชาชน,28186,32.56,94580,70.07,91991,2589,50221,54.59,32080,34.87,9690
ชลบุรี,CBI,6,"อำเภอศรีราชา (ยกเว้นหนองขาม เขาคันทรง บ่อวิน บึง), อำเภอเกาะสีชัง",138570,88248,63.68,81831,2068,4349,นางนฤมาศ เปี่ยมบัณฑิต,ประชาชน,36759,44.92,88747,64.04,83249,2867,2631,ประชาชน,37762,45.36,103284,74.54,101470,1814,68839,67.84,26383,26.0,6248
ชลบุรี,CBI,7,อำเภอศรีราชา (ยกเว้นบางพระ สุรศักดิ์ ทุ่งสุขลา ศรีราชา),127875,84276,65.9,78561,1993,3722,นายสหัสวัต คุ้มคง,ประชาชน,37862,48.19,84052,65.73,79513,2185,2354,ประชาชน,40997,51.56,92236,72.13,90740,1496,66614,73.41,18592,20.49,5534
ชลบุรี,CBI,8,อำเภอบางละมุง (ยกเว้นหนองปรือ),140456,86649,61.69,79998,2844,3807,นายเชาวลิตร แสงอุทัย,ภูมิใจไทย,35060,43.83,86455,61.55,80819,3093,2543,ประชาชน,35044,43.36,84715,60.31,82912,1803,54737,66.02,21246,25.62,6929
ชลบุรี,CBI,9,อำเภอบางละมุง (เฉพาะหนองปรือ),122755,62578,50.98,56469,2878,3231,นายยอดชาย พึ่งพร,ประชาชน,24410,43.23,62757,51.12,58973,1872,1912,ประชาชน,26747,45.35,64914,52.88,63676,1238,43101,67.69,15726,24.7,4849
ชลบุรี,CBI,10,อำเภอสัตหีบ,134689,84108,62.45,77743,1900,4465,นายธนาธาร ประมูลพงษ์,ประชาชน,25552,32.87,79374,58.93,72890,2585,3899,ประชาชน,28237,38.74,81574,60.56,80127,1447,47761,59.61,25453,31.77,6913
ระยอง,RYG,1,"อำเภอเมืองระยอง (เฉพาะบ้านแลง นาตาขวัญ เนินพระ น้ำคอก ทับมา ห้วยโป่ง มาบตาพุด), อำเภอบ้านค่าย (เฉพาะตาขัน), อำเภอนิคมพัฒนา (เฉพาะมาบข่า)",121744,85173,69.96,79332,2232,3609,นางสาวกมนทรรศน์ กิตติสุนทรสกุล,ประชาชน,33569,42.31,85173,69.96,80393,2223,2557,ประชาชน,36531,45.44,89162,73.24,87734,1428,58674,66.88,22530,25.68,6530
ระยอง,RYG,2,อำเภอเมืองระยอง (ยกเว้นบ้านแลง นาตาขวัญ น้ำคอก ทับมา ห้วยโป่ง มาบตาพุด),116647,71887,61.63,63412,3408,5067,นายกฤช ศิลปชัย,ประชาชน,30488,48.08,71913,61.65,67372,2053,2488,ประชาชน,28490,42.29,72014,61.74,70736,1278,42793,60.5,22034,31.15,5909
ระยอง,RYG,3,"อำเภอแกลง, อำเภอเขาชะเมา",124374,80115,64.41,71812,3348,4955,นายพศิน ปิตุเตชะ,ประชาธิปัตย์,25516,35.53,80302,64.56,73011,3503,3788,ประชาชน,25462,34.87,79217,63.69,77492,1725,43975,56.75,24362,31.44,9155
ระยอง,RYG,4,"อำเภอวังจันทร์, อำเภอบ้านค่าย (ยกเว้นตาขัน), อำเภอปลวกแดง (ยกเว้นแม่น้ำคู้)",129476,57717,44.58,53379,1994,2344,นายฉัตรชัย ปิตุเตชะ,ภูมิใจไทย,32408,60.71,52640,40.66,48711,2206,1723,ประชาชน,16511,33.9,51909,40.09,50600,1309,29897,59.08,15381,30.4,5322
ระยอง,RYG,5,"อำเภอนิคมพัฒนา (ยกเว้นมาบข่า), อำเภอบ้านฉาง, อำเภอปลวกแดง (เฉพาะแม่น้ำคู้)",129567,85239,65.79,77376,3288,4575,นายวัชรพงษ์ ศิริรักษ์,ประชาชน,35743,46.19,85354,65.88,79657,2960,2737,ประชาชน,37449,47.01,91127,70.33,89401,1726,62519,69.93,20023,22.4,6859
จันทบุรี,CTI,1,"อำเภอเมืองจันทบุรี, อำเภอมะขาม (ยกเว้นปัถวี ฉมัน), อำเภอแหลมสิงห์",148028,105152,71.04,95966,3058,6128,พลตำรวจโทสุรพล วิรัตน์โยสินทร์,ภูมิใจไทย,31182,32.49,104944,70.89,95372,4217,5355,ประชาชน,34554,36.23,102849,69.48,100657,2192,55137,54.78,35519,35.29,10001
จันทบุรี,CTI,2,"อำเภอท่าใหม่, อำเภอแก่งหางแมว, อำเภอนายายอาม, อำเภอเขาคิชฌกูฏ",142477,94138,66.07,84142,4595,5401,นายคัมภีร์ ชื่นบาน,ภูมิใจไทย,37377,44.42,94306,66.19,84082,5244,4980,ประชาชน,25461,30.28,94942,66.64,92577,2365,48951,52.88,32107,34.68,11519
จันทบุรี,CTI,3,"อำเภอขลุง, อำเภอโป่งน้ำร้อน, อำเภอมะขาม (เฉพาะปัถวี ฉมัน), อำเภอสอยดาว",142287,96465,67.8,87089,4032,5344,นายชรัตน์ เนรัญชร,ภูมิใจไทย,30286,34.78,96465,67.8,86495,5477,4493,ประชาชน,25094,29.01,93040,65.39,90451,2589,46952,51.91,32408,35.83,11091
ตราด,TRT,1,"อำเภอเมืองตราด, อำเภอคลองใหญ่, อำเภอเขาสมิง, อำเภอบ่อไร่, อำเภอแหลมงอบ, อำเภอเกาะกูด, อำเภอเกาะช้าง",176920,112944,63.84,104438,4161,4345,นายพิชานนท์ อิงประสาร,ภูมิใจไทย,62391,59.74,113099,63.93,103587,5726,3786,ภูมิใจไทย,32024,30.92,113261,64.02,110400,2861,54279,49.17,44523,40.33,11598
ฉะเชิงเทรา,CCO,1,"อำเภอเมืองฉะเชิงเทรา, อำเภอบ้านโพธิ์ (เฉพาะเกาะไร่ คลองประเวศ เทพราช บางกรูด)",146573,105262,71.82,91858,4789,8615,นางฐิติมา ฉายแสง,เพื่อไทย,36976,40.25,105523,71.99,96521,3886,5116,ประชาชน,38831,40.23,106958,72.97,104949,2009,63269,60.29,32104,30.59,9576
