province,prov_id,cons_id,cons_no,zones,registered_voters,ref_turnout,ref_turnout_pct,ref_valid,ref_valid_pct,ref_invalid,ref_invalid_pct,yes_votes,yes_pct,no_votes,no_pct,abstained,abstained_pct,counted_stations,count_pct
อุดรธานี,UDN,UDN_2,2,อำเภอเมืองอุดรธานี (เฉพาะบ้านตาด โนนสูง หมูม่น หนองนาคำ กุดสระ สามพร้าว นาข่า บ้านจั่น หนองขอนกว้าง นากว้าง),132878,64816,48.78,63181,97.48,1635,2.52,42607,67.44,15037,23.8,5537,8.76,192,94.58
อุดรธานี,UDN,UDN_3,3,"อำเภอเมืองอุดรธานี (เฉพาะบ้านขาว), อำเภอเพ็ญ, อำเภอสร้างคอม",125830,71316,56.68,69587,97.58,1729,2.42,47380,68.09,17297,24.86,4910,7.06,229,94.63
อุดรธานี,UDN,UDN_4,4,"อำเภอทุ่งฝน, อำเภอบ้านดุง",126481,67339,53.24,65545,97.34,1794,2.66,44273,67.55,16116,24.59,5156,7.87,207,94.95
อุดรธานี,UDN,UDN_5,5,"อำเภอหนองหาน, อำเภอพิบูลย์รักษ์, อำเภอกู่แก้ว (ยกเว้นบ้านจีต โนนทองอินทร์)",119089,66026,55.44,64316,97.41,1710,2.59,43912,68.28,15529,24.14,4875,7.58,216,94.74
อุดรธานี,UDN,UDN_6,6,"อำเภอไชยวาน, อำเภอศรีธาตุ, อำเภอวังสามหมอ, อำเภอกู่แก้ว (ยกเว้นค้อใหญ่ คอนสาย)",126400,72750,57.56,70860,97.4,1890,2.6,45463,64.16,19747,27.87,5650,7.97,228,94.61
อุดรธานี,UDN,UDN_7,7,"อำเภอกุมภวาปี, อำเภอประจักษ์ศิลปาคม, อำเภอเมืองอุดรธานี (เฉพาะหนองไผ่)",128249,66264,51.67,64511,97.35,1753,2.65,43520,67.46,15943,24.71,5048,7.83,228,95
อุดรธานี,UDN,UDN_8,8,"อำเภอเมืองอุดรธานี (เฉพาะหนองไฮ), อำเภอหนองวัวซอ, อำเภอโนนสะอาด, อำเภอหนองแสง",122696,68657,55.96,66839,97.35,1818,2.65,44202,66.13,17088,25.57,5549,8.3,208,94.98
อุดรธานี,UDN,UDN_9,9,"อำเภอเมืองอุดรธานี (เฉพาะนิคมสงเคราะห์ เชียงยืน เชียงพิณ โคกสะอาด), อำเภอกุดจับ, อำเภอบ้านผือ (เฉพาะเขือน้ำ คำบง โนนทอง หนองหัวคู หนองแวง)",124827,73198,58.64,70915,96.88,2283,3.12,47666,67.22,16910,23.85,6339,8.94,223,94.89
อุดรธานี,UDN,UDN_10,10,"อำเภอบ้านผือ (ยกเว้นเขือน้ำ คำบง โนนทอง หนองหัวคู หนองแวง), อำเภอน้ำโสม, อำเภอนายูง",123023,71462,58.09,69545,97.32,1917,2.68,45491,65.41,17527,25.2,6527,9.39,229,94.63
เลย,LEI,LEI_1,1,"อำเภอเมืองเลย, อำเภอเอราวัณ",125703,85249,67.82,83076,97.45,2173,2.55,51482,61.97,24224,29.16,7370,8.87,214,94.69
เลย,LEI,LEI_2,2,"อำเภอวังสะพุง (เฉพาะหนองหญ้าปล้อง โคกขมิ้น ศรีสงคราม), อำเภอภูกระดึง, อำเภอภูหลวง, อำเภอผาขาว, อำเภอหนองหิน",132976,75070,56.45,72558,96.65,2512,3.35,43513,59.97,21798,30.04,7247,9.99,255,94.8
เลย,LEI,LEI_3,3,"อำเภอด่านซ้าย, อำเภอนาแห้ว, อำเภอภูเรือ, อำเภอวังสะพุง (ยกเว้นหนองหญ้าปล้อง โคกขมิ้น ศรีสงคราม)",125561,81771,65.12,79465,97.18,2306,2.82,46503,58.52,24734,31.13,8228,10.35,276,94.85
เลย,LEI,LEI_4,4,"อำเภอนาด้วง, อำเภอเชียงคาน, อำเภอปากชม, อำเภอท่าลี่",123891,77451,62.52,75253,97.16,2198,2.84,47256,62.8,21201,28.17,6796,9.03,243,94.92
หนองคาย,NKI,NKI_1,1,"อำเภอเมืองหนองคาย (ยกเว้นพระธาตุบังพวน เวียงคุก), อำเภอโพนพิสัย (เฉพาะทุ่งหลวง เหล่าต่างคำ สร้างนางขาว), อำเภอสระใคร",139496,85566,61.34,83029,97.04,2537,2.96,54909,66.13,21588,26.0,6532,7.87,280,94.92
หนองคาย,NKI,NKI_2,2,"อำเภอโพนพิสัย (ยกเว้นทุ่งหลวง เหล่าต่างคำ สร้างนางขาว), อำเภอเฝ้าไร่, อำเภอรัตนวาปี",136455,76172,55.82,73906,97.03,2266,2.97,49363,66.79,18902,25.58,5641,7.63,266,95
หนองคาย,NKI,NKI_3,3,"อำเภอเมืองหนองคาย (เฉพาะพระธาตุบังพวน เวียงคุก), อำเภอท่าบ่อ, อำเภอศรีเชียงใหม่, อำเภอสังคม, อำเภอโพธิ์ตาก",137516,77518,56.37,75360,97.22,2158,2.78,50065,66.43,19268,25.57,6027,8.0,247,94.64
มหาสารคาม,MKM,MKM_1,1,อำเภอเมืองมหาสารคาม,123641,93008,75.22,91153,98.01,1855,1.99,64367,70.61,20468,22.45,6318,6.93,223,94.89
มหาสารคาม,MKM,MKM_2,2,"อำเภอแกดำ, อำเภอบรบือ (เฉพาะหนองม่วง บัวมาศ ยาง), อำเภอวาปีปทุม",128380,72245,56.27,70262,97.26,1983,2.74,44304,63.06,20296,28.89,5662,8.06,315,94.88
มหาสารคาม,MKM,MKM_3,3,"อำเภอพยัคฆภูมิพิสัย, อำเภอนาดูน, อำเภอยางสีสุราช",130144,76797,59.01,74714,97.29,2083,2.71,46888,62.76,22608,30.26,5218,6.98,269,94.72
มหาสารคาม,MKM,MKM_4,4,"อำเภอบรบือ (ยกเว้นหนองม่วง บัวมาศ ยาง), อำเภอนาเชือก",126010,75372,59.81,73171,97.08,2201,2.92,46280,63.25,21052,28.77,5839,7.98,275,94.83
มหาสารคาม,MKM,MKM_5,5,"อำเภอโกสุมพิสัย, อำเภอกันทรวิชัย (เฉพาะเขวาใหญ่), อำเภอกุดรัง",133026,75222,56.55,73416,97.6,1806,2.4,48279,65.76,19098,26.01,6039,8.23,323,94.72
มหาสารคาม,MKM,MKM_6,6,"อำเภอกันทรวิชัย (ยกเว้นเขวาใหญ่), อำเภอเชียงยืน, อำเภอชื่นชม",128307,82106,63.99,79990,97.42,2116,2.58,54512,68.15,19801,24.75,5677,7.1,287,94.72
ร้อยเอ็ด,RET,RET_1,1,อำเภอเมืองร้อยเอ็ด,126135,84282,66.82,82471,97.85,1811,2.15,53406,64.76,22488,27.27,6577,7.97,247,94.64
ร้อยเอ็ด,RET,RET_2,2,"อำเภอธวัชบุรี (เฉพาะธวัชบุรี หนองพอก มะอึ), อำเภอโพนทอง (เฉพาะนาอุดม อุ่มเม่า คำนาดี), อำเภอโพธิ์ชัย, อำเภอจังหาร, อำเภอเชียงขวัญ",136719,79838,58.4,77645,97.25,2193,2.75,51411,66.21,19886,25.61,6348,8.18,345,94.78
ร้อยเอ็ด,RET,RET_3,3,"อำเภอโพนทอง (ยกเว้นนาอุดม โพธิ์ศรีสว่าง อุ่มเม่า คำนาดี โคกสูง), อำเภอหนองพอก, อำเภอเมยวดี",133017,74846,56.27,72887,97.38,1959,2.62,47426,65.07,19541,26.81,5920,8.12,285,95
ร้อยเอ็ด,RET,RET_4,4,"อำเภอธวัชบุรี (เฉพาะไพศาล บึงนคร ธงธานี), อำเภอโพนทอง (เฉพาะโพธิ์ศรีสว่าง โคกสูง), อำเภอเสลภูมิ, อำเภอทุ่งเขาหลวง (ยกเว้นเทอดไทย เหล่า)",129528,73369,56.64,71467,97.41,1902,2.59,47811,66.9,18193,25.46,5463,7.64,314,94.86
ร้อยเอ็ด,RET,RET_5,5,"อำเภอธวัชบุรี (เฉพาะหนองไผ่ นิเวศน์ อุ่มเม้า), อำเภอพนมไพร, อำเภออาจสามารถ (ยกเว้นโหรา หนองบัว ขี้เหล็ก บ้านดู่), อำเภอหนองฮี (เฉพาะหนองฮี), อำเภอทุ่งเขาหลวง (เฉพาะเทอดไทย เหล่า)",133199,68223,51.22,66507,97.48,1716,2.52,44896,67.51,15815,23.78,5796,8.71,326,94.77
ร้อยเอ็ด,RET,RET_6,6,"อำเภอสุวรรณภูมิ, อำเภอโพนทราย, อำเภอหนองฮี (ยกเว้นหนองฮี)",130129,69241,53.21,67519,97.51,1722,2.49,46321,68.6,16464,24.38,4734,7.01,283,94.97
ร้อยเอ็ด,RET,RET_7,7,"อำเภอเกษตรวิสัย, อำเภอปทุมรัตต์, อำเภอเมืองสรวง (ยกเว้นหนองผือ เมืองสรวง)",134383,73359,54.59,71560,97.55,1799,2.45,49988,69.85,16846,23.54,4726,6.6,302,94.97
ร้อยเอ็ด,RET,RET_8,8,"อำเภอจตุรพักตรพิมาน, อำเภอธวัชบุรี (เฉพาะเขวาทุ่ง เมืองน้อย ราชธานี), อำเภออาจสามารถ (เฉพาะโหรา หนองบัว ขี้เหล็ก บ้านดู่), อำเภอศรีสมเด็จ, อำเภอเมืองสรวง (เฉพาะหนองผือ เมืองสรวง)",131264,76236,58.08,74396,97.59,1840,2.41,49367,66.36,19107,25.68,5922,7.96,322,94.99
กาฬสินธุ์,KSN,KSN_1,1,"อำเภอเมืองกาฬสินธุ์, อำเภอนามน (เฉพาะยอดแกง), อำเภอสมเด็จ (เฉพาะหนองแวง)",131448,76507,58.2,74567,97.46,1940,2.54,47602,63.84,20806,27.9,6159,8.26,267,94.68
กาฬสินธุ์,KSN,KSN_2,2,"อำเภอยางตลาด, อำเภอฆ้องชัย",126190,76297,60.46,74485,97.63,1812,2.37,50076,67.23,19052,25.58,5357,7.19,249,94.68
กาฬสินธุ์,KSN,KSN_3,3,"อำเภอห้วยเม็ก, อำเภอท่าคันโท, อำเภอหนองกุงศรี",124254,72318,58.2,70121,96.96,2197,3.04,41138,58.67,22832,32.56,6151,8.77,251,94.72
กาฬสินธุ์,KSN,KSN_4,4,"อำเภอสหัสขันธ์, อำเภอคำม่วง, อำเภอสมเด็จ (ยกเว้นหนองแวง), อำเภอสามชัย",136372,81846,60.02,79536,97.18,2310,2.82,48206,60.61,24828,31.22,6502,8.17,292,94.81
กาฬสินธุ์,KSN,KSN_5,5,"อำเภอนามน (ยกเว้นยอดแกง), อำเภอกมลาไสย, อำเภอร่องคำ, อำเภอห้วยผึ้ง, อำเภอดอนจาน",137298,83599,60.89,81291,97.24,2308,2.76,54174,66.64,21132,26.0,5985,7.36,274,94.81
กาฬสินธุ์,KSN,KSN_6,6,"อำเภอกุฉินารายณ์, อำเภอเขาวง, อำเภอนาคู",135642,84244,62.11,81641,96.91,2603,3.09,54165,66.35,20831,25.52,6645,8.14,277,94.86
สกลนคร,SNK,SNK_1,1,อำเภอเมืองสกลนคร (ยกเว้นโนนหอม ม่วงลาย ดงชน หนองลาด โคกก่อง),133910,84788,63.32,82821,97.68,1967,2.32,51764,62.5,23376,28.22,7681,9.27,220,94.83
สกลนคร,SNK,SNK_2,2,"อำเภอเมืองสกลนคร (เฉพาะโนนหอม ม่วงลาย ดงชน โคกก่อง), อำเภอกุสุมาลย์, อำเภอเต่างอย, อำเภอโคกศรีสุพรรณ, อำเภอโพนนาแก้ว",131926,79299,60.11,77670,97.95,1629,2.05,49851,64.18,21169,27.26,6650,8.56,244,94.94
สกลนคร,SNK,SNK_3,3,"อำเภอเมืองสกลนคร (เฉพาะหนองลาด), อำเภอพรรณานิคม, อำเภอวานรนิวาส (เฉพาะนาซอ), อำเภออากาศอำนวย",134035,77109,57.53,75462,97.86,1647,2.14,48522,64.3,19737,26.15,7203,9.55,245,94.96
สกลนคร,SNK,SNK_4,4,"อำเภอกุดบาก, อำเภอวาริชภูมิ, อำเภอนิคมน้ำอูน, อำเภอส่องดาว (ยกเว้นท่าศิลา), อำเภอภูพาน",128385,75610,58.89,73728,97.51,1882,2.49,45370,61.54,21189,28.74,7169,9.72,240,94.86
สกลนคร,SNK,SNK_5,5,"อำเภอสว่างแดนดิน, อำเภอส่องดาว (เฉพาะท่าศิลา)",129748,76878,59.25,75012,97.57,1866,2.43,47007,62.67,21730,28.97,6275,8.37,213,94.67
สกลนคร,SNK,SNK_6,6,"อำเภอพังโคน, อำเภอวานรนิวาส (เฉพาะเดื่อศรีคันไชย ขัวก่าย หนองสนม ธาตุ ศรีวิชัย คอนสวรรค์), อำเภอเจริญศิลป์",130056,71919,55.3,70440,97.94,1479,2.06,45519,64.62,19113,27.13,5808,8.25,223,94.89
สกลนคร,SNK,SNK_7,7,"อำเภอวานรนิวาส (ยกเว้นเดื่อศรีคันไชย ขัวก่าย หนองสนม ธาตุ ศรีวิชัย นาซอ คอนสวรรค์), อำเภอคำตากล้า, อำเภอบ้านม่วง",131937,70682,53.57,69116,97.78,1566,2.22,44581,64.5,18382,26.6,6153,8.9,237,94.8
นครพนม,NPM,NPM_1,1,"อำเภอบ้านแพง, อำเภอศรีสงคราม, อำเภอนาหว้า, อำเภอนาทม",143587,87363,60.84,84324,96.52,3039,3.48,52981,62.83,23544,27.92,7799,9.25,272,94.77
นครพนม,NPM,NPM_2,2,"อำเภอเมืองนครพนม (เฉพาะนาราชควาย อาจสามารถ ท่าค้อ หนองญาติ ในเมือง หนองแสง), อำเภอท่าอุเทน, อำเภอโพนสวรรค์",142901,85031,59.5,82803,97.38,2228,2.62,55106,66.55,20701,25.0,6996,8.45,279,94.9
นครพนม,NPM,NPM_3,3,"อำเภอเมืองนครพนม (เฉพาะนาทราย ขามเฒ่า บ้านกลาง คำเตย ดงขวาง โพธิ์ตาก), อำเภอธาตุพนม, อำเภอเรณูนคร",142411,83292,58.49,81347,97.66,1945,2.34,54321,66.78,20573,25.29,6453,7.93,276,94.85
นครพนม,NPM,NPM_4,4,"อำเภอเมืองนครพนม (เฉพาะกุรุคุ บ้านผึ้ง วังตามัว), อำเภอปลาปาก, อำเภอนาแก, อำเภอวังยาง",144796,86100,59.46,83882,97.42,2218,2.58,54449,64.91,22291,26.57,7142,8.51,299,94.92
มุกดาหาร,MDH,MDH_1,1,"อำเภอเมืองมุกดาหาร (ยกเว้นผึ่งแดด นาโสก ดงมอน), อำเภอดอนตาล, อำเภอหว้านใหญ่",141841,94953,66.94,92661,97.59,2292,2.41,62502,67.45,22760,24.56,7399,7.99,270,94.74
มุกดาหาร,MDH,MDH_2,2,"อำเภอเมืองมุกดาหาร (เฉพาะผึ่งแดด นาโสก ดงมอน), อำเภอนิคมคำสร้อย, อำเภอดงหลวง, อำเภอคำชะอี, อำเภอหนองสูง",138498,89854,64.88,87230,97.08,2624,2.92,56220,64.45,23560,27.01,7450,8.54,313,94.85
เชียงใหม่,CMI,CMI_4,4,"อำเภอแม่ริม (เฉพาะแม่สา ดอนแก้ว เหมืองแก้ว), อำเภอสันทราย",144798,103125,71.22,101040,97.98,2085,2.02,72508,71.76,21242,21.02,7290,7.21,228,94.61
เชียงใหม่,CMI,CMI_5,5,"อำเภอแม่แตง, อำเภอแม่ริม (ยกเว้นแม่สา ดอนแก้ว เหมืองแก้ว), อำเภอสะเมิง, อำเภอกัลยาณิวัฒนา",133219,93311,70.04,90800,97.31,2511,2.69,63109,69.5,19415,21.38,8276,9.11,279,94.9
เชียงใหม่,CMI,CMI_1,1,อำเภอเมืองเชียงใหม่ (ยกเว้นหนองหอย ท่าศาลา หนองป่าครั่ง วัดเกต),137793,119595,86.79,118059,98.72,1536,1.28,91590,77.58,20653,17.49,5816,4.93,221,94.85
เชียงใหม่,CMI,CMI_2,2,"อำเภอสันกำแพง (เฉพาะแช่ช้าง สันกลาง บวกค้าง), อำเภอสารภี, อำเภอเมืองเชียงใหม่ (เฉพาะหนองหอย ท่าศาลา หนองป่าครั่ง วัดเกต)",143760,102276,71.14,100201,97.97,2075,2.03,72757,72.61,19683,19.64,7761,7.75,267,94.68
เชียงใหม่,CMI,CMI_3,3,"อำเภอดอยสะเก็ด, อำเภอสันกำแพง (ยกเว้นแช่ช้าง สันกลาง บวกค้าง), อำเภอแม่ออน",139193,98923,71.07,96802,97.86,2121,2.14,70349,72.67,18744,19.36,7709,7.96,275,94.83
เชียงใหม่,CMI,CMI_6,6,"อำเภอเชียงดาว, อำเภอพร้าว, อำเภอเวียงแหง, อำเภอไชยปราการ (ยกเว้นแม่ทะลบ ปงตำ)",127380,80906,63.52,77966,96.37,2940,3.63,53267,68.32,17973,23.05,6726,8.63,273,94.79
เชียงใหม่,CMI,CMI_7,7,"อำเภอฝาง, อำเภอแม่อาย, อำเภอไชยปราการ (ยกเว้นศรีดงเย็น หนองบัว)",132908,88258,66.41,85112,96.44,3146,3.56,57273,67.29,20497,24.08,7342,8.63,273,94.79
เชียงใหม่,CMI,CMI_8,8,"อำเภอสันป่าตอง, อำเภอหางดง",141140,107540,76.19,104926,97.57,2614,2.43,77926,74.27,18791,17.91,8209,7.82,308,94.77
เชียงใหม่,CMI,CMI_9,9,"อำเภอจอมทอง, อำเภอแม่แจ่ม (เฉพาะช่างเคิ่ง แม่ศึก แม่นาจร), อำเภอแม่วาง, อำเภอดอยหล่อ",126155,97022,76.91,93772,96.65,3250,3.35,65854,70.23,19731,21.04,8187,8.73,277,94.86
เชียงใหม่,CMI,CMI_10,10,"อำเภอแม่แจ่ม (ยกเว้นช่างเคิ่ง แม่ศึก แม่นาจร), อำเภอฮอด, อำเภอดอยเต่า, อำเภออมก๋อย",121915,87813,72.03,84800,96.57,3013,3.43,60971,71.9,17564,20.71,6265,7.39,264,94.96
ลำพูน,LPN,LPN_1,1,"อำเภอเมืองลำพูน, อำเภอแม่ทา, อำเภอบ้านธิ",171262,126250,73.72,123415,97.75,2835,2.25,88625,71.81,24345,19.73,10445,8.46,316,94.89
ลำพูน,LPN,LPN_2,2,"อำเภอบ้านโฮ่ง, อำเภอลี้, อำเภอทุ่งหัวช้าง, อำเภอป่าซาง, อำเภอเวียงหนองล่อง",162629,119364,73.4,115255,96.56,4109,3.44,75112,65.17,28406,24.65,11737,10.18,352,94.88
ลำปาง,LPG,LPG_1,1,"อำเภอเมืองลำปาง (ยกเว้นบ้านแลง บ้านเสด็จ กล้วยแพะ ปงแสนทอง), อำเภอห้างฉัตร",146326,97995,66.97,95808,97.77,2187,2.23,63842,66.64,24143,25.2,7823,8.17,276,94.85
ลำปาง,LPG,LPG_2,2,"อำเภอเมืองลำปาง (เฉพาะบ้านแลง บ้านเสด็จ), อำเภองาว, อำเภอแจ้ห่ม, อำเภอวังเหนือ, อำเภอเมืองปาน",150940,97185,64.39,93735,96.45,3450,3.55,62264,66.43,23541,25.11,7930,8.46,326,94.77
ลำปาง,LPG,LPG_3,3,"อำเภอเมืองลำปาง (เฉพาะพิชัย พระบาท ชมพู กล้วยแพะ ปงแสนทอง), อำเภอแม่เมาะ, อำเภอแม่ทะ",147220,99138,67.34,96401,97.24,2737,2.76,64356,66.76,23359,24.23,8686,9.01,262,94.93
ลำปาง,LPG,LPG_4,4,"อำเภอเกาะคา, อำเภอเสริมงาม, อำเภอเถิน, อำเภอแม่พริก, อำเภอสบปราบ",157791,100383,63.62,97074,96.7,3309,3.3,65369,67.34,23630,24.34,8075,8.32,318,94.93
อุตรดิตถ์,UTT,UTT_1,1,อำเภอเมืองอุตรดิตถ์,118173,76884,65.06,74840,97.34,2044,2.66,44034,58.84,23491,31.39,7315,9.77,224,94.92
อุตรดิตถ์,UTT,UTT_2,2,"อำเภอท่าปลา, อำเภอน้ำปาด, อำเภอฟากท่า, อำเภอบ้านโคก, อำเภอพิชัย (เฉพาะนาอิน นายาง), อำเภอทองแสนขัน",125041,73464,58.75,71322,97.08,2142,2.92,40917,57.37,23232,32.57,7173,10.06,273,94.79
อุตรดิตถ์,UTT,UTT_3,3,"อำเภอตรอน, อำเภอพิชัย (ยกเว้นนาอิน นายาง), อำเภอลับแล",123483,75414,61.07,73788,97.84,1626,2.16,45467,61.62,20918,28.35,7403,10.03,234,94.74
แพร่,PRE,PRE_1,1,"อำเภอเมืองแพร่ (ยกเว้นวังธง ห้วยม้า วังหงส์ ท่าข้าม แม่ยม แม่คำมี แม่หล่าย), อำเภอสูงเม่น (ยกเว้นหัวฝาย บ้านปง)",122115,83996,68.78,82253,97.92,1743,2.08,56322,68.47,20650,25.11,5281,6.42,242,94.9
แพร่,PRE,PRE_2,2,"อำเภอเมืองแพร่ (เฉพาะวังธง ห้วยม้า วังหงส์ ท่าข้าม แม่ยม แม่คำมี แม่หล่าย), อำเภอร้องกวาง, อำเภอสอง, อำเภอหนองม่วงไข่",116303,76674,65.93,74424,97.07,2250,2.93,48503,65.17,20800,27.95,5121,6.88,263,94.95
แพร่,PRE,PRE_3,3,"อำเภอลอง, อำเภอสูงเม่น (เฉพาะหัวฝาย บ้านปง), อำเภอเด่นชัย, อำเภอวังชิ้น",121732,71748,58.94,69688,97.13,2060,2.87,45230,64.9,18608,26.7,5850,8.39,247,94.64
น่าน,NAN,NAN_1,1,"อำเภอเมืองน่าน, อำเภอท่าวังผา, อำเภอภูเพียง",139889,91824,65.64,89706,97.69,2118,2.31,59874,66.74,22513,25.1,7319,8.16,283,94.97
น่าน,NAN,NAN_2,2,"อำเภอแม่จริม, อำเภอบ้านหลวง, อำเภอนาน้อย, อำเภอเวียงสา, อำเภอนาหมื่น, อำเภอสันติสุข",129646,84752,65.37,82986,97.92,1766,2.08,55343,66.69,21263,25.62,6380,7.69,332,94.86
น่าน,NAN,NAN_3,3,"อำเภอปัว, อำเภอทุ่งช้าง, อำเภอเชียงกลาง, อำเภอบ่อเกลือ, อำเภอสองแคว, อำเภอเฉลิมพระเกียรติ (เฉพาะห้วยโก๋น ขุนน่าน)",119741,77374,64.62,75334,97.36,2040,2.64,49582,65.82,19547,25.95,6205,8.24,285,95
พะเยา,PYO,PYO_1,1,"อำเภอเมืองพะเยา, อำเภอแม่ใจ",124910,95157,76.18,92608,97.32,2549,2.68,62010,66.96,23565,25.45,7033,7.59,265,94.98
พะเยา,PYO,PYO_2,2,"อำเภอจุน, อำเภอเชียงคำ, อำเภอภูซาง",127913,83556,65.32,81356,97.37,2200,2.63,56408,69.33,19180,23.58,5768,7.09,277,94.86
พะเยา,PYO,PYO_3,3,"อำเภอเชียงม่วน, อำเภอดอกคำใต้, อำเภอปง, อำเภอภูกามยาว",130330,84990,65.21,82034,96.52,2956,3.48,53460,65.17,21964,26.77,6610,8.06,285,95
เชียงราย,CRI,CRI_1,1,อำเภอเมืองเชียงราย (ยกเว้นแม่ข้าวต้ม ห้วยสัก ดอยลาน ท่าสุด นางแล),141662,95806,67.63,93576,97.67,2230,2.33,65903,70.43,20328,21.72,7345,7.85,228,94.61
เชียงราย,CRI,CRI_2,2,"อำเภอเมืองเชียงราย (เฉพาะแม่ข้าวต้ม ท่าสุด นางแล), อำเภอเวียงชัย, อำเภอแม่จัน (เฉพาะแม่จัน สันทราย ท่าข้าวเปลือก ป่าตึง ป่าซาง), อำเภอเวียงเชียงรุ้ง",132701,94496,71.21,91876,97.23,2620,2.77,66194,72.05,18516,20.15,7166,7.8,250,94.7
เชียงราย,CRI,CRI_3,3,"อำเภอแม่สรวย, อำเภอเวียงป่าเป้า, อำเภอแม่ลาว",139926,94034,67.2,90714,96.47,3320,3.53,61801,68.13,21018,23.17,7895,8.7,306,94.74
เชียงราย,CRI,CRI_4,4,"อำเภอเมืองเชียงราย (เฉพาะห้วยสัก ดอยลาน), อำเภอพาน, อำเภอป่าแดด",141667,93803,66.21,91341,97.38,2462,2.62,63450,69.46,20547,22.49,7344,8.04,348,94.82
เชียงราย,CRI,CRI_5,5,"อำเภอเทิง, อำเภอพญาเม็งราย, อำเภอขุนตาล, อำเภอเชียงของ (เฉพาะบุญเรือง)",132060,87831,66.51,85441,97.28,2390,2.72,59276,69.38,19721,23.08,6444,7.54,282,94.95
เชียงราย,CRI,CRI_6,6,"อำเภอแม่จัน (เฉพาะแม่คำ แม่ไร่ ศรีค้ำ จอมสวรรค์), อำเภอแม่สาย, อำเภอแม่ฟ้าหลวง",126632,74965,59.2,72625,96.88,2340,3.12,51560,70.99,14942,20.57,6123,8.43,229,94.63
เชียงราย,CRI,CRI_7,7,"อำเภอเชียงของ (ยกเว้นบุญเรือง), อำเภอเชียงแสน, อำเภอเวียงแก่น, อำเภอดอยหลวง, อำเภอแม่จัน (เฉพาะจันจว้า จันจว้าใต้)",134341,87052,64.8,84289,96.83,2763,3.17,58449,69.34,18383,21.81,7457,8.85,281,94.93
แม่ฮ่องสอน,MSN,MSN_1,1,"อำเภอเมืองแม่ฮ่องสอน, อำเภอขุนยวม, อำเภอปาย, อำเภอปางมะผ้า",89158,60433,67.78,58955,97.55,1478,2.45,38851,65.9,15027,25.49,5077,8.61,229,94.63
แม่ฮ่องสอน,MSN,MSN_2,2,"อำเภอแม่สะเรียง, อำเภอแม่ลาน้อย, อำเภอสบเมย",96014,65597,68.32,63379,96.62,2218,3.38,41715,65.82,16983,26.8,4681,7.39,216,94.74
นครสวรรค์,NSN,NSN_1,1,อำเภอเมืองนครสวรรค์ (ยกเว้นบ้านแก่ง พระนอน หนองกรด หนองกระโดน หนองปลิง),138721,86872,62.62,84866,97.69,2006,2.31,47908,56.45,29223,34.43,7735,9.11,219,94.81
นครสวรรค์,NSN,NSN_2,2,"อำเภอเมืองนครสวรรค์ (เฉพาะบ้านแก่ง พระนอน หนองกรด หนองกระโดน หนองปลิง), อำเภอโกรกพระ, อำเภอพยุหะคีรี",137003,93053,67.92,90018,96.74,3035,3.26,50000,55.54,30646,34.04,9372,10.41,258,94.85
นครสวรรค์,NSN,NSN_3,3,"อำเภอชุมแสง, อำเภอบรรพตพิสัย, อำเภอเก้าเลี้ยว",146633,90188,61.51,87474,96.99,2714,3.01,49731,56.85,28437,32.51,9306,10.64,292,94.81
นครสวรรค์,NSN,NSN_4,4,"อำเภอหนองบัว, อำเภอท่าตะโก, อำเภอไพศาลี (ยกเว้นสำโรงชัย ตะคร้อ โพธิ์ประสาท)",139645,81604,58.44,78815,96.58,2789,3.42,45899,58.24,25188,31.96,7728,9.81,267,94.68
นครสวรรค์,NSN,NSN_5,5,"อำเภอตาคลี, อำเภอไพศาลี (เฉพาะสำโรงชัย ตะคร้อ โพธิ์ประสาท), อำเภอตากฟ้า",139426,83844,60.14,81248,96.9,2596,3.1,43996,54.15,28294,34.82,8958,11.03,275,94.83
นครสวรรค์,NSN,NSN_6,6,"อำเภอลาดยาว, อำเภอแม่วงก์, อำเภอแม่เปิน, อำเภอชุมตาบง",136823,79836,58.35,77002,96.45,2834,3.55,43584,56.6,26205,34.03,7213,9.37,247,95
อุทัยธานี,UTI,UTI_1,1,"อำเภอเมืองอุทัยธานี, อำเภอทัพทัน, อำเภอสว่างอารมณ์, อำเภอหนองฉาง (ยกเว้นทุ่งโพ เขากวางทอง เขาบางแกรก), อำเภอหนองขาหย่าง",127283,71733,56.36,70062,97.67,1671,2.33,34620,49.41,27808,39.69,7634,10.9,323,95
อุทัยธานี,UTI,UTI_2,2,"อำเภอหนองฉาง (เฉพาะทุ่งโพ เขากวางทอง เขาบางแกรก), อำเภอบ้านไร่, อำเภอลานสัก, อำเภอห้วยคต",134558,75508,56.12,73432,97.25,2076,2.75,36538,49.76,29012,39.51,7882,10.73,293,94.82
กำแพงเพชร,KPT,KPT_1,1,อำเภอเมืองกำแพงเพชร (ยกเว้นไตรตรึงษ์ สระแก้ว),145121,91430,63.0,88707,97.02,2723,2.98,49548,55.86,30599,34.49,8560,9.65,262,94.93
กำแพงเพชร,KPT,KPT_2,2,"อำเภอเมืองกำแพงเพชร (เฉพาะสระแก้ว), อำเภอไทรงาม (ยกเว้นไทรงาม หนองไม้กอง หนองแม่แตง), อำเภอพรานกระต่าย, อำเภอลานกระบือ, อำเภอโกสัมพีนคร",147920,95579,64.62,92212,96.48,3367,3.52,50776,55.06,31869,34.56,9567,10.38,304,95
