province,prov_id,cons_id,cons_no,zones,registered_voters,ref_turnout,ref_turnout_pct,ref_valid,ref_valid_pct,ref_invalid,ref_invalid_pct,yes_votes,yes_pct,no_votes,no_pct,abstained,abstained_pct,counted_stations,count_pct
ฉะเชิงเทรา,CCO,CCO_3,3,"อำเภอพนมสารคาม (ยกเว้นพนมสารคาม หนองยาว), อำเภอสนามชัยเขต, อำเภอท่าตะเกียบ",148423,95809,64.55,92782,96.84,3027,3.16,56658,61.07,26920,29.01,9204,9.92,244,94.94
ฉะเชิงเทรา,CCO,CCO_4,4,"อำเภอบางปะกง, อำเภอบ้านโพธิ์ (ยกเว้นเกาะไร่ คลองประเวศ เทพราช บางกรูด), อำเภอแปลงยาว",151927,118734,78.15,115889,97.6,2845,2.4,73552,63.47,31937,27.56,10400,8.97,242,94.9
ปราจีนบุรี,PRI,PRI_1,1,"อำเภอเมืองปราจีนบุรี, อำเภอบ้านสร้าง, อำเภอศรีมโหสถ",132597,88662,66.87,86696,97.78,1966,2.22,48948,56.46,28348,32.7,9400,10.84,227,94.98
ปราจีนบุรี,PRI,PRI_2,2,"อำเภอนาดี (ยกเว้นทุ่งโพธิ์ แก่งดินสอ), อำเภอประจันตคาม, อำเภอศรีมหาโพธิ",141803,103652,73.1,101262,97.69,2390,2.31,63706,62.91,28253,27.9,9303,9.19,279,94.9
ปราจีนบุรี,PRI,PRI_3,3,"อำเภอกบินทร์บุรี, อำเภอนาดี (เฉพาะทุ่งโพธิ์ แก่งดินสอ)",129130,87196,67.53,84862,97.32,2334,2.68,50110,59.05,26152,30.82,8600,10.13,247,95
นครนายก,NYK,NYK_1,1,"อำเภอเมืองนครนายก, อำเภอปากพลี",104054,77669,74.64,75450,97.14,2219,2.86,41487,54.99,26134,34.64,7829,10.38,197,94.71
นครนายก,NYK,NYK_2,2,"อำเภอบ้านนา, อำเภอองครักษ์",108945,81145,74.48,78887,97.22,2258,2.78,44840,56.84,25843,32.76,8204,10.4,240,94.86
สระแก้ว,SKW,SKW_1,1,"อำเภอเมืองสระแก้ว, อำเภอวังน้ำเย็น (เฉพาะทุ่งมหาเจริญ), อำเภอเขาฉกรรจ์",147502,89345,60.57,86649,96.98,2696,3.02,48055,55.46,29891,34.5,8703,10.04,274,94.81
สระแก้ว,SKW,SKW_2,2,"อำเภอคลองหาด, อำเภอวังน้ำเย็น (ยกเว้นทุ่งมหาเจริญ), อำเภอวัฒนานคร (ยกเว้นช่องกุ่ม แซร์ออ), อำเภอวังสมบูรณ์",145146,88006,60.63,85536,97.19,2470,2.81,46194,54.01,30321,35.45,9021,10.55,288,94.74
สระแก้ว,SKW,SKW_3,3,"อำเภอตาพระยา, อำเภอวัฒนานคร (เฉพาะช่องกุ่ม แซร์ออ), อำเภออรัญประเทศ, อำเภอโคกสูง",151047,93113,61.65,90233,96.91,2880,3.09,45605,50.54,35211,39.02,9417,10.44,286,94.7
นครราชสีมา,NMA,NMA_1,1,อำเภอเมืองนครราชสีมา (เฉพาะโพธิ์กลาง หนองไผ่ล้อม ในเมือง),128667,86050,66.88,84403,98.09,1647,1.91,50856,60.25,27213,32.24,6334,7.5,226,94.96
นครราชสีมา,NMA,NMA_2,2,อำเภอเมืองนครราชสีมา (เฉพาะโคกสูง มะเริง หนองระเวียง บ้านเกาะ บ้านโพธิ์ จอหอ หนองบัวศาลา ตลาด พะเนา หนองไข่น้ำ หัวทะเล),141222,95793,67.83,93584,97.69,2209,2.31,58990,63.03,25942,27.72,8652,9.25,204,94.88
นครราชสีมา,NMA,NMA_3,3,"อำเภอเมืองนครราชสีมา (เฉพาะหนองจะบก หมื่นไวย พลกรัง บ้านใหม่ พุดซา ไชยมงคล สุรนารี สีมุม หนองกระทุ่ม โคกกรวด ปรุใหญ่), อำเภอโนนไทย (เฉพาะด่านจาก กำปัง สำโรง)",136549,93235,68.28,91127,97.74,2108,2.26,56411,61.9,26686,29.28,8030,8.81,220,94.83
นครราชสีมา,NMA,NMA_4,4,"อำเภอโนนไทย (ยกเว้นด่านจาก กำปัง สำโรง), อำเภอสูงเนิน, อำเภอขามทะเลสอ",131758,85135,64.61,82964,97.45,2171,2.55,49523,59.69,24649,29.71,8792,10.6,288,94.74
นครราชสีมา,NMA,NMA_5,5,"อำเภอโนนสูง, อำเภอพิมาย (เฉพาะสัมฤทธิ์ กระเบื้องใหญ่ ท่าหลวง ชีวาน), อำเภอเฉลิมพระเกียรติ (เฉพาะช้างทอง ท่าช้าง)",133508,86302,64.64,83444,96.69,2858,3.31,46605,55.85,27385,32.82,9454,11.33,279,94.9
นครราชสีมา,NMA,NMA_6,6,"อำเภอบัวใหญ่, อำเภอแก้งสนามนาง, อำเภอบัวลาย, อำเภอสีดา",133507,76115,57.01,73881,97.06,2234,2.94,44285,59.94,23411,31.69,6185,8.37,289,94.75
นครราชสีมา,NMA,NMA_7,7,"อำเภอประทาย, อำเภอโนนแดง, อำเภอเมืองยาง, อำเภอลำทะเมนชัย",131810,72271,54.83,70051,96.93,2220,3.07,41054,58.61,22993,32.82,6004,8.57,312,94.83
นครราชสีมา,NMA,NMA_8,8,"อำเภอพิมาย (ยกเว้นสัมฤทธิ์ กระเบื้องใหญ่ ท่าหลวง ชีวาน), อำเภอชุมพวง (ยกเว้นตลาดไทร โนนตูม)",133816,78035,58.32,75862,97.22,2173,2.78,42926,56.58,24580,32.4,8356,11.01,276,94.85
นครราชสีมา,NMA,NMA_9,9,"อำเภอจักราช, อำเภอห้วยแถลง, อำเภอชุมพวง (เฉพาะตลาดไทร โนนตูม)",135762,82841,61.02,80406,97.06,2435,2.94,44838,55.76,27450,34.14,8118,10.1,283,94.97
นครราชสีมา,NMA,NMA_10,10,"อำเภอครบุรี (ยกเว้นโคกกระชาย มาบตะโกเอน ลำเพียก ตะแบกบาน สระว่านพระยา), อำเภอโชคชัย, อำเภอเฉลิมพระเกียรติ (เฉพาะพระพุทธ หนองงูเหลือม หนองยาง)",138144,102327,74.07,98516,96.28,3811,3.72,53713,54.52,33574,34.08,11229,11.4,285,94.68
นครราชสีมา,NMA,NMA_11,11,"อำเภอครบุรี (เฉพาะโคกกระชาย มาบตะโกเอน ลำเพียก ตะแบกบาน สระว่านพระยา), อำเภอเสิงสาง, อำเภอหนองบุญมาก",132460,85473,64.53,83150,97.28,2323,2.72,48056,57.79,25261,30.38,9833,11.83,256,94.81
นครราชสีมา,NMA,NMA_12,12,"อำเภอปักธงชัย, อำเภอวังน้ำเขียว",132505,85752,64.72,83190,97.01,2562,2.99,48789,58.65,25421,30.56,8980,10.79,308,94.77
นครราชสีมา,NMA,NMA_13,13,"อำเภอสีคิ้ว, อำเภอปากช่อง (เฉพาะวังกะทะ โป่งตาลอง คลองม่วง วังไทร)",130106,71432,54.9,69513,97.31,1919,2.69,42897,61.71,19296,27.76,7320,10.53,268,94.7
นครราชสีมา,NMA,NMA_14,14,อำเภอปากช่อง (ยกเว้นวังกะทะ โป่งตาลอง คลองม่วง วังไทร),130825,79842,61.03,78093,97.81,1749,2.19,49309,63.14,21169,27.11,7615,9.75,226,94.96
นครราชสีมา,NMA,NMA_15,15,"อำเภอด่านขุนทด, อำเภอเทพารักษ์, อำเภอพระทองคำ (เฉพาะมาบกราด ทัพรั้ง)",138615,90202,65.07,87875,97.42,2327,2.58,55666,63.35,24762,28.18,7447,8.47,311,94.82
นครราชสีมา,NMA,NMA_16,16,"อำเภอคง, อำเภอบ้านเหลื่อม, อำเภอขามสะแกแสง, อำเภอพระทองคำ (ยกเว้นมาบกราด ทัพรั้ง)",136001,78200,57.5,75834,96.97,2366,3.03,44661,58.89,24101,31.78,7072,9.33,321,94.97
บุรีรัมย์,BRM,BRM_4,4,"อำเภอสตึก, อำเภอบ้านด่าน (ยกเว้นปราสาท บ้านด่าน), อำเภอแคนดง",121519,64824,53.34,62581,96.54,2243,3.46,32368,51.72,24259,38.76,5954,9.51,255,94.8
บุรีรัมย์,BRM,BRM_1,1,"อำเภอเมืองบุรีรัมย์ (ยกเว้นเสม็ด สวายจีก สองห้อง หลักเขต สะแกซำ เมืองฝาง อิสาณ), อำเภอบ้านด่าน (ยกเว้นวังเหนือ โนนขวาง)",125325,76525,61.06,73966,96.66,2559,3.34,37161,50.24,29559,39.96,7246,9.8,259,94.87
บุรีรัมย์,BRM,BRM_2,2,"อำเภอเมืองบุรีรัมย์ (เฉพาะเสม็ด สวายจีก สองห้อง หลักเขต สะแกซำ เมืองฝาง อิสาณ), อำเภอประโคนชัย (เฉพาะไพศาล), อำเภอพลับพลาชัย (ยกเว้นโคกขมิ้น ป่าชัน), อำเภอชำนิ",127640,68042,53.31,65735,96.61,2307,3.39,30755,46.79,28819,43.84,6161,9.37,261,94.91
บุรีรัมย์,BRM,BRM_3,3,"อำเภอกระสัง, อำเภอพลับพลาชัย (เฉพาะโคกขมิ้น ป่าชัน), อำเภอห้วยราช",125637,67770,53.94,65574,96.76,2196,3.24,28354,43.24,32422,49.44,4798,7.32,265,94.98
บุรีรัมย์,BRM,BRM_5,5,"อำเภอคูเมือง (ยกเว้นพรสำราญ), อำเภอพุทไธสง, อำเภอนาโพธิ์, อำเภอบ้านใหม่ไชยพจน์",131438,72902,55.46,70592,96.83,2310,3.17,36094,51.13,27985,39.64,6513,9.23,300,94.94
บุรีรัมย์,BRM,BRM_6,6,"อำเภอคูเมือง (เฉพาะพรสำราญ), อำเภอลำปลายมาศ, อำเภอหนองหงส์ (เฉพาะไทยสามัคคี เสาเดียว สระทอง)",130776,70277,53.74,68381,97.3,1896,2.7,31867,46.6,30743,44.96,5771,8.44,292,94.81
บุรีรัมย์,BRM,BRM_7,7,"อำเภอหนองกี่, อำเภอปะคำ (ยกเว้นหูทำนบ ปะคำ), อำเภอหนองหงส์ (ยกเว้นไทยสามัคคี เสาเดียว สระทอง), อำเภอโนนสุวรรณ",123023,70399,57.22,68323,97.05,2076,2.95,36860,53.95,24553,35.94,6910,10.11,255,94.8
บุรีรัมย์,BRM,BRM_8,8,"อำเภอนางรอง, อำเภอปะคำ (เฉพาะหูทำนบ ปะคำ), อำเภอโนนดินแดง (เฉพาะโนนดินแดง), อำเภอเฉลิมพระเกียรติ (เฉพาะเจริญสุข ถาวร)",126975,74887,58.98,72811,97.23,2076,2.77,37602,51.64,27355,37.57,7854,10.79,264,94.96
บุรีรัมย์,BRM,BRM_9,9,"อำเภอละหานทราย, อำเภอบ้านกรวด (ยกเว้นโนนเจริญ สายตะกู หินลาด เขาดินเหนือ), อำเภอโนนดินแดง (ยกเว้นโนนดินแดง), อำเภอเฉลิมพระเกียรติ (เฉพาะอีสานเขต ยายแย้มวัฒนา ตาเป๊ก)",127988,65883,51.48,63448,96.3,2435,3.7,28735,45.29,28018,44.16,6695,10.55,237,94.8
บุรีรัมย์,BRM,BRM_10,10,"อำเภอประโคนชัย (ยกเว้นไพศาล), อำเภอบ้านกรวด (เฉพาะโนนเจริญ สายตะกู หินลาด เขาดินเหนือ)",121301,65116,53.68,62538,96.04,2578,3.96,27341,43.72,28776,46.01,6421,10.27,209,94.57
สุรินทร์,SRN,SRN_1,1,"อำเภอเมืองสุรินทร์ (เฉพาะตาอ็อง สำโรง นอกเมือง คอโค สวาย เฉนียง เทนมีย์ นาบัว ตระแสง ในเมือง), อำเภอศีขรภูมิ (เฉพาะหนองเหล็ก ตรมไพร)",136098,81695,60.03,79553,97.38,2142,2.62,43349,54.49,29090,36.57,7114,8.94,233,94.72
สุรินทร์,SRN,SRN_2,2,"อำเภอเมืองสุรินทร์ (ยกเว้นตาอ็อง สำโรง นอกเมือง คอโค สวาย เฉนียง เทนมีย์ นาบัว ตระแสง ในเมือง), อำเภอศีขรภูมิ (เฉพาะจารพัต แตล ช่างปี่), อำเภอเขวาสินรินทร์",140119,80644,57.55,78179,96.94,2465,3.06,43922,56.18,27222,34.82,7035,9.0,249,94.68
สุรินทร์,SRN,SRN_3,3,"อำเภอท่าตูม (ยกเว้นพรมเทพ โพนครก ทุ่งกุลา), อำเภอจอมพระ, อำเภอสนม (ยกเว้นหัวงัว)",137394,72539,52.8,70313,96.93,2226,3.07,39935,56.8,24119,34.3,6259,8.9,299,94.92
สุรินทร์,SRN,SRN_4,4,"อำเภอชุมพลบุรี, อำเภอท่าตูม (เฉพาะพรมเทพ โพนครก ทุ่งกุลา), อำเภอรัตนบุรี (ยกเว้นเบิด ยางสว่าง)",139651,72348,51.81,70400,97.31,1948,2.69,42220,59.97,22258,31.62,5922,8.41,291,94.79
สุรินทร์,SRN,SRN_5,5,"อำเภอรัตนบุรี (เฉพาะเบิด ยางสว่าง), อำเภอสนม (เฉพาะหัวงัว), อำเภอศีขรภูมิ (ยกเว้นจารพัต แตล หนองเหล็ก ช่างปี่ กุดหวาย ตรมไพร ผักไหม), อำเภอสำโรงทาบ, อำเภอโนนนารายณ์",135554,69343,51.16,67178,96.88,2165,3.12,39798,59.24,22350,33.27,5030,7.49,299,94.92
สุรินทร์,SRN,SRN_6,6,"อำเภอศีขรภูมิ (เฉพาะกุดหวาย ผักไหม), อำเภอสังขะ (ยกเว้นตาตุม เทพรักษา), อำเภอศรีณรงค์",134172,69489,51.79,67095,96.55,2394,3.45,35466,52.86,25671,38.26,5958,8.88,257,94.83
สุรินทร์,SRN,SRN_7,7,"อำเภอปราสาท (ยกเว้นโชคนาสาม), อำเภอลำดวน",136448,82564,60.51,80116,97.04,2448,2.96,41415,51.69,30972,38.66,7729,9.65,276,94.85
สุรินทร์,SRN,SRN_8,8,"อำเภอปราสาท (เฉพาะโชคนาสาม), อำเภอกาบเชิง, อำเภอสังขะ (เฉพาะตาตุม เทพรักษา), อำเภอบัวเชด, อำเภอพนมดงรัก",136843,75984,55.53,73358,96.54,2626,3.46,37955,51.74,28112,38.32,7291,9.94,246,94.98
ศรีสะเกษ,SSK,SSK_1,1,"อำเภอเมืองศรีสะเกษ, อำเภอวังหิน (ยกเว้นดวนใหญ่ ศรีสำราญ วังหิน โพนยาง)",132927,80003,60.19,77743,97.18,2260,2.82,47022,60.48,24207,31.14,6514,8.38,272,94.77
ศรีสะเกษ,SSK,SSK_2,2,"อำเภอกันทรารมย์, อำเภอโนนคูณ (เฉพาะบก โพธิ์), อำเภอน้ำเกลี้ยง",128729,73995,57.48,71924,97.2,2071,2.8,44307,61.6,21342,29.67,6275,8.72,271,94.76
ศรีสะเกษ,SSK,SSK_3,3,"อำเภอกันทรลักษ์ (เฉพาะตระกาจ จานใหญ่ ภูเงิน กระแชง), อำเภอโนนคูณ (ยกเว้นบก โพธิ์), อำเภอศรีรัตนะ, อำเภอเบญจลักษ์",128000,73479,57.41,70898,96.49,2581,3.51,38961,54.95,25045,35.33,6892,9.72,275,94.83
ศรีสะเกษ,SSK,SSK_4,4,อำเภอกันทรลักษ์ (ยกเว้นตระกาจ จานใหญ่ ภูเงิน กระแชง),122479,72760,59.41,70181,96.46,2579,3.54,36142,51.5,27324,38.93,6715,9.57,228,94.61
ศรีสะเกษ,SSK,SSK_5,5,"อำเภอขุนหาญ, อำเภอภูสิงห์",127678,74259,58.16,71495,96.28,2764,3.72,39088,54.67,25187,35.23,7220,10.1,230,94.65
ศรีสะเกษ,SSK,SSK_6,6,"อำเภอขุขันธ์, อำเภอไพรบึง (เฉพาะสำโรงพลัน)",128761,64800,50.33,62664,96.7,2136,3.3,37914,60.5,19521,31.15,5229,8.34,296,94.87
ศรีสะเกษ,SSK,SSK_7,7,"อำเภอไพรบึง (ยกเว้นสำโรงพลัน), อำเภอปรางค์กู่, อำเภอวังหิน (ยกเว้นธาตุ บ่อแก้ว ทุ่งสว่าง บุสูง), อำเภอพยุห์",127528,71579,56.13,69192,96.67,2387,3.33,44197,63.88,19394,28.03,5601,8.09,323,95
ศรีสะเกษ,SSK,SSK_8,8,"อำเภออุทุมพรพิสัย, อำเภอห้วยทับทัน, อำเภอเมืองจันทร์",133339,75048,56.28,72187,96.19,2861,3.81,40942,56.72,24300,33.66,6945,9.62,359,94.97
ศรีสะเกษ,SSK,SSK_9,9,"อำเภอยางชุมน้อย, อำเภอราษีไศล, อำเภอบึงบูรพ์, อำเภอโพธิ์ศรีสุวรรณ, อำเภอศิลาลาด",139255,79664,57.21,77642,97.46,2022,2.54,49652,63.95,21922,28.23,6068,7.82,400,94.79
อุบลราชธานี,UBN,UBN_1,1,อำเภอเมืองอุบลราชธานี (ยกเว้นหัวเรือ หนองขอน ไร่น้อย ขี้เหล็ก ปะอาว),132544,86507,65.27,84900,98.14,1607,1.86,52670,62.04,25067,29.53,7163,8.44,233,94.72
อุบลราชธานี,UBN,UBN_2,2,"อำเภอเมืองอุบลราชธานี (เฉพาะหัวเรือ หนองขอน ไร่น้อย ขี้เหล็ก ปะอาว), อำเภอเขื่องใน",136569,84935,62.19,82585,97.23,2350,2.77,45735,55.38,28403,34.39,8447,10.23,270,94.74
อุบลราชธานี,UBN,UBN_3,3,"อำเภอม่วงสามสิบ, อำเภอตาลสุม, อำเภอดอนมดแดง, อำเภอเหล่าเสือโก้ก",139753,81364,58.22,79179,97.31,2185,2.69,42631,53.84,28061,35.44,8487,10.72,316,94.89
อุบลราชธานี,UBN,UBN_4,4,"อำเภอวารินชำราบ, อำเภอสำโรง (เฉพาะสำโรง โคกก่อง บอน)",150372,101239,67.33,98781,97.57,2458,2.43,62224,62.99,27463,27.8,9094,9.21,289,94.75
อุบลราชธานี,UBN,UBN_5,5,"อำเภอตระการพืชผล, อำเภอกุดข้าวปุ้น",131064,75141,57.33,73231,97.46,1910,2.54,40204,54.9,26396,36.04,6631,9.05,304,95
อุบลราชธานี,UBN,UBN_6,6,"อำเภอเขมราฐ, อำเภอโพธิ์ไทร, อำเภอนาตาล",132041,74461,56.39,71708,96.3,2753,3.7,39822,55.53,25227,35.18,6659,9.29,262,94.93
อุบลราชธานี,UBN,UBN_7,7,"อำเภอศรีเมืองใหม่, อำเภอโขงเจียม, อำเภอพิบูลมังสาหาร (เฉพาะทรายมูล ระเว), อำเภอสิรินธร (ยกเว้นโนนก่อ)",131286,80119,61.03,77500,96.73,2619,3.27,43838,56.57,26264,33.89,7398,9.55,268,94.7
อุบลราชธานี,UBN,UBN_8,8,"อำเภอพิบูลมังสาหาร (ยกเว้นทรายมูล ระเว), อำเภอนาเยีย, อำเภอสว่างวีระวงศ์",137335,82409,60.01,79662,96.67,2747,3.33,42569,53.44,29021,36.43,8072,10.13,278,94.88
อุบลราชธานี,UBN,UBN_9,9,"อำเภอนาจะหลวย, อำเภอบุณฑริก, อำเภอสิรินธร (เฉพาะโนนก่อ)",130180,74007,56.85,71809,97.03,2198,2.97,40170,55.94,24986,34.8,6653,9.26,229,94.63
อุบลราชธานี,UBN,UBN_10,10,"อำเภอเดชอุดม (เฉพาะทุ่งเทิง), อำเภอน้ำยืน, อำเภอสำโรง (ยกเว้นสำโรง โคกก่อง บอน), อำเภอทุ่งศรีอุดม, อำเภอน้ำขุ่น",141283,78485,55.55,75933,96.75,2552,3.25,40343,53.13,27970,36.84,7620,10.04,303,94.98
อุบลราชธานี,UBN,UBN_11,11,อำเภอเดชอุดม (ยกเว้นทุ่งเทิง),135372,77533,57.27,75303,97.12,2230,2.88,40563,53.87,27458,36.46,7282,9.67,232,94.69
ยโสธร,YST,YST_1,1,"อำเภอเมืองยโสธร, อำเภอทรายมูล, อำเภอคำเขื่อนแก้ว (เฉพาะทุ่งมน), อำเภอป่าติ้ว (เฉพาะกระจาย ศรีฐาน)",144704,92510,63.93,89725,96.99,2785,3.01,57375,63.95,24516,27.32,7834,8.73,289,94.75
ยโสธร,YST,YST_2,2,"อำเภอคำเขื่อนแก้ว (ยกเว้นทุ่งมน), อำเภอป่าติ้ว (ยกเว้นกระจาย ศรีฐาน), อำเภอมหาชนะชัย, อำเภอค้อวัง, อำเภอไทยเจริญ (เฉพาะน้ำคำ คำไผ่)",141190,80785,57.22,78694,97.41,2091,2.59,50694,64.42,21285,27.05,6715,8.53,289,94.75
ยโสธร,YST,YST_3,3,"อำเภอกุดชุม, อำเภอเลิงนกทา, อำเภอไทยเจริญ (ยกเว้นน้ำคำ คำไผ่)",146614,85908,58.59,83833,97.58,2075,2.42,54395,64.88,22871,27.28,6567,7.83,294,94.84
ชัยภูมิ,CPM,CPM_1,1,อำเภอเมืองชัยภูมิ (ยกเว้นท่าหินโงม ห้วยต้อน ซับสีทอง),129441,16127,12.46,15739,97.59,388,2.41,10268,65.24,4119,26.17,1352,8.59,56,21.46
ชัยภูมิ,CPM,CPM_2,2,"อำเภอบ้านเขว้า, อำเภอจัตุรัส, อำเภอเนินสง่า, อำเภอซับใหญ่",133561,78341,58.66,76100,97.14,2241,2.86,47117,61.91,21016,27.62,7967,10.47,325,94.75
ชัยภูมิ,CPM,CPM_3,3,"อำเภอบำเหน็จณรงค์, อำเภอหนองบัวระเหว, อำเภอเทพสถิต",127154,71235,56.02,68762,96.53,2473,3.47,41754,60.72,19991,29.07,7017,10.2,290,94.77
ชัยภูมิ,CPM,CPM_4,4,"อำเภอเมืองชัยภูมิ (เฉพาะห้วยต้อน), อำเภอเกษตรสมบูรณ์ (เฉพาะหนองข่า), อำเภอหนองบัวแดง, อำเภอภักดีชุมพล",121184,55405,45.72,53562,96.67,1843,3.33,32989,61.59,15880,29.65,4693,8.76,176,76.52
ชัยภูมิ,CPM,CPM_5,5,"อำเภอเกษตรสมบูรณ์ (ยกเว้นหนองข่า), อำเภอคอนสาร",132089,79029,59.83,76347,96.61,2682,3.39,47018,61.58,22649,29.67,6680,8.75,252,94.74
ชัยภูมิ,CPM,CPM_6,6,"อำเภอภูเขียว, อำเภอบ้านแท่น",134526,79140,58.83,76222,96.31,2918,3.69,47425,62.22,22177,29.1,6620,8.69,256,94.81
ชัยภูมิ,CPM,CPM_7,7,"อำเภอเมืองชัยภูมิ (เฉพาะท่าหินโงม ซับสีทอง), อำเภอคอนสวรรค์, อำเภอแก้งคร้อ",126889,76316,60.14,74069,97.06,2247,2.94,47537,64.18,20753,28.02,5779,7.8,270,94.74
อำนาจเจริญ,ACR,ACR_1,1,"อำเภอเมืองอำนาจเจริญ, อำเภอหัวตะพาน",145524,85105,58.48,82913,97.42,2192,2.58,44232,53.35,30889,37.25,7792,9.4,304,94.7
อำนาจเจริญ,ACR,ACR_2,2,"อำเภอชานุมาน, อำเภอปทุมราชวงศา, อำเภอพนา, อำเภอเสนางคนิคม, อำเภอลืออำนาจ",157184,90230,57.4,87526,97.0,2704,3.0,47044,53.75,31352,35.82,9130,10.43,332,94.86
บึงกาฬ,BKN,BKN_1,1,"อำเภอเมืองบึงกาฬ, อำเภอศรีวิไล",104792,67597,64.51,66072,97.74,1525,2.26,44834,67.86,15975,24.18,5263,7.97,205,94.91
บึงกาฬ,BKN,BKN_2,2,"อำเภอเซกา, อำเภอบึงโขงหลง, อำเภอบุ่งคล้า",109412,68942,63.01,67267,97.57,1675,2.43,44918,66.78,16744,24.89,5605,8.33,242,91.32
บึงกาฬ,BKN,BKN_3,3,"อำเภอพรเจริญ, อำเภอโซ่พิสัย, อำเภอปากคาด",118398,69318,58.55,67641,97.58,1677,2.42,45196,66.82,16656,24.62,5789,8.56,244,94.94
หนองบัวลำภู,NBP,NBP_1,1,"อำเภอเมืองหนองบัวลำภู, อำเภอโนนสัง (ยกเว้นหนองเรือ โนนเมือง โคกใหญ่ โคกม่วง นิคมพัฒนา)",139306,82343,59.11,79931,97.07,2412,2.93,51646,64.61,21158,26.47,7127,8.92,255,94.8
หนองบัวลำภู,NBP,NBP_2,2,"อำเภอโนนสัง (ยกเว้นบ้านถิ่น กุดดู่ บ้านค้อ ปางกู่ โนนสัง), อำเภอศรีบุญเรือง, อำเภอนาวัง (ยกเว้นวังปลาป้อม)",136024,74450,54.73,72391,97.23,2059,2.77,47913,66.19,18979,26.22,5499,7.6,255,94.8
หนองบัวลำภู,NBP,NBP_3,3,"อำเภอนากลาง, อำเภอสุวรรณคูหา, อำเภอนาวัง (เฉพาะวังปลาป้อม)",133312,74321,55.75,72295,97.27,2026,2.73,48227,66.71,18048,24.96,6020,8.33,248,94.66
ขอนแก่น,KKN,KKN_1,1,อำเภอเมืองขอนแก่น (เฉพาะพระลับ เมืองเก่า ในเมือง),128250,89243,69.59,87671,98.24,1572,1.76,60523,69.03,21766,24.83,5382,6.14,168,94.92
ขอนแก่น,KKN,KKN_2,2,อำเภอเมืองขอนแก่น (เฉพาะสำราญ โคกสี แดงใหญ่ บึงเนียม ศิลา หนองตูม สาวะถี บ้านเป็ด),138811,93552,67.4,91569,97.88,1983,2.12,61502,67.16,23321,25.47,6746,7.37,168,94.92
ขอนแก่น,KKN,KKN_3,3,"อำเภอน้ำพอง (เฉพาะบัวใหญ่ บ้านขาม บัวเงิน ทรายมูล พังทุย), อำเภอกระนวน, อำเภอเขาสวนกวาง (เฉพาะเขาสวนกวาง คำม่วง), อำเภอซำสูง",132197,83395,63.08,80826,96.92,2569,3.08,53397,66.06,21206,26.24,6223,7.7,250,94.7
ขอนแก่น,KKN,KKN_4,4,"อำเภอน้ำพอง (ยกเว้นบัวใหญ่ บ้านขาม บัวเงิน ทรายมูล พังทุย), อำเภออุบลรัตน์, อำเภอเขาสวนกวาง (ยกเว้นเขาสวนกวาง คำม่วง), อำเภอเมืองขอนแก่น (เฉพาะโนนท่อน บ้านค้อ)",130881,87526,66.87,85020,97.14,2506,2.86,56102,65.99,22286,26.21,6632,7.8,241,94.88
ขอนแก่น,KKN,KKN_5,5,"อำเภอสีชมพู (ยกเว้นนาจาน ซำยาง), อำเภอภูเวียง (ยกเว้นกุดขอนแก่น หนองกุงเซิน), อำเภอหนองนาคำ, อำเภอเวียงเก่า",131801,75512,57.29,73217,96.96,2295,3.04,48146,65.76,19374,26.46,5697,7.78,250,94.7
ขอนแก่น,KKN,KKN_6,6,"อำเภอชุมแพ, อำเภอสีชมพู (เฉพาะนาจาน ซำยาง), อำเภอภูผาม่าน",129906,82046,63.16,79360,96.73,2686,3.27,51640,65.07,21266,26.8,6454,8.13,242,94.9
ขอนแก่น,KKN,KKN_7,7,"อำเภอบ้านฝาง, อำเภอหนองเรือ, อำเภอภูเวียง (เฉพาะกุดขอนแก่น หนองกุงเซิน)",132362,84085,63.53,81252,96.63,2833,3.37,53863,66.29,20951,25.79,6438,7.92,261,94.91
ขอนแก่น,KKN,KKN_8,8,"อำเภอเมืองขอนแก่น (เฉพาะท่าพระ บ้านหว้า ดอนช้าง ดอนหัน บ้านทุ่ม), อำเภอพระยืน, อำเภอมัญจาคีรี",139634,86983,62.29,84350,96.97,2633,3.03,54309,64.39,23076,27.36,6965,8.26,242,94.9
ขอนแก่น,KKN,KKN_9,9,"อำเภอพล, อำเภอแวงใหญ่, อำเภอแวงน้อย",127326,75346,59.18,72953,96.82,2393,3.18,48886,67.01,18926,25.94,5141,7.05,268,94.7
ขอนแก่น,KKN,KKN_10,10,"อำเภอเปือยน้อย, อำเภอหนองสองห้อง, อำเภอชนบท (เฉพาะวังแสง ห้วยแก ปอแดง), อำเภอโคกโพธิ์ไชย, อำเภอโนนศิลา",135705,78995,58.21,76288,96.57,2707,3.43,50400,66.07,20586,26.98,5302,6.95,290,94.46
ขอนแก่น,KKN,KKN_11,11,"อำเภอบ้านไผ่, อำเภอชนบท (ยกเว้นวังแสง ห้วยแก ปอแดง), อำเภอบ้านแฮด",131498,80728,61.39,78215,96.89,2513,3.11,49677,63.51,22028,28.16,6510,8.32,251,94.72
อุดรธานี,UDN,UDN_1,1,อำเภอเมืองอุดรธานี (เฉพาะหนองบัว นาดี บ้านเลื่อม หมากแข้ง),129255,75982,58.78,74666,98.27,1316,1.73,49318,66.05,19920,26.68,5428,7.27,210,94.59
