province,cons_no,cons_code,no_1,name_1,party_1,no_2,name_2,party_2,no_3,name_3,party_3,no_4,name_4,party_4,no_5,name_5,party_5,no_6,name_6,party_6,no_7,name_7,party_7,no_8,name_8,party_8,no_9,name_9,party_9,no_10,name_10,party_10,no_11,name_11,party_11,no_12,name_12,party_12,no_13,name_13,party_13,no_14,name_14,party_14,no_15,name_15,party_15,no_16,name_16,party_16,no_17,name_17,party_17,no_18,name_18,party_18,no_19,name_19,party_19
ขอนแก่น,2,ขอนแก่น.02,1,นายโกเมศ ทีฆธนานนท์,เพื่อไทย,2,นายศุภกร สวรรค์ภัณฑากร,รวมไทยสร้างชาติ,3,นายชัชวาล ธีรภานุ,กล้าธรรม,4,นายวสันต์ ศรีดรราช,ประชาธิปัตย์,5,นายอิทธิพล ชลธราศิริ,ประชาชน,6,นายพราหมณ์อิศรา อินทร์ยา,เศรษฐกิจ,7,นายธีรพัฒน์ ศรีเมืองบุญ,ไทยก้าวใหม่,8,นายอิศม์เดช ฤาชา,ไทยภักดี,9,นางสาวณัฏฐศศิ ประทีปะวณิช,พลังประชารัฐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ขอนแก่น,3,ขอนแก่น.03,1,นายเอกชัย สืบสารคาม,กล้าธรรม,2,นายสถาพร ระวิสิทธิ์,ไทยก้าวใหม่,3,พันตำรวจเอก ประศาสตร์ แน่นอุดร,เพื่อไทย,4,นายชัชวาล อภิรักษ์มั่นคง,ประชาชน,5,นายนิเวศ จักร์นารายณ์,รวมไทยสร้างชาติ,6,นายปัญญา ศรีปัญญา,เศรษฐกิจ,7,นายสมหวัง อ่อนราษฎร์,ภูมิใจไทย,8,นายพลชัย พิพิธวรกุล,ประชาธิปัตย์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ขอนแก่น,4,ขอนแก่น.04,1,นายจรูญ ยศธสาร,ภูมิใจไทย,2,นายนันทวิชช์ วรรณเสน,เป็นธรรม,3,นางสาวอาทิตยา พงษ์สมบัติ,กล้าธรรม,4,ร้อยตำรวจเอก ประภาส น้อยเลาหกุล,ไทยก้าวใหม่,5,นายรุ่งโรจน์ เย็นสบาย,เพื่อไทย,6,นายวิษณุ วงษ์เสนา,ประชาธิปัตย์,7,นายวุฒิกร แสงประดิษฐ์,เศรษฐกิจ,8,นายวุฒิรักษ์ แพงตาแก้ว,ประชาชน,9,นางบุษบา แสนสีหา,ไทยภักดี,10,นายประเคน โอดพิมพ์,ทางเลือกใหม่,11,นายชัยนิวัฒน์ ไชยสา,รวมไทยสร้างชาติ,,,,,,,,,,,,,,,,,,,,,,,,
ขอนแก่น,5,ขอนแก่น.05,1,นายอภิวัฒน์ จ่าตา,ภูมิใจไทย,2,นางคะนางค์ รักโนนสูง,ประชาชน,3,นายปราชญา หงอกชัย,กล้าธรรม,4,นายภาควัต ศรีสุรพล,เพื่อไทย,5,ดาบตำรวจ บุญเหลือ แก่งสันเทียะ,เศรษฐกิจ,6,นายวิรัตน์ ปัตโต,ประชาธิปัตย์,7,นางสบาย ธรรมเขต,รวมไทยสร้างชาติ,8,นายภิเภก คำชมภู,ประชาธิปไตยใหม่,9,นายจิรจิตติ์ นามจันดี,ไทยก้าวใหม่,10,นายศักดิ์ชัย คำขวา,ทางเลือกใหม่,,,,,,,,,,,,,,,,,,,,,,,,,,,
ขอนแก่น,6,ขอนแก่น.06,1,นายนิติศาสตร์ กุลน้อย,ประชาธิปัตย์,2,นายพงษ์นิรันดร์ อุทัยกาญจนกุล,รวมไทยสร้างชาติ,3,นายอภิชัย ชาตะมีนา,ประชาชน,4,นายวิศรุต ปู่เพ็ง,ภูมิใจไทย,5,นางสาวพลอยไพลิน เกียรติสุรนนท์,เพื่อไทย,6,นายสำราญ ศรีภา,พลังประชารัฐ,7,นายลานบุญ สีลา,ไทยก้าวใหม่,8,นายสุธรรม โพแหบ,ทางเลือกใหม่,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ขอนแก่น,7,ขอนแก่น.07,1,นายสมศักดิ์ คุณเงิน,ภูมิใจไทย,2,นายสุพรรณ์ ศรีบุญเรือง,รวมไทยสร้างชาติ,3,นายภูษณ คำเวียง,กล้าธรรม,4,นายสุรพจน์ เตาะเจริญสุข,เพื่อไทย,5,นายโกมล สำแดง,ประชาธิปัตย์,6,นายวีรภัทร มีสกุลทิพยานนท์,ประชาชน,7,ร้อยตำรวจเอก บุญรอด ศรีเมืองบุญ,ไทยก้าวใหม่,8,นายหนูดี นามาก,ทางเลือกใหม่,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ขอนแก่น,8,ขอนแก่น.08,1,ว่าที่ร้อยตรี ยอดเพชร อุดเมืองเพีย,ประชาชน,2,นางสาวสมใจ ทองบาง,ประชาธิปัตย์,3,นายธนิก มาสีพิทักษ์,กล้าธรรม,4,นางสาวณิชวดี เลิศมหาลาภ,ไทยสร้างไทย,5,นายอุทัย หานนท์,รวมไทยสร้างชาติ,6,นางสาววิภาณี ภูคำวงศ์,เพื่อไทย,7,นายสมบุญ ยะมุลณี,เศรษฐกิจ,8,นายเดชาวัต ศรีพุดฑา,ไทยก้าวใหม่,9,นายศิริพงษ์ อรุณเดชาชัย,ภูมิใจไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ขอนแก่น,9,ขอนแก่น.09,1,นายวีระ วิชาธรรม,ไทยภักดี,2,นายณัฐพล กลุ่มเหรียญทอง,เพื่อไทย,3,นางสาวกมลชนก สุพรรณฝ่าย,ประชาชน,4,นางสาวสรัสนันท์ อรรณนพพร,ภูมิใจไทย,5,นายพงศธร งานไว,ประชาธิปัตย์,6,ว่าที่ร้อยโท เอ็มโอด บุญทน,ประชาธิปไตยใหม่,7,นายขจรศักดิ์ชนัน จิตภิลัย,พลังประชารัฐ,8,นายเกียรติศิริกุล ทึนรส,ไทยสร้างไทย,9,นายศักดิ์สิทธิ์ สิงห์สุนีย์,ประชากรไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ขอนแก่น,10,ขอนแก่น.10,1,นายวันนิวัติ สมบูรณ์,เพื่อไทย,2,ร.ต.ท. สงวน คมขาว,ไทยก้าวใหม่,3,นายนิวัตร สระพรม,ประชาชน,4,นายวิระศักดิ์ สายทอง,ประชาธิปัตย์,5,นายพชรกร อรรณนพพร,ภูมิใจไทย,6,นายประยูร เทียมทะนง,กล้าธรรม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ขอนแก่น,11,ขอนแก่น.11,1,นางสาวสุวรรณนภา แสนสีหา,ไทยภักดี,2,นายจิรายุ โชติศิลากุล,เพื่อไทย,3,นางสาวณัฏฐณิชา สารบรรณ,ประชาชน,4,นายพันศักดิ์ คงแสง,ประชาธิปัตย์,5,ร้อยตำรวจโท เสวียน สมตัว,ไทยก้าวใหม่,6,นายองอาจ ฉัตรชัยพลรัตน์,ภูมิใจไทย,7,นายพัฒนวิทย์ ใจตรง,กล้าธรรม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
จันทบุรี,1,จันทบุรี.01,1,พลตำรวจโท สุรพล วิรัตน์โยสินทร์,ภูมิใจไทย,2,นายมานะ ชนะสิทธิ์,กล้าธรรม,3,นายเฉลิมพล ศักดิ์คำ,เพื่อไทย,4,นายวรายุทธ ทองสุข,ประชาชน,5,นายอิทธิพล จังสิริมงคล,ประชาธิปัตย์,6,นางสาวระพีพร ชำนาญเวช,ไทยก้าวใหม่,7,พลเอก กังวาน สุจินต์,รวมไทยสร้างชาติ,8,นายชวลิต สุขเกษม,ปวงชนไทย,9,นายอธิวัฒน์ อำนาจสกุลเกียรติ,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
จันทบุรี,2,จันทบุรี.02,1,นายสิรวิชญ์ กิตติวงศา,ประชาธิปัตย์,2,นายจารึก ศรีอ่อน,เพื่อไทย,3,นายคัมภีร์ ชื่นบาน,ภูมิใจไทย,4,นางสาวปรัชญาวรรณ ไชยสืบ,ประชาชน,5,นายบุญธรรม เจริญกล้า,กล้าธรรม,6,นายจตุพร นิยมพฤกษ์,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
จันทบุรี,3,จันทบุรี.03,1,นายไพโรจน์ บัวเผื่อน,ประชาชน,2,นายพชรดนัย ใจเที่ยง,ไทยก้าวใหม่,3,นายชรัตน์ เนรัญชร,ภูมิใจไทย,4,นายกฤตนัน เย็นสำราญ,ประชาธิปัตย์,5,นายแสนคมณ์มินทร์ อนามพงษ์,กล้าธรรม,6,นายพราหมณ์ มุกดาสนิท,พลังประชารัฐ,7,นายเกรียงเดช เข็มทอง,เพื่อไทย,8,นายธัญกาญจน์ อัครเดชเดชา,ปวงชนไทย,9,นายอดุลย์ ศรีภูมิสวัสดิ์,รักชาติ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฉะเชิงเทรา,1,ฉะเชิงเทรา.01,1,นายกิตติชัย เรืองสวัสดิ์,ภูมิใจไทย,2,นางฐิติมา ฉายแสง,เพื่อไทย,3,นายชานน อ้นไชยะ,ประชาชน,4,นายวิรัตน์ เนียรมงคล,ปวงชนไทย,5,นางสาวอรกฤติย์ แววคล้ายหงษ์,ประชาธิปัตย์,6,นายฐาปกรณ์ เกิดพิทักษ์,กล้าธรรม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฉะเชิงเทรา,2,ฉะเชิงเทรา.02,1,นายชาลี เจริญสุข,ปวงชนไทย,2,นายณัฐกร เหลืองสุขเจริญ,ภูมิใจไทย,3,นายพันธุ์พงศ์ อัศวชัยโสภณ,เพื่อไทย,4,นายอรรถกร ศิริลัทธยากร,กล้าธรรม,5,นายศุกติชา ตันเจริญ,ประชาชน,6,นางสาวอภินันท์ภรณ์ ใต้หล้าสถาพร,ประชาธิปัตย์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฉะเชิงเทรา,3,ฉะเชิงเทรา.03,1,นายศักดิ์ชาย ตันเจริญ,เพื่อไทย,2,นายณัฐธพัฒน์ ธรรมทินนา,ประชาชน,3,นางลอง ไผ่ล้อม,ปวงชนไทย,4,นายชัยวัฒน์ เป้าเปี่ยมทรัพย์,กล้าธรรม,5,นายศักดิ์ชัย ณรงค์หนู,พลังประชารัฐ,6,นายสายัณห์ เกตุประยูร,ประชาธิปัตย์,7,นายภานุพงษ์ ไทเศรษฐวัฒน์กุล,ภูมิใจไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฉะเชิงเทรา,4,ฉะเชิงเทรา.04,1,นายเชษศักดิ์ดา นาน้ำเชี่ยว,แรงงานสร้างชาติ,2,นางแพรวนภัศร์ ทองสุวรรณ์,ประชาชน,3,นางสาวอรสา ชุมเกษียร,ปวงชนไทย,4,จ่าเอก ยศสิงห์ เหลี่ยมเลิศ,กล้าธรรม,5,พลตำรวจโท พิทักษ์ จารุสมบัติ,เพื่อไทย,6,นายเศรษฐชาญย์ วสิฐพัฒน์,ภูมิใจไทย,7,นางสาวอริยา บุญณัชญาณวุฒิ,ประชาธิปัตย์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชลบุรี,1,ชลบุรี.01,1,นายสุชาติ ชมกลิ่น,ภูมิใจไทย,2,ว่าที่ร้อยตรี สมสรรค์ อธิเวสส์,รวมไทยสร้างชาติ,3,นายปภิณวิช ศิริณายกุล,พลังประชารัฐ,4,นายรัฐรุจน์ ปิยะพงศ์ภัทร์,เพื่อไทย,5,นายอัศพงษ์ บูรณวงศ์,เศรษฐกิจ,6,นายสรัลชา ศรีชลวัฒนา,ประชาธิปัตย์,7,นายวรท ศิริรักษ์,ประชาชน,8,นายสันติ ถนอมเนื้อ,ปวงชนไทย,9,นางรชาภา อัศวธาวาทิน,ไทยสร้างไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชลบุรี,2,ชลบุรี.02,1,นางสาววรรณิดา นพสิทธิ์,ประชาชน,2,นายสวัสดิ์ชัย แจ่มจำรัส,ไทยภักดี,3,นายธนวัฒน์ ภาวสุทธิ์,ภูมิใจไทย,4,นายชัยชนะ อาจวารินทร์,พลังประชารัฐ,5,ร้อยเอก จองชัย วงศ์ทรายทอง,ประชาธิปัตย์,6,นายคงพัชร ไขรัศมี,เพื่อไทย,7,นายบรรณวัฒน์ บุพพัณหสมัย,ปวงชนไทย,8,นายณัฐนิพัท กองพัทธนันท์,ไทยสร้างไทย,9,นายภักดี โพธิ์แก้ว,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชลบุรี,3,ชลบุรี.03,1,นายชวาล พลเมืองดี,ประชาชน,2,ร้อยตำรวจเอก สิทธิพัฒน์ ภาวสุทธิ์,ภูมิใจไทย,3,นายกฤตมงคล ดำรงศุภกิจกุล,ไทยภักดี,4,นายรัชพล หนูกูล,ประชาธิปัตย์,5,นายพายุ เนื่องจำนงค์,เพื่อไทย,6,นายกิติ์พิเชษฐ์ สุวดิษฐ์,พลังประชารัฐ,7,นายอาคม พละสุ,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชลบุรี,4,ชลบุรี.04,1,นายศุภศิษฎิ์ สรภัสจิรพงศ์,พลังประชารัฐ,2,นางสาวนภัสวรรณ มณีรัตน์โรจน์,ประชาชน,3,นายลิขิต อัศวจารุวรรณ,เพื่อไทย,4,นายจักรพล วชิรเสวีกุล,ไทยภักดี,5,นายจิรวุฒิ สิงห์โตทอง,ภูมิใจไทย,6,นายอารยะ โรจนวณิชชากร,ประชาธิปัตย์,7,นางสาวธัญญ์รวี ศรีกวินรุ่งเรือง,ปวงชนไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชลบุรี,5,ชลบุรี.05,1,นายพรชัย วงศ์ล้อมนิล,พลังประชารัฐ,2,นายสมุทร ธรรมมงคล,แรงงานสร้างชาติ,3,นายอนันต์ ปรีดาสุทธิจิตต์,ภูมิใจไทย,4,นายเสมอ ทองหยวก,ปวงชนไทย,5,นายสุพจน์ นาคู,เศรษฐกิจ,6,นายณรงธร โพธิ์หมื่น,ประชาชน,7,นายประมวล เอมเปีย,เพื่อไทย,8,นายทรงศักดิ์ แซ่ลี้,รวมไทยสร้างชาติ,9,นายปรีชา กาญจนบัตร,ประชาธิปัตย์,10,นายไชยอนันต์ ขวัญกิจไพศาล,ไทยภักดี,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชลบุรี,6,ชลบุรี.06,1,นายษรกฤต ผลลูกอินทร์,เพื่อไทย,2,นายสุพจน์ ทัพมงคล,สังคมประชาธิปไตยไทย,3,นายนิธิพจน์ สามงามนุ,ปวงชนไทย,4,นางสาวกฤษฎิ์ ชีวะธรรมานนท์,กล้าธรรม,5,นายธนกร รักวงศ์อาชีพ,ประชาธิปัตย์,6,นายปรมินทร์ จารุทัศน์โรจน์,ไทยภักดี,7,นางนฤมาศ เปี่ยมบัณฑิต,ประชาชน,8,นายสุรสิทธิ์ นิธิวุฒิวรรักษ์,ภูมิใจไทย,9,นายนิติกร คงทอง,แรงงานสร้างชาติ,10,นายสมพร โชคชัยชาญวุฒิ,คลองไทย,11,นายวิรัช นิลวดี,พลังประชารัฐ,12,นางสาวณัฐธัญรดี ปรีณาภาชัยสิริ,ไทยสร้างไทย,13,นายชยางกูร ธรรมภรณ์,เศรษฐกิจ,,,,,,,,,,,,,,,,,,
ชลบุรี,7,ชลบุรี.07,1,นายสหัสวัต คุ้มคง,ประชาชน,2,นายประดิษฐ์ แพรกทอง,ไทยภักดี,3,นางสาวมะลิวัลย์ โกสุมภ์,ปวงชนไทย,4,นางสาวปณิฐาณ์ อัครมหาฐีร,พลังประชารัฐ,5,นายนฤพล นิยมทรัพย์,เพื่อไทย,6,นายสงกรานต์ ภาชนะ,ภูมิใจไทย,7,นายสุขสันต์ มิสสาจันทร์,ประชาธิปัตย์,8,นางสาวภัสพร พรประเสริฐ,รวมไทยสร้างชาติ,9,นายพีธพงศ์ เสนียุติธรรม,เศรษฐกิจ,10,นายมงคล ไตรพาน,สังคมประชาธิปไตยไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชลบุรี,8,ชลบุรี.08,1,นายรณเทพ อนุวัฒน์,เศรษฐกิจ,2,นางพจนารถ แก้วผลึก,ประชาธิปัตย์,3,นายชาญยุทธ เฮงตระกูล,เพื่อไทย,4,นายอมรฒิพัฒน์ ภูบาล,ไทยภักดี,5,นายเชาวลิตร แสงอุทัย,ภูมิใจไทย,6,นายกำพล ตั้งเอกชัย,พลังประชารัฐ,7,นางสาวมนัสวิน จันทร์เจริญ,ประชาชน,8,นายนิมิต ไมตรีวงศ์,ปวงชนไทย,9,นายชนะศักดิ์ รุ่งเสถียร,เสรีรวมไทย,10,นางสาวสุธาพร บำรุงยา,ไทยสร้างไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชลบุรี,9,ชลบุรี.09,1,นายสกลชัย เจริญรุจิจินต์,พลังประชารัฐ,2,นายสุจินต์ หนองใหญ่,ปวงชนไทย,3,นายพีระชัย ชวรัตน์โชติวงศ์,ประชาธิปัตย์,4,นางสาวกวินนาถ ตาคีย์,รวมไทยสร้างชาติ,5,นายยอดชาย พึ่งพร,ประชาชน,6,นายรัฐกิจ เฮงตระกูล,เพื่อไทย,7,นายพงศนาถ จินดา,ไทยภักดี,8,นายแมน อินทร์พิทักษ์,ภูมิใจไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชลบุรี,10,ชลบุรี.10,1,นายโอฬาร์ ปัญญปิติพัฒน,พลังประชารัฐ,2,นายพนธกร ใคร่ครวญ,ภูมิใจไทย,3,นายอัครเศรษฐ รักษ์สกุลสงสัย,เพื่อไทย,4,นายธนะพัฒน์ มธุรส,ปวงชนไทย,5,นายธนาธาร ประมูลพงษ์,ประชาชน,6,นายภาณุวิชญ์ อิสลาม,รวมไทยสร้างชาติ,7,นายสะถิระ เผือกประพันธุ์,กล้าธรรม,8,นางศศิมาภรณ์ ชมไพร,ไทยสร้างไทย,9,พลเรือตรี นพดล บงกชกาญจน์,ประชาธิปัตย์,10,นายภานุวัฒน์ ผาสุข,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชัยนาท,1,ชัยนาท.01,1,นายปริญญา สุโพธิ์,กล้าธรรม,2,นางสาวณัฐธิดา เมืองช้าง,ภูมิใจไทย,3,นายอนุชา นาคาศัย,เพื่อไทย,4,นายธนบดี คุ้มชนะ,ประชาธิปัตย์,5,นายทรงพล ภัทราภิรมย์,ประชาชน,6,นายสนธยา ภูษิต,พลังประชารัฐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชัยนาท,2,ชัยนาท.02,1,นายมณเฑียร สงฆ์ประชา,ภูมิใจไทย,2,นายสราวุธ งามสุขศรี,ประชาชน,3,นายธงชัย จ้อยชู,ประชาธิปัตย์,4,นายวิฑูร ลี้ธีระนานนท์,เพื่อไทย,5,นายสุทิน แจ้งสิน,กล้าธรรม,6,นายปัญญา ไทยรัตนกุล,พลังประชารัฐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชัยภูมิ,1,ชัยภูมิ.01,1,นางสาวนัฏฐิกา โล่ห์วีระ,ประชาชน,2,นายโอชิษฐ์ เกียรติก้องชูชัย,เพื่อไทย,3,นายวรพล พรมเมืองเก่า,ประชาธิปัตย์,4,นางสาวเกวลิน ชัยวัฒนกุลวานิช,กล้าธรรม,5,นายอนุชา เจริญรักษ์,ก้าวอิสระ,6,นายอาวุธ ปะเมโท,รวมไทยสร้างชาติ,7,นายดิเรก ผาสุขมูล,ไทยก้าวใหม่,8,นายวรวุฒิ จอดนอก,ภูมิใจไทย,9,นายเกษมศักดิ์ อัครเพศ,ทางเลือกใหม่,10,นายวันชัย ลือมงคล,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชัยภูมิ,2,ชัยภูมิ.02,1,นายประเสริฐศักดิ์ ขำหินตั้ง,ไทยก้าวใหม่,2,นางสาววาสนา อยู่ภักดี,ประชาชน,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,4,นายณรงค์ แขนอก,ประชาธิปัตย์,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,7,นายพสิษฐ์ คำชัย,กล้าธรรม,8,นายถวัลย์ หงษ์ไทย,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชัยภูมิ,3,ชัยภูมิ.03,1,นายสัมฤทธิ์ แทนทรัพย์,ภูมิใจไทย,2,นายวีระ ถนอมธรรม,รวมไทยสร้างชาติ,3,นายกฤษณ์ คูณรัตนศิริ,ประชาชน,4,นางสาวพิศมัย สร้อยสุวรรณ,ประชาธิปัตย์,5,นายสนั่น พัชรเตชโสภณ,เพื่อไทย,6,พันโท สุเทพ บุญทะเล,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชัยภูมิ,4,ชัยภูมิ.04,1,นายวรฉัตร พงศ์ธีระดุลย์,เพื่อไทย,2,นายสิทธิพล ภูธรณ์,ประชาชน,3,นางสาวน้ำฝน หอมชาลี,ประชาธิปัตย์,4,นายณรงฤทธิ์ มอบสันเทียะ,รวมไทยสร้างชาติ,5,นางสาวสุชาดา ซาง แทนทรัพย์,ภูมิใจไทย,6,นางสาวกาญจนา จังหวะ,กล้าธรรม,7,นางสาวนงค์คราญ ฤาชาญ,ประชาธิปไตยใหม่,8,นายชาติชาย อาจสนาม,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชัยภูมิ,5,ชัยภูมิ.05,1,นายชยนนท์ คำเบ้า,ประชาธิปัตย์,2,นายธนกฤต จรรย์โกมล,ภูมิใจไทย,3,ส.อ. นิติภัส สุภาพงษ์นันทกุล,รวมไทยสร้างชาติ,4,นายสุขสันต์ ชื่นจิตร,กล้าธรรม,5,นายศิวะ พงศ์ธีระดุลย์,เพื่อไทย,6,นายอภิเดช ประทุมแก้ว,ประชาชน,7,นายศรคม ฦาชา,พลังประชารัฐ,8,นายหนูเสน พรมวงศ์,ทางเลือกใหม่,9,นายวิชัย ปัญญา,ไทยทรัพย์ทวี,10,นายปิยชัย โชติมาวณิช,เศรษฐกิจ,11,นายจงเจริญ เอกทวีกุล,ประชากรไทย,,,,,,,,,,,,,,,,,,,,,,,,
ชัยภูมิ,6,ชัยภูมิ.06,1,นายเสถียรพงศ์ เที่ยงตรง,ประชาธิปัตย์,2,นายแทนยุทธพงษ์ วงษ์วัชรวานิช,ประชาชน,3,นางสาวบัวพันธ์ ผ่อนจรุง,ประชาธิปไตยใหม่,4,นายรุ่งโรจน์ ภูศักดิ์,รวมไทยสร้างชาติ,5,นายเชวงศักดิ์ เร่งไพบูลย์วงษ์,ภูมิใจไทย,6,นางสาววิเมลือง แก้วศิริ,เพื่อไทย,7,นายสากล มาชัยภูมิ,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชัยภูมิ,7,ชัยภูมิ.07,1,นายกิตติธัช คำวงษ์,ประชาชน,2,นายกิติพร เศรษฐภูมิภักดี,รวมไทยสร้างชาติ,3,นายชานนท์ ต่อสกุล,ภูมิใจไทย,4,นายอัครแสนคีรี โล่ห์วีระ,กล้าธรรม,5,นางสาวปัญชลีย์ วัฒนชัยศาสตร์,พลังประชารัฐ,6,นายจอมจักรภพ วัชระจินดาวัฒนะ,เพื่อไทย,7,นายพลากร ภูมินอก,ประชาธิปัตย์,8,นายธีรวุฒิ พงษ์จันทร์,ไทยก้าวใหม่,9,นายอดิเรก ดวงจันนี,ประชาธิปไตยใหม่,10,นางสุชามนต์ เครือเครา,ไทยทรัพย์ทวี,11,นางอรุณณี งามจิตสุวรรณ,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,
ชุมพร,1,ชุมพร.01,1,นายชวลิต อาจหาญ,พลังประชารัฐ,2,พันตำรวจเอก สิทธิพร พุ่มพะเนิน,เพื่อไทย,3,นางสาวชุติมา ชุมขุน,ประชาชน,4,นายวิชัย สุดสวาสดิ์,ภูมิใจไทย,5,นางสาวหนึ่งฤทัย พันกุ่ม,กรีน,6,นายสุรชัย แดงละอุ่น,ประชาธิปัตย์,7,นายชัย กายศิหัตถาคุณ,ประชากรไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชุมพร,2,ชุมพร.02,1,นายธน บุญเกิด,เสรีรวมไทย,2,นางสาวรุจินาถ ศรีสุวรรณ,เพื่อไทย,3,นางสาวจินดารัตน์ ชูคง,ประชาชน,4,นายกิตติศักดิ์ พรหมรัตน์,ภูมิใจไทย,5,นายสราวุธ อ่อนละมัย,ประชาธิปัตย์,6,นายสันต์ แซ่ตั้ง,กล้าธรรม,7,นายสมมิตร ทองเหลือ,โอกาสใหม่,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชุมพร,3,ชุมพร.03,1,นายสันต์ ฉิมหาด,โอกาสใหม่,2,นายไตรฤกษ์ มือสันทัด,เพื่อไทย,3,นายชุตินันท์ คงท่าเรือ,ประชาชน,4,นายสุพล จุลใส,ภูมิใจไทย,5,นายมีศักดิ์ ภักดีคง,ประชาธิปัตย์,6,นายสมบัติ ทองหัตถา,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ตรัง,1,ตรัง.01,1,นายเอกพล ณ พัทลุง,ภูมิใจไทย,2,เรือเอก พัฒน์พงษ์ คงผลาญ,รวมไทยสร้างชาติ,3,นายรัตน์ ภู่กลาง,เพื่อไทย,4,นายศุภกร สุวรรณหมัด,ประชาชน,5,นางสาวอัจฉรา วงศ์สุทธิวัตร,ไทยก้าวใหม่,6,นายธโนภาส สินไชย,ประชาธิปัตย์,7,นายยงยุทธ กูลเมือง,กรีน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ตรัง,2,ตรัง.02,1,นางสาวดวงฤทัย บัวแก้ว,ประชาธิปัตย์,2,นายกิตติเดช วรรณบวร,ไทยก้าวใหม่,3,นายชัยพร ชูเสน,กล้าธรรม,4,นายทวี สุระบาล,ภูมิใจไทย,5,นายปรีชา ยอดยิ่ง,เพื่อไทย,6,พันตำรวจเอก อธิศ ภักดีนามฉวี,ประชาชน,7,นายชยางกูร ชูมณี,รวมไทยสร้างชาติ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ตรัง,3,ตรัง.03,1,นายศักดิ์ดาธร พุฒนวล,กล้าธรรม,2,นางสาวสุณัฐชา โล่สถาพรพิพิธ,ภูมิใจไทย,3,นายวีรพล เต็งรัง,ประชาชน,4,นายทวี จันทร์ฝาก,เพื่อไทย,5,นายกฤตย์อิชย์ ภาคย์อิชณน์,ประชาธิปัตย์,6,นายอำนวย นวลทอง,รวมไทยสร้างชาติ,7,นายชัยยุทธ รองเดช,แรงงานสร้างชาติ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
