province,cons_no,cons_code,no_1,name_1,party_1,no_2,name_2,party_2,no_3,name_3,party_3,no_4,name_4,party_4,no_5,name_5,party_5,no_6,name_6,party_6,no_7,name_7,party_7,no_8,name_8,party_8,no_9,name_9,party_9,no_10,name_10,party_10,no_11,name_11,party_11,no_12,name_12,party_12,no_13,name_13,party_13,no_14,name_14,party_14,no_15,name_15,party_15,no_16,name_16,party_16,no_17,name_17,party_17,no_18,name_18,party_18,no_19,name_19,party_19
พะเยา,2,พะเยา.02,1,นายอนุรัตน์ ตันบรรจง,กล้าธรรม,2,นายวิทวัส รัชตาจ้าย,ประชาชน,3,นายเกษียร ศรีจันทร์,เพื่อไทย,4,นายเสมอ วงค์พุฒ,ภูมิใจไทย,5,นายคมสันต์ เมืองอินทร์,ประชาธิปัตย์,6,นายอนุชา มุสิกะ,พลังประชารัฐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พะเยา,3,พะเยา.03,1,นายจีรเดช ศรีวิราช,กล้าธรรม,2,นายรุ่งวิกรัย ครุฑธิยัง,ประชาชน,3,นายอำนาจ วิชัย,เพื่อไทย,4,นายศรายุทธ หน่อแก้ว,ภูมิใจไทย,5,นายสุรพล เต็มสวัสดิ์,ประชาธิปัตย์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พังงา,1,พังงา.01,1,นายชนัญ เรืองผล,เพื่อไทย,2,นายธราธิป ทองเจิม,กล้าธรรม,3,นายอมรศักดิ์ หอมจันทร์,ประชาชน,4,นายสรรเพชร ทิพย์มณเฑียร,ประชาธิปัตย์,5,นายอรรถพล ไตรศรี,ภูมิใจไทย,6,นายหร้าหมาน คลเรียน,พลวัต,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พังงา,2,พังงา.02,1,นางสาวพิจิกา อุราวรรณ,เพื่อไทย,2,นายสมควร จันทร์แดง,กล้าธรรม,3,นายฉกาจ พัฒนกิจวิบูลย์,ภูมิใจไทย,4,นายกุศล ทนังผล,ประชาธิปัตย์,5,นายธีรุตม์ สันหวัง,ประชาชน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พัทลุง,1,พัทลุง.01,1,นางสุพัชรี ธรรมเพชร,กล้าธรรม,2,นางสาวฉัตรธิษณ์ชา เหตุทอง,ประชาธิปัตย์,3,นายกู้ชาติ ชายเกตุ,เพื่อไทย,4,นาวาอากาศเอก อธิคุณ คงมี,ภูมิใจไทย,5,นายกิตติวุฒิ สัมพันธ์สกุล,ประชาชน,6,นางสาวณรากาญจน์ บุญนวล,รวมไทยสร้างชาติ,7,นายศุภณัฐ สำอางค์,ไทยก้าวใหม่,8,นายภรต ชุมช่วย,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พัทลุง,2,พัทลุง.02,1,นายวรท เทอดวีระพงศ์,ภูมิใจไทย,2,นายศุภกร ขุนชิต,ประชาชน,3,พันตำรวจเอก พงศ์พสิษฐ์ ทองด้วง,กล้าธรรม,4,นายอธิคม ขุนแก้ว,ไทยก้าวใหม่,5,นายภพเอกอัคร อินทรโม,ประชาธิปัตย์,6,นายสมเสริม ชูรักษ์,พลวัต,7,นายนิติศักดิ์ ธรรมเพชร,เพื่อไทย,8,นายพิเชษฐ สุขแก้ว,พลังประชารัฐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พัทลุง,3,พัทลุง.03,1,นางสาวโฉมพิไล เพิ่มพูลธนทรัพย์,พลวัต,2,นายสุนัย คงแก้ว,ประชาธิปัตย์,3,นายเขมพล อุ้ยตยะกุล,ภูมิใจไทย,4,พันตรี ธีรวัฒน์ พรหมสะอาด,ประชาชน,5,นายชาญวิทย์ หมาดโสะ,เพื่อไทย,6,นายจรัญ จันทร์แก้ว,กล้าธรรม,7,นายปราโมทย์ หนูเลิศ,ประชาธิปไตยใหม่,8,นายปิยะวุฒิ เคว็จดำ,ไทยก้าวใหม่,9,ร้อยตรี พงศภัค จุลพันธ์,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พิจิตร,1,พิจิตร.01,1,นายพรชัย อินทร์สุข,กล้าธรรม,2,นายไกรรินทร์ ทั่งทอง,ประชาชน,3,นายเกรียงไกร เดชอุปการ,รวมไทยสร้างชาติ,4,นางกมลพิชญ์ เหลียวสุวรรณ,เศรษฐกิจ,5,นายชนกฤดิ โหมอ่อน,ประชาธิปัตย์,6,นายภัทรพงศ์ ภัทรประสิทธิ์,ภูมิใจไทย,7,นายพงษ์ศักดิ์ เหลืองวิจิตร,เพื่อไทย,8,นายอาดิษฐ์ กัลยาณมิตร,พลังประชารัฐ,9,นายชำนาญ สุขเกษม,รวมพลังประชาชน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พิจิตร,2,พิจิตร.02,1,นายภูดิท อินสุวรรณ์,เพื่อไทย,2,นายวินัย ภัทรประสิทธิ์,ภูมิใจไทย,3,นายวชรพล เดชอ่อน,กล้าธรรม,4,นางบัวลอย โพธิ์หลาย,ประชาธิปัตย์,5,นายวัชรินทร์ แทนจำรัส,รวมไทยสร้างชาติ,6,นายชัยณรงค์ คล้ายเนียม,ประชาชน,7,นายนิทัศน์ จันทเดช,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พิจิตร,3,พิจิตร.03,1,นายสุรชาติ ศรีบุศกร,กล้าธรรม,2,นายศิริวัฒน์ ขจรประศาสน์,ภูมิใจไทย,3,นายวิทยา มาลา,เพื่อไทย,4,นายศราวุธ ปลอดภัย,รวมไทยสร้างชาติ,5,พันเอก มนู ชูจิตร,เศรษฐกิจ,6,นายลิขิต มุกดา,ประชาธิปัตย์,7,นายภัทรกัปป์ ด่านรุ่งโรจน์,ประชาชน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พิษณุโลก,1,พิษณุโลก.01,1,นายณัฐกิตติ์ ฉัตราภรณ์ลักษมี,ไทยชนะ,2,นายจักษ์ พันธ์ชูเพชร,ภูมิใจไทย,3,นายจักรพรรดิ์ กาญจนธนานนท์,เศรษฐกิจ,4,นายจเด็ศ จันทรา,เพื่อไทย,5,นายณฐชนน ชนะบูรณาศักดิ์,ประชาชน,6,นางสาวนิรัญ ดอนสุวรรณ,ประชาธิปัตย์,7,นายอาริฟ กุนนาบี,กล้าธรรม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พิษณุโลก,2,พิษณุโลก.02,1,นายนพพล เหลืองทองนารา,เพื่อไทย,2,นางสาวปรานอม หลิมประเสริฐ,ภูมิใจไทย,3,นายณชพล พลอาสา,ประชาชน,4,นายธนกร ภักดีโต,ประชาธิปัตย์,5,นายณัฐวุฒิ สุกคร,เศรษฐกิจ,6,นายนคเรศ ฤทธิรอน,พลังประชารัฐ,7,นายทนง มั่นนุช,เพื่อบ้านเมือง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พิษณุโลก,3,พิษณุโลก.03,1,นายปุณณเมธ อ้นอารี,ประชาชน,2,นางสาวสปัณธ์หยก วีรบุญย์กฤช,เศรษฐกิจ,3,นายวิมล สารมะโน,ประชาธิปัตย์,4,นายเจนวิทย์ จันทรา,เพื่อไทย,5,นายศิราวัฒน์ น้อยวงศ์,กล้าธรรม,6,นายพงษ์มนู ทองหนัก,ภูมิใจไทย,7,นางสาวปุญชรัสมิ์ ศิริสวัสดิ์,พลังประชารัฐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พิษณุโลก,4,พิษณุโลก.04,1,นางสาวพิมพ์พิชชา ชัยศุภกิจเจริญ,เพื่อไทย,2,นายปองภพ ณ สงขลา,กล้าธรรม,3,นายนิยม ช่างพินิจ,ภูมิใจไทย,4,นายนิธิทนันท์ ก้าวศรีสุริยะธาดา,ประชาชน,5,นายเฉลา บดีรัฐ,ประชาธิปัตย์,6,นางสาวณัฏฐปีญา แครบทรี,รวมไทยสร้างชาติ,7,นายบรรจบ เมฆประดับ,เพื่อบ้านเมือง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
พิษณุโลก,5,พิษณุโลก.05,1,นายศุภปกรณ์ กิตยาธิคุณ,ประชาชน,2,นายสมศักดิ์ ชุ่มกลัด,ประชาธิปัตย์,3,นายเอกพงษ์ กุลเจริญ,เพื่อไทย,4,นายธนวิน โรจน์สุนทรกิตติ,กล้าธรรม,5,นายจุติ ไกรฤกษ์,ภูมิใจไทย,6,นางสาวฉันทนา พุ่มพฤกษ์,อนาคตไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ภูเก็ต,1,ภูเก็ต.01,1,นายสรนันท์ เสน่ห์,เพื่อไทย,2,นายศุภชัย ศรีสวัสดิ์,เศรษฐกิจ,3,ว่าที่ร้อยตรี สมชาติ เตชถาวรเจริญ,ประชาชน,4,นางสาวพลอยทะเล ลักษมีแสงจันทร์,ภูมิใจไทย,5,นายทิวัตถ์ สีดอกบวบ,กล้าธรรม,6,นายบุญศุภภะ ตัณฑัยย์,ประชาธิปัตย์,7,นายวรพงศ์ ยูระหมาน,พลังประชารัฐ,8,นายอนันตรักษ์ เพ็ชรหิน,รวมไทยสร้างชาติ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ภูเก็ต,2,ภูเก็ต.02,1,นายชลสิทธิ แก้วยะรัตน์,กล้าธรรม,2,นายอินทร์ เพชรหิน,เศรษฐกิจ,3,นายษณกร กี่สิ้น,ภูมิใจไทย,4,นางณัฐพร ผาณิตพิเชฐวงศ์,เพื่อไทย,5,นายสมชาติ สมนาม,ประชาธิปัตย์,6,นายเฉลิมพงศ์ แสงดี,ประชาชน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ภูเก็ต,3,ภูเก็ต.03,1,นายศักดิ์ชาย เชาวน์ไวย,เพื่อไทย,2,นายฐิติกันต์ ฐิติพฤฒิกุล,ประชาชน,3,นางสาวอรทัย เกิดทรัพย์,กล้าธรรม,4,นายวิวัฒน์ จินดาพล,ภูมิใจไทย,5,นางสาวสิริเกศ ฉั่วสกุล,ประชาธิปัตย์,6,ด.ต. เดชาวัตร อุ่นสอน,เศรษฐกิจ,7,นายเกษม กาหรีมการ,ไทยภักดี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
มหาสารคาม,1,มหาสารคาม.01,1,นายธีระวัฒน์ พรรณะ,ประชาชน,2,นายชยพล โบราณมูล,ไทยก้าวใหม่,3,นายปัญญา ประทุมชัย,รวมไทยสร้างชาติ,4,นายทองหล่อ พลโคตร,กล้าธรรม,5,นายเชวงศักดิ์ พลลาภ,ประชาธิปัตย์,6,นายฤทธิรงค์ ภูมิสวัสดิ์,ภูมิใจไทย,7,นางสาวนงลักษณ์ ทุงจันทร์,เพื่อไทย,8,นายกิจอนันต์ วิริยะสุข,เศรษฐกิจ,9,พ.ต.อ. ชัยสิทธิ์ ภความนตรี,พลังประชารัฐ,10,นายรณรงค์ ชารีคง,ประชาธิปไตยใหม่,,,,,,,,,,,,,,,,,,,,,,,,,,,
มหาสารคาม,2,มหาสารคาม.02,1,นางสาวขวัญอิสรา ศรีสังข์,พลังประชารัฐ,2,นายสมพร คุ้มพงษ์พันธ์,รวมไทยสร้างชาติ,3,นายสุทธิ์สวัสดิ์ บัวบาน,กล้าธรรม,4,นายไชยวัฒนา ติณรัตน์,เพื่อไทย,5,นายประวัติ ทองสมบูรณ์,ภูมิใจไทย,6,นายณัฐพัชร์ วงศ์พัฒนาธนเดช,ประชาธิปัตย์,7,นายพิบูลย์ จันทศิลป์,ไทยก้าวใหม่,8,นายธงชัย เบอร์ไธสง,ประชาชน,9,นายทวีศักดิ์ ปะหุปะไพ,ประชาธิปไตยใหม่,10,นายอำนาจธรรม ฮามคำไพ,เศรษฐกิจ,11,นายบัญชา บัณฑิตเสน,ไทยพร้อม,,,,,,,,,,,,,,,,,,,,,,,,
มหาสารคาม,3,มหาสารคาม.03,1,นายจักรกริช ด่านแก้ว,ประชาชน,2,นายภาสกร โยธะไชยสาร,ประชาธิปัตย์,3,นางสาวบังอร มุมกลาง,รวมไทยสร้างชาติ,4,นายปัญญา ภูเฮืองแก้ว,คลองไทย,5,นายยุทธพงศ์ จรัสเสถียร,เพื่อไทย,6,นายลัทธชัย โชคชัยวัฒนากร,ภูมิใจไทย,7,นางศิริพร หลิน,กล้าธรรม,8,นายธีราพัทธ์ พาณิชย์,ไทยก้าวใหม่,9,เรือตรี กุลธร แก้ววิเศษ,เศรษฐกิจ,10,นายกิติศักดิ์ พิมดา,ทางเลือกใหม่,11,นายประมวล พานมาตย์,ประชากรไทย,,,,,,,,,,,,,,,,,,,,,,,,
มหาสารคาม,4,มหาสารคาม.04,1,นายสรรพภัญญู ศิริไปล์,เพื่อไทย,2,นายวันชนะ ชัยรุ่งเรือง,ประชาชน,3,นายวิเชียร จงชูวณิชย์,ภูมิใจไทย,4,นายอำนาจ ทบทอบ,ประชาธิปไตยใหม่,5,นายเกษม สิงพร,รวมไทยสร้างชาติ,6,นายชนินทร์ มีนาสันติรักษ์,กล้าธรรม,7,นายเนตร แก้วลาด,ประชาธิปัตย์,8,นายประสงค์ กันพล,พลังประชารัฐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
มหาสารคาม,5,มหาสารคาม.05,1,นายจิรวัฒน์ ศิริพานิชย์,เพื่อไทย,2,นางสาวพัชราศิณี ศิริโกมุท,เศรษฐกิจ,3,นายโกศล คาดพันโน,พลังประชารัฐ,4,ผู้ช่วยศาสตราจารย์ อวยชัย วะทา,ภูมิใจไทย,5,นายประภาส เนื่องแก้ว,ไทยก้าวใหม่,6,นายปรัตธนกรณ์ โยธาราช,ประชาชน,7,นายคำดี แสงไพร,กล้าธรรม,8,นางสาววิภาวี ลืออุติกุลวงศ์,ประชาธิปัตย์,9,นายเศรษฐวัฒน์ ศิริโกมุท,ไทยพร้อม,10,นางสุภาพร ทองเจริญ,ทางเลือกใหม่,11,นายกิตติ รัตนแสง,ประชาธิปไตยใหม่,,,,,,,,,,,,,,,,,,,,,,,,
มหาสารคาม,6,มหาสารคาม.06,1,นางคมคาย อุดรพิมพ์,ภูมิใจไทย,2,นางเพียงพิศ เดชมาลา,ประชาชน,3,นายบุรินทร์ นามโร,กล้าธรรม,4,นายรัฐ คลังแสง,เพื่อไทย,5,นายจักริน แดนสมปัดสา,ไทยก้าวใหม่,6,นางสาวธัญลักษณ์ อุทัยจอม,ประชาธิปัตย์,7,นายวรเวช ศิริประเสริฐศรี,รวมไทยสร้างชาติ,8,นายสรเชษฐ์ โพธิรุกข์,ไทยก้าวหน้า,9,นายภาสกร สิทธิหาโคตร,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
มุกดาหาร,1,มุกดาหาร.01,1,นางราตรี เจริญศรี,ประชาธิปัตย์,2,นายชายสิทธิ์ สุวรรณโชติ,ประชาชน,3,นายนนทภูมิ ตั้งปณิธานนท์,เพื่อไทย,4,นายวิริยะ ทองผา,ภูมิใจไทย,5,นายพนมชัย พันธุ์พุทธ,กล้าธรรม,6,พันตำรวจโท จิตต์ ศรีโยหะ มุกดาธนพงศ์,พลังประชารัฐ,7,ร้อยตำรวจตรี สุเทียน ทองโสม,เสรีรวมไทย,8,นายสุนทร มีสิทธิ์,เพื่อบ้านเมือง,9,ร้อยตำรวจตรี สมบูรณ์ ยงยุทธ,ประชาธิปไตยใหม่,10,นายชินกร ขวัญเมือง,เศรษฐกิจ,11,นายณัฐพล พรมวิชา,รวมไทยสร้างชาติ,,,,,,,,,,,,,,,,,,,,,,,,
มุกดาหาร,2,มุกดาหาร.02,1,นายเลขาดำไตรสรณคมน์ หนองเรือง,กล้าธรรม,2,นางสาวปภาสิริ ประทุมลี,พลังประชารัฐ,3,นางกิ่งฟ้า อรพันธ์,ประชาธิปัตย์,4,นางสาวปิยธิดา บุตรกาล,เพื่อไทย,5,นายณกร ชารีพันธ์,ประชาชน,6,นายประพันธ์ คนหาญ,ภูมิใจไทย,7,นายก้องบุญ ชาธิราช,เพื่อบ้านเมือง,8,นายวรสิงฆ์ บับพาน,ทางเลือกใหม่,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยะลา,1,ยะลา.01,1,นายประสิทธิ์ชัย พงษ์สุวรรณศิริ,ภูมิใจไทย,2,นายอันวาร์ อุเซ็ง,ประชาชน,3,นายสุไลมาน บือแนปีแน,ประชาชาติ,4,นายอาดิลัน อาลีอิสเฮาะ,กล้าธรรม,5,นายสมภพ สุภนรานนท์,ไทยก้าวใหม่,6,นายอับดุลการิม เด็งระกีนา,ประชาธิปัตย์,7,นายกูนรดินทร์ วงศ์วังษา,เพื่อไทย,8,นายอับดุลลาเตะ ยากัด,พลังประชารัฐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยะลา,2,ยะลา.02,1,นายธรนินทร์ ยะมาแล,ประชาธิปัตย์,2,นายสาการียา เลาะยะผา,เพื่อไทย,3,นายสุกรี มะเต๊ะ,ภูมิใจไทย,4,นายไซด์นอน แวหามะ,ไทยก้าวใหม่,5,ว่าที่ร้อยตรี อับดุลฮาฟิซ หิเล,กล้าธรรม,6,นางสาวนูรฮายาตี สาเมาะ,ประชาชน,7,นายซูการ์โน มะทา,ประชาชาติ,8,นายสะมาแอ มะดีเย๊าะ,ไทยพร้อม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยะลา,3,ยะลา.03,1,นายซอและ มะสอลา,เพื่อไทย,2,นายมูฮำหมัดสุกรี บุงา,กล้าธรรม,3,นายอับดุลอายี สาแม็ง,ประชาชาติ,4,นายณรงค์ อาแว,ประชาชน,5,นายบดินทร์ กาโฮง,ประชาธิปัตย์,6,นายยุพราช เลิศลำยอง,ไทยก้าวใหม่,7,นายกามิน มุซิ,ภูมิใจไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยโสธร,1,ยโสธร.01,1,นายเนรมิต จันทร์ทอง,ประชาธิปัตย์,2,นางสุภาพร สลับศรี,ภูมิใจไทย,3,นางสาววชิราภรณ์ ชายทวีป,ประชาชน,4,นายวีระศักดิ์ โคตรสมบัติ,เพื่อไทย,5,นายสราวุธ จะกะนอง,ประชาธิปไตยใหม่,6,นายนิติธร จันทรบุตร,ไทยก้าวใหม่,7,นายหวาง วงษ์ศรีแก้ว,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยโสธร,2,ยโสธร.02,1,นายบุญแก้ว สมวงศ์,เพื่อไทย,2,นายธนู ว่องไวตระกูล,ท้องที่ไทย,3,นายวรายุทธ จงอักษร,ภูมิใจไทย,4,นางสาวชริสา แพงมี,ไทยก้าวใหม่,5,นายพงศธร สุภโกศล,ประชาชน,6,นายอนันต์ หลอดคำ,ประชาธิปไตยใหม่,7,นายกริชเพชร พลศรี,ประชาธิปัตย์,8,ดาบตำรวจ สิทธิชัย ทองมูล,พลังประชารัฐ,9,นายสิงห์มณี กุบแก้ว,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยโสธร,3,ยโสธร.03,1,นายพิเชษฐ์ กุมารสิทธิ์,เพื่อไทย,2,นายธนพัฒน์ ศรีชนะ,ภูมิใจไทย,3,นายสรวิศ เดชเสน,ประชาชน,4,นายมงคล ชื่นตา,กล้าธรรม,5,นางกฤตลดาณัช เศิกศิริ,ประชาธิปัตย์,6,นางวิภารัตย์ บุญกอง,ประชาธิปไตยใหม่,7,นางสาวเสาวภาคย์ อินทนนท์,เศรษฐกิจ,8,นายธนกร ไชยกุล,พลังประชารัฐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ระนอง,1,ระนอง.01,1,นายสมพงษ์ สีหามาตร,ประชาชน,2,นายวิรัช ร่มเย็น,ประชาธิปัตย์,3,นายพิทยา แท่นแก้ว,เพื่อไทย,4,นายคงกฤษ ฉัตรมาลีรัตน์,ภูมิใจไทย,5,นายวรวุฒิ ขนอม,กล้าธรรม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ระยอง,1,ระยอง.01,1,นางสาวกมนทรรศน์ กิตติสุนทรสกุล,ประชาชน,2,นางสาวรฎาศิริ ศิริคช,พลังประชารัฐ,3,นายรัฐชานนท์ คาดหมายดี,เพื่อไทย,4,นายไพศาล เรืองฤทธิ์,ประชาธิปัตย์,5,นายกฤษฎา เอกกำลังกุล,ภูมิใจไทย,6,นายฉัตรชัย เล็กบุญแถม,รวมไทยสร้างชาติ,7,นางสาวพฤกษา พฤกษานิตย์,ไทยสร้างไทย,8,นายพรทวี พูลกลาง,ไทยก้าวใหม่,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ระยอง,2,ระยอง.02,1,นายกฤช ศิลปชัย,ประชาชน,2,นายภีมเดช อมรสุคนธ์,เพื่อไทย,3,นายวีรยุทธ อนุจิตรอนันต์,ประชาธิปัตย์,4,นางสาวจิดาภา เจริญผล,ไทยสร้างไทย,5,ร้อยตำรวจตรี เรืองชัย สมบัติภูธร,ไทยก้าวใหม่,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ระยอง,3,ระยอง.03,1,นายชัยณรงค์ สันทัสนะโชค,เพื่อไทย,2,นางสาวณัชชารีย์ จิตรดล,ภูมิใจไทย,3,นายบัญญัติ เจตนจันทร์,รวมไทยสร้างชาติ,4,นายภิญโญ รัศมีประเสริฐสุข,ไทยสร้างไทย,5,นายพศิน ปิตุเตชะ,ประชาธิปัตย์,6,นายพงศธร ศรเพชรนรินทร์,ประชาชน,7,นายสหภูมิ เอกวรพงศ์,ไทยก้าวใหม่,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ระยอง,4,ระยอง.04,1,นายชุติพงศ์ พิภพภิญโญ,ประชาชน,2,นายฉัตรชัย ปิตุเตชะ,ภูมิใจไทย,3,นายพิเชษฐ์ โพธิสาร,เพื่อไทย,4,นางสาววันใหม่ ทรงศิลสอาด,พลังประชารัฐ,5,นายพิชิต วงศา,รวมไทยสร้างชาติ,6,นายศราวุธ หลำเจริญ,ประชาธิปัตย์,7,นายธนพงศ์พันธ์ ปิดกันภัย,กล้าธรรม,8,นางสาวสันต์นิสา รัตนโกเศศ,ไทยก้าวใหม่,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ระยอง,5,ระยอง.05,1,นายธนชัย วสุอนันต์กุล,เพื่อไทย,2,นายวัชรพงษ์ ศิริรักษ์,ประชาชน,3,นายมานิฏฐ์ เล็กโล่ง,ประชาธิปัตย์,4,ว่าที่เรืออากาศตรี สุรยุทธ์ มาลากุล,รวมไทยสร้างชาติ,5,นายสมพงษ์ โสภณ,ภูมิใจไทย,6,นางสาวชนากาณ เหลืองประเสริฐ,ไทยสร้างไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ราชบุรี,1,ราชบุรี.01,1,นายนรพนธ์ พลายสีนิล,ประชาชน,2,นายนพพล ภู่แย้ม,เพื่อไทย,3,นายทนงศักดิ์ ศิรรัตน์ประภา,ประชาธิปัตย์,4,นางสาวกุลวลี นพอมรบดี,ภูมิใจไทย,5,นางสาวยุวดี นิติธารากุล,รวมไทยสร้างชาติ,6,พันตำรวจเอก สารสิทธิ์ นวมมณีรัตน์,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ราชบุรี,2,ราชบุรี.02,1,นางสาวสิรีธร ธนะชัยศรี,ประชาชน,2,นายไก่ ห้องริ้ว,เพื่อไทย,3,นางสาวรดาภัค แก้วพรายตา,ภูมิใจไทย,4,นางบุญยิ่ง นิติกาญจนา,กล้าธรรม,5,นางสาวถปนัท ชาติไทย,ประชาธิปัตย์,6,นายศุภชัย พงษ์ทวี,รวมไทยสร้างชาติ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ราชบุรี,3,ราชบุรี.03,1,นายอภิรักษ์ชัยชนะ ปันยารชุน,ไทยก้าวใหม่,2,นายจตุพร กมลพันธ์ทิพย์,กล้าธรรม,3,นายภิญโญศิลป์ สังวาลวงศ์,รวมไทยสร้างชาติ,4,นายอนุคม ศักดิ์อิสระพงศ์,ประชาธิปัตย์,5,นายกล้าหาญ เจริญธรรม,ภูมิใจไทย,6,นางสาวศิริลักษณ์ ตันงามตรง,พลังประชารัฐ,7,นางสาวปัญชญาภรณ์ ศักดิ์ปฐมพานิชย์,ประชาชน,8,นางสาวชญานันท์ จินดาเจี่ย,เพื่อไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ราชบุรี,4,ราชบุรี.04,1,นายกฤชจ์พนธ์ อัฏฐาธนมงคล,รวมไทยสร้างชาติ,2,นางสาวสุรีย์วรรณ สิงห์อยู่,เพื่อไทย,3,นายอัครเดช วงษ์พิทักษ์โรจน์,ภูมิใจไทย,4,นายชยานันท์ กอจิตตวนิจ,ประชาชน,5,นายเอกพัฒน์ ถ้ำสุวรรณ,เศรษฐกิจ,6,นายสรวิชญ์ ขำเจริญ,ประชาธิปัตย์,7,นางสาวชะวรลัทธิ์ ชินธรรมมิตร,กล้าธรรม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ราชบุรี,5,ราชบุรี.05,1,นายปารเมษฐ์ อัศวพงศ์วาณิช,รวมไทยสร้างชาติ,2,นายทศพล แก้วทิมา,ประชาธิปัตย์,3,นายชัยทิพย์ กมลพันธ์ทิพย์,กล้าธรรม,4,นายบุญลือ ประเสริฐโสภา,ภูมิใจไทย,5,นายตฤณฤทธ เทพประสิทธิ์,ไทยสร้างไทย,6,นางสาวจิราภรณ์ จิตร์มั่น,ประชาชน,7,นางสาวปวันรัตน์ เอกอัครอัญธรณ์,เพื่อไทย,8,นางสาวชลชญา ชุ่มมงคล,เศรษฐกิจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ร้อยเอ็ด,1,ร้อยเอ็ด.01,1,นายวีระธาร มาศเกษม,ประชาชน,2,นางสาวสุดารัตน์ วรรณพัฒน์,ประชาธิปัตย์,3,นางสาวเกตุวรินทร์ ไฮเนกเคอ,รวมไทยสร้างชาติ,4,นายสถาพร ว่องสัธนพงษ์,เพื่อไทย,5,นายอนุรักษ์ จุรีมาศ,ภูมิใจไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ร้อยเอ็ด,2,ร้อยเอ็ด.02,1,นายทินกร อ่อนประทุม,ภูมิใจไทย,2,นายเอกรัฐ พลซื่อ,กล้าธรรม,3,นางสาวนริศรา ประเสริฐสังข์,ประชาชน,4,นายฉลาด ขามช่วง,เพื่อไทย,5,นางสาวบุญยรัตน์ อาษาศึก,รวมไทยสร้างชาติ,6,นางสาวสุรัสวดี ดวงสมศรี,พลวัต,7,นายวิชัย เบ็ญชูสิทธิ์,ประชาธิปัตย์,8,นางสาวจุฑามาศ ธานีวรรณ์,ประชาธิปไตยใหม่,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
